,Unnamed: 0,ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
5312,5312,5312,Komisariat 5313,"ul. Staszica 992
66-091 Głogów",26
5313,5313,5313,Komisariat 5314,"ulica Kolejowa 28/11
14-202 Łowicz",25
5314,5314,5314,Komisariat 5315,"plac Pomorska 290
78-728 Krotoszyn",23
5315,5315,5315,Komisariat 5316,"aleja Tartaczna 182
32-440 Oława",23
5316,5316,5316,Komisariat 5317,"plac Wiśniowa 41/09
09-254 Zambrów",25
5317,5317,5317,Komisariat 5318,"plac Zielona 96
61-456 Głogów",18
5318,5318,5318,Komisariat 5319,"aleja Krzywa 38
45-978 Rumia",19
5319,5319,5319,Komisariat 5320,"ulica Tysiąclecia 44/71
73-168 Wołomin",22
5320,5320,5320,Komisariat 5321,"pl. Bursztynowa 77
50-468 Mielec",18
5321,5321,5321,Komisariat 5322,"al. Skargi 391
83-982 Elbląg",20
5322,5322,5322,Komisariat 5323,"ul. Mazowiecka 188
84-401 Jasło",20
5323,5323,5323,Komisariat 5324,"al. Kołłątaja 457
63-664 Wyszków",19
5324,5324,5324,Komisariat 5325,"ulica Wyzwolenia 532
09-815 Tychy",17
5325,5325,5325,Komisariat 5326,"aleja Brzozowa 91
88-310 Stalowa Wola",13
5326,5326,5326,Komisariat 5327,"ul. Krzywa 16
38-573 Toruń",17
5327,5327,5327,Komisariat 5328,"pl. Myśliwska 388
57-304 Warszawa",23
5328,5328,5328,Komisariat 5329,"ulica Kołłątaja 871
12-797 Zgierz",25
5329,5329,5329,Komisariat 5330,"plac Graniczna 753
61-788 Ruda Śląska",15
5330,5330,5330,Komisariat 5331,"pl. Bydgoska 793
40-743 Słupsk",16
5331,5331,5331,Komisariat 5332,"pl. Kruczkowskiego 83/44
75-430 Żyrardów",17
5332,5332,5332,Komisariat 5333,"aleja Makowa 236
12-444 Łowicz",12
5333,5333,5333,Komisariat 5334,"aleja Magnoliowa 630
93-851 Zielona Góra",14
5334,5334,5334,Komisariat 5335,"aleja Szeroka 21/55
05-220 Czerwionka-Leszczyny",27
5335,5335,5335,Komisariat 5336,"ulica Niecała 18
86-353 Świebodzice",17
5336,5336,5336,Komisariat 5337,"plac Powstańców 53
25-788 Będzin",19
5337,5337,5337,Komisariat 5338,"plac Jana III Sobieskiego 07
74-922 Sopot",27
5338,5338,5338,Komisariat 5339,"ul. Konopnickiej 624
95-406 Siedlce",13
5339,5339,5339,Komisariat 5340,"plac Piękna 45
20-931 Piastów",18
5340,5340,5340,Komisariat 5341,"plac Błękitna 537
16-565 Żagań",17
5341,5341,5341,Komisariat 5342,"plac Miodowa 99/13
49-912 Piaseczno",16
5342,5342,5342,Komisariat 5343,"ul. Wschodnia 919
85-219 Knurów",21
5343,5343,5343,Komisariat 5344,"al. Młyńska 470
31-530 Świętochłowice",21
5344,5344,5344,Komisariat 5345,"pl. Jana Pawła II 79
54-332 Suwałki",20
5345,5345,5345,Komisariat 5346,"pl. Jaworowa 36/01
51-953 Jawor",21
5346,5346,5346,Komisariat 5347,"plac Rajska 942
77-594 Tomaszów Mazowiecki",21
5347,5347,5347,Komisariat 5348,"plac Bałtycka 627
35-149 Skarżysko-Kamienna",23
5348,5348,5348,Komisariat 5349,"pl. Skłodowskiej-Curie 41/26
97-762 Lublin",24
5349,5349,5349,Komisariat 5350,"pl. Reymonta 60/66
05-953 Zgierz",17
5350,5350,5350,Komisariat 5351,"plac Podmiejska 56
96-665 Myszków",25
5351,5351,5351,Komisariat 5352,"aleja Jagiellońska 30
16-007 Oświęcim",20
5352,5352,5352,Komisariat 5353,"plac Rolnicza 524
27-873 Rumia",22
5353,5353,5353,Komisariat 5354,"al. Jarzębinowa 85
34-189 Piotrków Trybunalski",25
5354,5354,5354,Komisariat 5355,"ul. Górska 076
05-272 Kościan",20
5355,5355,5355,Komisariat 5356,"plac Księżycowa 81/85
56-247 Wieluń",24
5356,5356,5356,Komisariat 5357,"al. Opolska 409
21-471 Chrzanów",23
5357,5357,5357,Komisariat 5358,"ulica Wiatraczna 93/80
29-890 Luboń",19
5358,5358,5358,Komisariat 5359,"aleja Strzelecka 04/89
93-275 Wyszków",13
5359,5359,5359,Komisariat 5360,"pl. Andersa 386
15-947 Olsztyn",31
5360,5360,5360,Komisariat 5361,"aleja Długosza 01
91-605 Będzin",15
5361,5361,5361,Komisariat 5362,"ulica Miodowa 46
47-732 Tczew",22
5362,5362,5362,Komisariat 5363,"pl. Sawickiej 00/77
33-470 Ciechanów",22
5363,5363,5363,Komisariat 5364,"ulica Rolnicza 35
35-557 Oświęcim",18
5364,5364,5364,Komisariat 5365,"pl. Niecała 673
79-591 Żary",16
5365,5365,5365,Komisariat 5366,"pl. Kilińskiego 76
45-684 Czeladź",17
5366,5366,5366,Komisariat 5367,"al. Nowa 166
82-671 Sopot",26
5367,5367,5367,Komisariat 5368,"pl. Lipca 53/50
08-142 Łuków",17
5368,5368,5368,Komisariat 5369,"pl. Grunwaldzka 870
68-238 Ostrowiec Świętokrzyski",17
5369,5369,5369,Komisariat 5370,"plac Grottgera 427
60-335 Malbork",19
5370,5370,5370,Komisariat 5371,"aleja Malczewskiego 21
82-274 Siemianowice Śląskie",22
5371,5371,5371,Komisariat 5372,"al. Handlowa 43/92
28-440 Czerwionka-Leszczyny",26
5372,5372,5372,Komisariat 5373,"plac Południowa 92/49
93-562 Białystok",27
5373,5373,5373,Komisariat 5374,"pl. Hutnicza 695
38-109 Żory",18
5374,5374,5374,Komisariat 5375,"plac Pułaskiego 70
53-306 Zakopane",17
5375,5375,5375,Komisariat 5376,"aleja Głowackiego 44/04
02-946 Wieluń",19
5376,5376,5376,Komisariat 5377,"pl. Maczka 69
13-020 Grodzisk Mazowiecki",19
5377,5377,5377,Komisariat 5378,"aleja Bociania 65
12-976 Szczytno",21
5378,5378,5378,Komisariat 5379,"al. Jagodowa 29/71
66-321 Jarosław",21
5379,5379,5379,Komisariat 5380,"pl. Rejtana 99/37
57-588 Lublin",18
5380,5380,5380,Komisariat 5381,"aleja Krucza 84
06-822 Inowrocław",14
5381,5381,5381,Komisariat 5382,"ulica Prosta 560
14-288 Świecie",21
5382,5382,5382,Komisariat 5383,"pl. Lotnicza 614
08-906 Chojnice",25
5383,5383,5383,Komisariat 5384,"ul. Bema 02
83-996 Będzin",18
5384,5384,5384,Komisariat 5385,"ul. Miłosza 517
64-010 Brzeg",14
5385,5385,5385,Komisariat 5386,"ulica Dobra 62
76-001 Wieluń",21
5386,5386,5386,Komisariat 5387,"ulica Jaworowa 62
24-361 Krotoszyn",25
5387,5387,5387,Komisariat 5388,"pl. Głowackiego 13/20
09-305 Wałbrzych",28
5388,5388,5388,Komisariat 5389,"al. Maczka 27/75
13-327 Kraków",16
5389,5389,5389,Komisariat 5390,"ul. Solidarnosci 90/57
52-605 Ełk",14
5390,5390,5390,Komisariat 5391,"pl. Podwale 444
94-188 Olkusz",14
5391,5391,5391,Komisariat 5392,"pl. Mickiewicza 09/20
91-456 Nowy Targ",17
5392,5392,5392,Komisariat 5393,"pl. Północna 26
74-028 Łaziska Górne",18
5393,5393,5393,Komisariat 5394,"ul. Kaszubska 811
17-982 Świdnica",20
5394,5394,5394,Komisariat 5395,"plac Wieniawskiego 73
16-453 Sosnowiec",22
5395,5395,5395,Komisariat 5396,"pl. Korczaka 766
61-892 Łódź",32
5396,5396,5396,Komisariat 5397,"ul. Kasprowicza 14
49-561 Otwock",17
5397,5397,5397,Komisariat 5398,"plac Poprzeczna 283
67-025 Świdnik",31
5398,5398,5398,Komisariat 5399,"plac Wysoka 181
30-438 Lubartów",25
5399,5399,5399,Komisariat 5400,"pl. Piwna 517
11-818 Dąbrowa Górnicza",26
5400,5400,5400,Komisariat 5401,"aleja Chmielna 26/33
98-674 Piaseczno",25
5401,5401,5401,Komisariat 5402,"plac Wiejska 233
21-427 Kętrzyn",22
5402,5402,5402,Komisariat 5403,"pl. Władysława Jagiełły 54
38-984 Otwock",18
5403,5403,5403,Komisariat 5404,"ul. Zielona 576
41-759 Sanok",14
5404,5404,5404,Komisariat 5405,"plac Mickiewicza 704
31-760 Świdnica",19
5405,5405,5405,Komisariat 5406,"plac Kolorowa 61
26-984 Bolesławiec",20
5406,5406,5406,Komisariat 5407,"plac Wąska 40/82
23-879 Skarżysko-Kamienna",16
5407,5407,5407,Komisariat 5408,"plac Strumykowa 78/89
91-997 Jaworzno",19
5408,5408,5408,Komisariat 5409,"pl. Krótka 99/40
31-969 Środa Wielkopolska",24
5409,5409,5409,Komisariat 5410,"ulica Cyprysowa 446
34-337 Polkowice",14
5410,5410,5410,Komisariat 5411,"al. Lotnicza 51/77
05-127 Świętochłowice",16
5411,5411,5411,Komisariat 5412,"al. Kaszubska 08/81
33-508 Tomaszów Mazowiecki",16
5412,5412,5412,Komisariat 5413,"plac Chełmońskiego 00
57-615 Dzierżoniów",17
5413,5413,5413,Komisariat 5414,"aleja Strzelecka 59
31-918 Włocławek",22
5414,5414,5414,Komisariat 5415,"pl. Morcinka 76
12-520 Malbork",16
5415,5415,5415,Komisariat 5416,"ul. Głogowa 108
09-893 Kwidzyn",12
5416,5416,5416,Komisariat 5417,"al. Północna 74/77
76-835 Nowy Sącz",17
5417,5417,5417,Komisariat 5418,"pl. Kielecka 288
42-972 Tarnów",19
5418,5418,5418,Komisariat 5419,"aleja Częstochowska 655
55-557 Bełchatów",16
5419,5419,5419,Komisariat 5420,"plac Kosynierów 130
57-980 Wieluń",23
5420,5420,5420,Komisariat 5421,"ul. Floriana 868
46-092 Kraśnik",16
5421,5421,5421,Komisariat 5422,"pl. Rajska 11
34-037 Przemyśl",23
5422,5422,5422,Komisariat 5423,"plac Słonecznikowa 500
08-198 Kościan",26
5423,5423,5423,Komisariat 5424,"al. Mieszka I 92/32
14-778 Radomsko",14
5424,5424,5424,Komisariat 5425,"al. Toruńska 18/60
61-111 Września",26
5425,5425,5425,Komisariat 5426,"ulica Storczykowa 46
36-900 Żyrardów",23
5426,5426,5426,Komisariat 5427,"ul. Młynarska 635
95-272 Mława",34
5427,5427,5427,Komisariat 5428,"pl. Krasińskiego 22
36-046 Kędzierzyn-Koźle",15
5428,5428,5428,Komisariat 5429,"aleja Cegielniana 719
41-815 Lubliniec",25
5429,5429,5429,Komisariat 5430,"ul. Piaskowa 72/11
98-637 Koło",23
5430,5430,5430,Komisariat 5431,"pl. Wrzosowa 424
79-308 Dzierżoniów",16
5431,5431,5431,Komisariat 5432,"ulica Wiślana 00/38
33-609 Elbląg",13
5432,5432,5432,Komisariat 5433,"plac Krokusowa 50
25-747 Bolesławiec",27
5433,5433,5433,Komisariat 5434,"plac Ceglana 64
85-623 Wyszków",14
5434,5434,5434,Komisariat 5435,"ul. Cmentarna 90
70-427 Mława",18
5435,5435,5435,Komisariat 5436,"pl. Owocowa 26/20
33-696 Pabianice",26
5436,5436,5436,Komisariat 5437,"plac Bałtycka 36
92-278 Mława",20
5437,5437,5437,Komisariat 5438,"plac Orzechowa 114
79-091 Otwock",26
5438,5438,5438,Komisariat 5439,"ulica Tylna 551
23-390 Świecie",20
5439,5439,5439,Komisariat 5440,"ul. Borówkowa 003
67-117 Cieszyn",22
5440,5440,5440,Komisariat 5441,"al. Dojazdowa 434
56-869 Bełchatów",17
5441,5441,5441,Komisariat 5442,"ul. Tylna 785
44-306 Dzierżoniów",25
5442,5442,5442,Komisariat 5443,"pl. Zakole 81/37
04-156 Piła",19
5443,5443,5443,Komisariat 5444,"plac Pomorska 190
83-433 Nowy Sącz",10
5444,5444,5444,Komisariat 5445,"pl. Zamkowa 706
32-507 Szczytno",22
5445,5445,5445,Komisariat 5446,"ulica Pocztowa 51
35-446 Racibórz",20
5446,5446,5446,Komisariat 5447,"pl. Rzemieślnicza 57
80-902 Łowicz",15
5447,5447,5447,Komisariat 5448,"ulica Księżycowa 176
54-956 Kielce",19
5448,5448,5448,Komisariat 5449,"ul. Dąbrowskiej 75
10-709 Skawina",18
5449,5449,5449,Komisariat 5450,"aleja Gdańska 51/57
06-953 Jawor",18
5450,5450,5450,Komisariat 5451,"al. Lwowska 71/95
60-877 Ełk",14
5451,5451,5451,Komisariat 5452,"al. Azaliowa 32/63
33-040 Ciechanów",21
5452,5452,5452,Komisariat 5453,"ulica Jaworowa 26
21-734 Kędzierzyn-Koźle",22
5453,5453,5453,Komisariat 5454,"al. Glówna 535
35-053 Wrocław",14
5454,5454,5454,Komisariat 5455,"al. Batalionów Chłopskich 21/08
07-676 Kraśnik",17
5455,5455,5455,Komisariat 5456,"pl. Piłsudskiego 16/51
92-235 Środa Wielkopolska",25
5456,5456,5456,Komisariat 5457,"aleja Mazurska 34
05-607 Starogard Gdański",14
5457,5457,5457,Komisariat 5458,"ulica Kamienna 22
46-693 Zamość",16
5458,5458,5458,Komisariat 5459,"ul. Lipowa 579
72-815 Knurów",16
5459,5459,5459,Komisariat 5460,"ul. Powstańców Wielkopolskich 24/88
75-294 Kędzierzyn-Koźle",19
5460,5460,5460,Komisariat 5461,"pl. Prosta 48/31
49-953 Tczew",21
5461,5461,5461,Komisariat 5462,"ul. Władysława Łokietka 81
18-146 Czeladź",23
5462,5462,5462,Komisariat 5463,"aleja Dworcowa 280
93-720 Otwock",16
5463,5463,5463,Komisariat 5464,"al. Sowia 24/79
37-213 Racibórz",16
5464,5464,5464,Komisariat 5465,"plac Korfantego 56/65
56-057 Piekary Śląskie",32
5465,5465,5465,Komisariat 5466,"aleja Parkowa 55/91
58-375 Kutno",14
5466,5466,5466,Komisariat 5467,"ul. Stawowa 22
22-268 Bielsko-Biała",13
5467,5467,5467,Komisariat 5468,"pl. Targowa 987
45-186 Lębork",29
5468,5468,5468,Komisariat 5469,"pl. Nadbrzeżna 059
32-133 Pszczyna",20
5469,5469,5469,Komisariat 5470,"ul. Wodna 56/28
06-147 Bielsko-Biała",20
5470,5470,5470,Komisariat 5471,"pl. Handlowa 12
77-129 Sosnowiec",19
5471,5471,5471,Komisariat 5472,"ulica Grzybowa 61/25
84-299 Tarnobrzeg",19
5472,5472,5472,Komisariat 5473,"aleja Tysiąclecia 96
27-026 Ostrowiec Świętokrzyski",15
5473,5473,5473,Komisariat 5474,"aleja Rejtana 992
16-443 Września",18
5474,5474,5474,Komisariat 5475,"ulica Kochanowskiego 88/82
78-585 Iława",25
5475,5475,5475,Komisariat 5476,"plac Zielona 59/50
95-469 Kielce",20
5476,5476,5476,Komisariat 5477,"plac Ściegiennego 990
81-377 Otwock",19
5477,5477,5477,Komisariat 5478,"plac Srebrna 15
81-281 Kluczbork",18
5478,5478,5478,Komisariat 5479,"ul. Traugutta 908
91-795 Skawina",22
5479,5479,5479,Komisariat 5480,"al. Śląska 78/60
02-961 Gdynia",23
5480,5480,5480,Komisariat 5481,"plac Północna 91/85
74-485 Bochnia",25
5481,5481,5481,Komisariat 5482,"plac Cmentarna 82/28
99-710 Środa Wielkopolska",24
5482,5482,5482,Komisariat 5483,"ul. Pogodna 133
42-355 Gdynia",21
5483,5483,5483,Komisariat 5484,"ul. Czereśniowa 88/92
17-135 Suwałki",19
5484,5484,5484,Komisariat 5485,"al. Jałowcowa 95/82
95-567 Czerwionka-Leszczyny",11
5485,5485,5485,Komisariat 5486,"ulica Złota 95
19-907 Skierniewice",26
5486,5486,5486,Komisariat 5487,"pl. Kościelna 47
23-910 Oświęcim",27
5487,5487,5487,Komisariat 5488,"plac Piękna 66
38-030 Skierniewice",21
5488,5488,5488,Komisariat 5489,"plac Piaskowa 861
50-055 Września",20
5489,5489,5489,Komisariat 5490,"ulica Dolna 394
69-109 Marki",28
5490,5490,5490,Komisariat 5491,"aleja Spółdzielcza 60
93-658 Piekary Śląskie",13
5491,5491,5491,Komisariat 5492,"aleja Piekarska 25/42
69-874 Sopot",22
5492,5492,5492,Komisariat 5493,"ul. Krokusowa 580
49-963 Police",13
5493,5493,5493,Komisariat 5494,"ulica Szafirowa 77
14-340 Oleśnica",20
5494,5494,5494,Komisariat 5495,"ulica Łanowa 88/71
66-115 Ełk",16
5495,5495,5495,Komisariat 5496,"ulica Szkolna 38/52
10-552 Luboń",18
5496,5496,5496,Komisariat 5497,"pl. Wojciecha 50/77
58-354 Kłodzko",11
5497,5497,5497,Komisariat 5498,"al. Dąbrowskiego 51
76-472 Gdańsk",25
5498,5498,5498,Komisariat 5499,"ulica Sowia 94
12-104 Knurów",18
5499,5499,5499,Komisariat 5500,"plac Kasprowicza 30
70-386 Otwock",27
5500,5500,5500,Komisariat 5501,"aleja Krzywa 811
82-831 Będzin",17
5501,5501,5501,Komisariat 5502,"ulica Jasna 29
40-498 Knurów",21
5502,5502,5502,Komisariat 5503,"ul. Szeroka 88/96
18-119 Rumia",24
5503,5503,5503,Komisariat 5504,"ulica Staszica 25/75
88-014 Elbląg",16
5504,5504,5504,Komisariat 5505,"pl. Władysława Łokietka 74
09-732 Kwidzyn",25
5505,5505,5505,Komisariat 5506,"ul. Korfantego 28/47
42-819 Lębork",20
5506,5506,5506,Komisariat 5507,"ulica Listopada 00/94
96-252 Chrzanów",19
5507,5507,5507,Komisariat 5508,"plac Dębowa 58
04-986 Zgorzelec",19
5508,5508,5508,Komisariat 5509,"ulica Myśliwska 22
53-050 Malbork",20
5509,5509,5509,Komisariat 5510,"ul. Zielna 01/29
58-829 Tomaszów Mazowiecki",22
5510,5510,5510,Komisariat 5511,"al. Kasprowicza 15/34
16-758 Tarnów",14
5511,5511,5511,Komisariat 5512,"al. Zwycięstwa 561
43-211 Racibórz",21
5512,5512,5512,Komisariat 5513,"pl. Gołębia 162
94-339 Puławy",27
5513,5513,5513,Komisariat 5514,"plac Gałczynskiego 62
93-476 Tarnowskie Góry",27
5514,5514,5514,Komisariat 5515,"plac Leszczynowa 45/70
53-152 Szczytno",25
5515,5515,5515,Komisariat 5516,"plac Ptasia 50
46-084 Poznań",24
5516,5516,5516,Komisariat 5517,"plac Stawowa 391
87-276 Tychy",18
5517,5517,5517,Komisariat 5518,"al. Przechodnia 08/82
50-248 Piastów",19
5518,5518,5518,Komisariat 5519,"plac Głowackiego 99/00
91-821 Turek",26
5519,5519,5519,Komisariat 5520,"plac Składowa 308
94-962 Łowicz",22
5520,5520,5520,Komisariat 5521,"al. Kosynierów 03
18-327 Wołomin",21
5521,5521,5521,Komisariat 5522,"aleja Letnia 505
85-602 Turek",20
5522,5522,5522,Komisariat 5523,"ul. Bolesława Chrobrego 59
09-648 Nowy Targ",14
5523,5523,5523,Komisariat 5524,"ul. Lazurowa 56
34-766 Ostrów Wielkopolski",19
5524,5524,5524,Komisariat 5525,"ulica Wolności 35/77
69-294 Wodzisław Śląski",24
5525,5525,5525,Komisariat 5526,"pl. Piaskowa 33
82-863 Sandomierz",17
5526,5526,5526,Komisariat 5527,"pl. Łąkowa 32
93-469 Puławy",12
5527,5527,5527,Komisariat 5528,"al. Polna 054
75-721 Wodzisław Śląski",19
5528,5528,5528,Komisariat 5529,"ul. Wodna 631
62-924 Nowy Targ",18
5529,5529,5529,Komisariat 5530,"ulica Mazurska 82
01-302 Wągrowiec",18
5530,5530,5530,Komisariat 5531,"ul. Witosa 15/25
61-634 Wejherowo",20
5531,5531,5531,Komisariat 5532,"plac Podgórna 42
84-085 Będzin",22
5532,5532,5532,Komisariat 5533,"al. Kolorowa 81/18
47-881 Opole",20
5533,5533,5533,Komisariat 5534,"plac Rejtana 02/90
72-723 Giżycko",29
5534,5534,5534,Komisariat 5535,"pl. Zakole 06/62
55-249 Zambrów",23
5535,5535,5535,Komisariat 5536,"al. Krakowska 825
83-675 Dzierżoniów",19
5536,5536,5536,Komisariat 5537,"aleja Krokusowa 093
67-253 Bochnia",9
5537,5537,5537,Komisariat 5538,"aleja Zapolskiej 98
54-749 Konin",29
5538,5538,5538,Komisariat 5539,"pl. Wrzosowa 12/78
96-346 Skarżysko-Kamienna",19
5539,5539,5539,Komisariat 5540,"plac Częstochowska 56
25-301 Piastów",26
5540,5540,5540,Komisariat 5541,"ul. Krasińskiego 80
79-771 Pruszków",19
5541,5541,5541,Komisariat 5542,"plac Jana III Sobieskiego 13
35-748 Kalisz",16
5542,5542,5542,Komisariat 5543,"ul. Sienkiewicza 13
14-959 Starogard Gdański",18
5543,5543,5543,Komisariat 5544,"ulica Przechodnia 65/68
26-971 Dębica",18
5544,5544,5544,Komisariat 5545,"plac Zbożowa 91/44
87-728 Rzeszów",23
5545,5545,5545,Komisariat 5546,"plac Traugutta 72
77-873 Toruń",25
5546,5546,5546,Komisariat 5547,"al. Dąbrowskiej 073
78-738 Szczecinek",23
5547,5547,5547,Komisariat 5548,"pl. Kaszubska 57/22
54-712 Elbląg",15
5548,5548,5548,Komisariat 5549,"aleja Wiślana 65
32-449 Słupsk",24
5549,5549,5549,Komisariat 5550,"aleja Daleka 615
78-107 Rybnik",11
5550,5550,5550,Komisariat 5551,"plac Kopernika 00
38-065 Skierniewice",23
5551,5551,5551,Komisariat 5552,"plac Morelowa 21/91
99-884 Chełm",14
5552,5552,5552,Komisariat 5553,"ulica Tylna 015
50-374 Marki",23
5553,5553,5553,Komisariat 5554,"ulica Mała 27
40-446 Piaseczno",22
5554,5554,5554,Komisariat 5555,"plac Orzeszkowej 65/45
51-380 Łowicz",30
5555,5555,5555,Komisariat 5556,"pl. Klasztorna 70
06-024 Mysłowice",18
5556,5556,5556,Komisariat 5557,"ul. Baczynskiego 65
21-673 Wałcz",29
5557,5557,5557,Komisariat 5558,"ul. Wiśniowa 38/72
96-850 Starachowice",23
5558,5558,5558,Komisariat 5559,"plac Powstańców Wielkopolskich 00/02
32-380 Biała Podlaska",20
5559,5559,5559,Komisariat 5560,"ulica Sarnia 499
88-530 Dzierżoniów",12
5560,5560,5560,Komisariat 5561,"ulica Gałczynskiego 081
68-559 Grudziądz",22
5561,5561,5561,Komisariat 5562,"pl. Rynek 30/86
02-256 Wołomin",15
5562,5562,5562,Komisariat 5563,"pl. Mała 09/90
85-034 Kalisz",19
5563,5563,5563,Komisariat 5564,"al. Narutowicza 42/64
98-336 Kutno",24
5564,5564,5564,Komisariat 5565,"pl. Opolska 91
90-160 Łódź",17
5565,5565,5565,Komisariat 5566,"pl. Wyszyńskiego 26/35
18-857 Krosno",23
5566,5566,5566,Komisariat 5567,"al. Zbożowa 23/29
49-865 Mielec",25
5567,5567,5567,Komisariat 5568,"plac Rycerska 67/40
20-423 Jasło",12
5568,5568,5568,Komisariat 5569,"ul. Reja 06
68-084 Bełchatów",28
5569,5569,5569,Komisariat 5570,"al. Skargi 721
22-402 Oleśnica",18
5570,5570,5570,Komisariat 5571,"ul. Tęczowa 666
11-737 Siedlce",19
5571,5571,5571,Komisariat 5572,"al. Konarskiego 05
14-929 Zamość",21
5572,5572,5572,Komisariat 5573,"pl. Przechodnia 75/29
14-411 Kraków",14
5573,5573,5573,Komisariat 5574,"aleja Jodłowa 03
48-986 Katowice",22
5574,5574,5574,Komisariat 5575,"plac Wodna 900
37-883 Zawiercie",17
5575,5575,5575,Komisariat 5576,"ulica Okulickiego 99
85-259 Zielona Góra",19
5576,5576,5576,Komisariat 5577,"plac Bankowa 91
59-352 Turek",12
5577,5577,5577,Komisariat 5578,"plac Podgórna 94
24-667 Świdnik",20
5578,5578,5578,Komisariat 5579,"ul. Rajska 223
72-315 Mikołów",23
5579,5579,5579,Komisariat 5580,"plac Krzywa 498
37-077 Police",19
5580,5580,5580,Komisariat 5581,"ulica Rzemieślnicza 62
89-644 Świecie",15
5581,5581,5581,Komisariat 5582,"plac Długa 34
06-505 Olkusz",23
5582,5582,5582,Komisariat 5583,"ul. Cisowa 03/12
30-399 Będzin",17
5583,5583,5583,Komisariat 5584,"ulica Lipowa 12
67-887 Olkusz",21
5584,5584,5584,Komisariat 5585,"aleja Graniczna 901
50-902 Skierniewice",17
5585,5585,5585,Komisariat 5586,"al. Powstańców 11/50
71-629 Kłodzko",14
5586,5586,5586,Komisariat 5587,"aleja Wyzwolenia 40
96-025 Chojnice",21
5587,5587,5587,Komisariat 5588,"ulica Owocowa 455
97-865 Katowice",22
5588,5588,5588,Komisariat 5589,"plac Pszenna 88/86
83-895 Wodzisław Śląski",26
5589,5589,5589,Komisariat 5590,"ulica Robotnicza 731
70-509 Świętochłowice",23
5590,5590,5590,Komisariat 5591,"ulica Jaworowa 68
52-736 Lublin",12
5591,5591,5591,Komisariat 5592,"ulica Sawickiej 95/74
16-261 Szczytno",21
5592,5592,5592,Komisariat 5593,"al. Klonowa 454
80-304 Skierniewice",16
5593,5593,5593,Komisariat 5594,"ulica Wesoła 64/10
77-966 Marki",24
5594,5594,5594,Komisariat 5595,"pl. Łąkowa 288
46-572 Lębork",19
5595,5595,5595,Komisariat 5596,"pl. Liliowa 47
71-503 Wrocław",16
5596,5596,5596,Komisariat 5597,"aleja Dąbrowskiej 67/91
60-899 Kutno",25
5597,5597,5597,Komisariat 5598,"ulica Grzybowa 82/12
03-231 Stargard Szczeciński",22
5598,5598,5598,Komisariat 5599,"plac Słowackiego 94/07
04-594 Szczecin",29
5599,5599,5599,Komisariat 5600,"plac Krakowska 61/57
77-339 Nowy Sącz",22
5600,5600,5600,Komisariat 5601,"al. Stefana Batorego 79/50
67-760 Turek",11
5601,5601,5601,Komisariat 5602,"ul. Sienkiewicza 127
85-670 Mława",21
5602,5602,5602,Komisariat 5603,"plac Ściegiennego 05
45-623 Goleniów",14
5603,5603,5603,Komisariat 5604,"ul. Armii Krajowej 21
56-567 Krosno",21
5604,5604,5604,Komisariat 5605,"plac Szeroka 03/22
18-040 Giżycko",30
5605,5605,5605,Komisariat 5606,"ul. Rycerska 765
70-305 Myszków",27
5606,5606,5606,Komisariat 5607,"aleja Rejtana 22
39-530 Sochaczew",16
5607,5607,5607,Komisariat 5608,"aleja Perłowa 084
78-962 Pruszków",27
5608,5608,5608,Komisariat 5609,"al. Szymanowskiego 31
08-393 Wrocław",24
5609,5609,5609,Komisariat 5610,"ulica Brzechwy 016
69-862 Sochaczew",25
5610,5610,5610,Komisariat 5611,"plac Stawowa 030
78-165 Bielawa",19
5611,5611,5611,Komisariat 5612,"aleja Majowa 688
63-781 Skawina",22
5612,5612,5612,Komisariat 5613,"aleja Piekarska 76
35-700 Jawor",26
5613,5613,5613,Komisariat 5614,"al. Bema 58/26
52-915 Katowice",16
5614,5614,5614,Komisariat 5615,"aleja Pomorska 70/30
13-405 Gdańsk",17
5615,5615,5615,Komisariat 5616,"ul. Podgórna 62
43-945 Ostrowiec Świętokrzyski",17
5616,5616,5616,Komisariat 5617,"plac Radosna 10/54
42-769 Kraków",18
5617,5617,5617,Komisariat 5618,"plac Sowia 732
14-955 Konin",15
5618,5618,5618,Komisariat 5619,"aleja Storczykowa 33/13
75-167 Świdnik",26
5619,5619,5619,Komisariat 5620,"plac Skrajna 91
17-784 Chrzanów",17
5620,5620,5620,Komisariat 5621,"al. Leśna 83/37
45-734 Bielawa",14
5621,5621,5621,Komisariat 5622,"ul. Reymonta 10
06-217 Krotoszyn",21
5622,5622,5622,Komisariat 5623,"al. Czereśniowa 15/61
33-943 Kluczbork",16
5623,5623,5623,Komisariat 5624,"ul. Turystyczna 311
58-117 Bielawa",20
5624,5624,5624,Komisariat 5625,"plac Morelowa 96
71-161 Olkusz",25
5625,5625,5625,Komisariat 5626,"ulica Morcinka 74
25-676 Środa Wielkopolska",24
5626,5626,5626,Komisariat 5627,"pl. Daleka 00
25-302 Białogard",24
5627,5627,5627,Komisariat 5628,"ulica Kaliska 05/42
58-530 Łódź",20
5628,5628,5628,Komisariat 5629,"al. Makowa 48
29-907 Jawor",21
5629,5629,5629,Komisariat 5630,"aleja Olchowa 39/34
98-708 Leszno",18
5630,5630,5630,Komisariat 5631,"ul. Matejki 22
87-214 Żary",15
