,ID,Nazwa,Numer_seryjny,Rodzaj
50977,50977,Glock 17,EWNYUTRV80UFP20XF,bron
50978,50978,Glock 26,CHWEU1HP4VGURM51H,bron
50979,50979,Walther P99,801VF7M285MTCZWUL,bron
50980,50980,Urzadzenie do detekcji narkotykow AlereTM DDS 2,4PA1SRAT7P06RTMFX,inne
50981,50981,Kamizelka kuloodporna,GETDE5T99KDDCV0FC,inne
50982,50982,Hyundai Tucson,RBH06XR29XGTFUGJY,pojazd
50983,50983,Alkomat AlcoQuant 6020,B0H37X433C62AG3M1,inne
50984,50984,Terminal Bluebird,ZNUS7N0S3ZP1R12CU,srodki_lacznosci
50985,50985,Glock 17,7FCNYVAS3FLVLK1DV,bron
50986,50986,Hyundai Tucson,GS6T2B1A2CNY1U9MV,pojazd
50987,50987,Apteczka taktyczna,ZE35J08KX7E1ZVKSJ,inne
50988,50988,Radiostacja nasobna,8B5TAT927NRGKJWZ3,srodki_lacznosci
50989,50989,Alkomat AlcoQuant 6020,0YHDKWRD18KSR88NF,inne
50990,50990,Skoda Superb,YRA5CAU63CNARTER6,pojazd
50991,50991,Alkomat AlcoQuant 6020,SAAPTTEL26D2K8VJ5,inne
50992,50992,Kamizelka kuloodporna,FSD0Z9AL0VA1KUV6U,inne
50993,50993,Radiostacja nasobna,SWRZMHS7XZUD0N239,srodki_lacznosci
50994,50994,Glock 26,Y8GKZMX01YHJG8J59,bron
50995,50995,Terminal Bluebird,80GMAHZG2FSFDLY65,srodki_lacznosci
50996,50996,Alkomat AlcoQuant 6020,66ZNLCR78PMC4MZPM,inne
50997,50997,Tonfa,NRC1YM4W4KCVYXZKS,bron
50998,50998,Terminal Bluebird,CJELBRV827HML4J93,srodki_lacznosci
50999,50999,Apteczka taktyczna,0KUDSGSF6UADCVFFT,inne
51000,51000,Latarka taktyczna,T1PUHCXF071NP40GV,inne
51001,51001,H&K G36,URTZL8GN4K6XYASCF,bron
51002,51002,BMW serii 3,LY86RD7CXZKCFDZSC,pojazd
51003,51003,Terminal Bluebird,LW3Y05987SKW2H6A0,srodki_lacznosci
51004,51004,Urzadzenie do detekcji narkotykow AlereTM DDS 2,P8072JUT9E8UECG70,inne
51005,51005,H&K MP5A3,78XPANP27DWNBWJ12,bron
51006,51006,BMW serii 3,1S4BBEB78A72NZKKL,pojazd
51007,51007,Radiostacja nasobna,LGLEZCCY58PPP83RN,srodki_lacznosci
51008,51008,Apteczka taktyczna,S8JZM4MT2V733L232,inne
51009,51009,Radiostacja nasobna,SUUZVL8M0U4PK67KH,srodki_lacznosci
51010,51010,Apteczka taktyczna,HHBJBS5592U1EH0VM,inne
51011,51011,Terminal Bluebird,8AUM1FJT20PL0LCYJ,srodki_lacznosci
51012,51012,Kia Ceed III,1X8533FB0ZAZSNCFY,pojazd
51013,51013,Terminal Bluebird,LHG5E1BP140H8ERG4,srodki_lacznosci
51014,51014,Alkomat AlcoQuant 6020,RJP0UJE48G7CM5GCN,inne
51015,51015,Urzadzenie do detekcji narkotykow AlereTM DDS 2,FUZZZ71RXWWVSERFM,inne
51016,51016,Kajdanki,J1D6DSC6X5SVGC7JV,inne
51017,51017,Radiostacja nasobna,TDLU0HLH17LB61SMJ,srodki_lacznosci
51018,51018,Walther P99,415LUE7R3MR8MR0RM,bron
51019,51019,Terminal Bluebird,TUVYWPMP5WUR91GEB,srodki_lacznosci
51020,51020,Sako TRG-21,JYU8KP0F94Z2BKVW3,bron
51021,51021,Terminal Bluebird,AWYVT7UWXBXXYXHVT,srodki_lacznosci
51022,51022,Kia Ceed III,CNRK1H9E16SDWGX07,pojazd
51023,51023,Apteczka taktyczna,09G9EK5AX8TE5524B,inne
51024,51024,Apteczka taktyczna,LNRRJ4RT718VFL9MR,inne
51025,51025,Radiostacja nasobna,JLPUYT0W3WV85BCKV,srodki_lacznosci
51026,51026,Hyundai Tucson,KEX4GZH07HXE5YW7R,pojazd
51027,51027,Radiostacja nasobna,TMJU9BPE9WBVBR3UA,srodki_lacznosci
51028,51028,BMW serii 3,ZXFN31MS944A4DG76,pojazd
51029,51029,Kia Ceed III,7AD7KUF85B10N0XFN,pojazd
51030,51030,Alkomat AlcoQuant 6020,2GP8VBWFX5K61G28Z,inne
51031,51031,Sako TRG-21,BC5W9GM120V5XPHL0,bron
51032,51032,Latarka taktyczna,SHPSUE553LHV4GBRM,inne
51033,51033,H&K MP5A3,EHVRZ2X550EMBT1NV,bron
51034,51034,H&K MP5A3,N9ZVBZAP8V29FHP83,bron
51035,51035,H&K G36,AH6MPDYV8GZEASS96,bron
51036,51036,H&K G36,1J09YCJFXD7EE9VKK,bron
51037,51037,Volkswagen Transporter,X7XJEY5B1ZYN2S7KW,pojazd
51038,51038,Radiostacja nasobna,BGZF7V7JX63SZ29R2,srodki_lacznosci
51039,51039,Latarka taktyczna,Z6TXJTDT9VHB0ZBDE,inne
51040,51040,Glock 26,MM229ZH36Y4JNXK4B,bron
51041,51041,Skoda Superb,R212U6D86U2Z9CPL6,pojazd
51042,51042,Terminal Bluebird,7E1U207G4XNMVZ68X,srodki_lacznosci
51043,51043,Beretta APX,V4D6G1K8583Y4B28F,bron
51044,51044,Glock 17,W9E4KDET8TGTH5THP,bron
51045,51045,Beretta APX,HD5XZDHV34GMCL8JT,bron
51046,51046,Kajdanki,JV5VP6XW3ZPB9HTYE,inne
51047,51047,Glock 26,KXD617BE5UZ9T36NS,bron
51048,51048,Hyundai Tucson,DBSZGY584AWRKC7DW,pojazd
51049,51049,Kajdanki,973VPP3B33EG6C338,inne
51050,51050,Kia Ceed III,CJJCCDBG7Z8KFHJ5N,pojazd
51051,51051,Tonfa,GACRMBMR101ML5H26,bron
51052,51052,Terminal Bluebird,CG79W1C133NTNNK37,srodki_lacznosci
51053,51053,Glock 17,YAZ9T919XN9TU1NT4,bron
51054,51054,Radiostacja nasobna,U3NP7YHA9A9LTZ7NW,srodki_lacznosci
51055,51055,Glauberyt PM-98,WJC65BYZ5YSV1JJEJ,bron
51056,51056,Apteczka taktyczna,UNRLASKP2UJ9NF6Z2,inne
51057,51057,BMW serii 3,5ML2XY0G4AXDMJYY2,pojazd
51058,51058,Kia Ceed III,DUWX6THX2X65M7TU9,pojazd
51059,51059,Beretta APX,RR9XECHT1W6ACACNY,bron
51060,51060,Radiostacja nasobna,YUV8V6TZ87827MG4U,srodki_lacznosci
51061,51061,Kamizelka kuloodporna,TFXJYK3A24LA1P3ZR,inne
51062,51062,Urzadzenie do detekcji narkotykow AlereTM DDS 2,40AVVE8M9RYTRB8MV,inne
51063,51063,Terminal Bluebird,K48AFRYC7AAY9HFNP,srodki_lacznosci
51064,51064,Apteczka taktyczna,G9ALA39R0UUEHA50X,inne
51065,51065,Alkomat AlcoQuant 6020,G9JGLS2H5ZM6FWGZT,inne
51066,51066,Radiostacja nasobna,V6X1S6SZ5TCK4X0RW,srodki_lacznosci
51067,51067,Urzadzenie do detekcji narkotykow AlereTM DDS 2,477PXGKF2SPLN9KN0,inne
51068,51068,Terminal Bluebird,FJG8EBR40PH1ZXJ5E,srodki_lacznosci
51069,51069,Beretta APX,C4KEUXRR84ZF04JZJ,bron
51070,51070,HK UMP,3BCN6G7XX94EW3UKM,bron
51071,51071,Radiostacja nasobna,0K0NNJX6XN8UNYG3B,srodki_lacznosci
51072,51072,Terminal Bluebird,CYMBESA56P6HNS6Y5,srodki_lacznosci
51073,51073,Kia Ceed III,DL5K10WV96VBUV5EN,pojazd
51074,51074,Glauberyt PM-98,3C52D4Y545SV4TFGD,bron
51075,51075,Kajdanki,67X3ES8T9C0NRKLL5,inne
51076,51076,Sako TRG-21,SUYSRTSZXBZLH3CCG,bron
51077,51077,Toyota Corolla,DD9PY6F59CV4HF3HF,pojazd
51078,51078,Alkomat AlcoQuant 6020,9P1ZTLSN1EM6R9B68,inne
51079,51079,Hyundai Tucson,SVURF35U3860HJVL8,pojazd
51080,51080,Radiostacja nasobna,423N3TZD3F5F42ERX,srodki_lacznosci
51081,51081,Tonfa,UUDCKMAR1BFG2TK2D,bron
51082,51082,Hyundai Tucson,95NZTD595XLME3HG7,pojazd
51083,51083,Kamizelka kuloodporna,XGM63MHC9WMNSHST4,inne
51084,51084,Terminal Bluebird,U8G288DSX5TY3EGLE,srodki_lacznosci
51085,51085,Glock 19,JR08GVFF8JWGK05Z1,bron
51086,51086,Sako TRG-21,ZTHS1W2HX3TUAKXPY,bron
51087,51087,Walther P99,0S4EAV7U3WPZX3KKD,bron
51088,51088,Volkswagen Transporter,J93XSH5P9K95J0BFW,pojazd
51089,51089,Terminal Bluebird,GM1L5WHD3R7LZRUUX,srodki_lacznosci
51090,51090,Terminal Bluebird,LBJYJX1J3406P7M35,srodki_lacznosci
51091,51091,Radiostacja nasobna,P47MKZ232EGH8XSTP,srodki_lacznosci
51092,51092,Terminal Bluebird,SC4TMJNV9UBHKB8ZL,srodki_lacznosci
51093,51093,Latarka taktyczna,RSKHMJ1K2CVCCDMW2,inne
51094,51094,Glock 17,DN7Z6VF29JXARGRKV,bron
51095,51095,Latarka taktyczna,X66KTB6J3E7U4WEHN,inne
51096,51096,Sako TRG-21,KGFX5C509EYDJW1BG,bron
51097,51097,Latarka taktyczna,8MR1LHLH592H33ADP,inne
51098,51098,Terminal Bluebird,UE8YP6FC1ZV7CPX3B,srodki_lacznosci
51099,51099,Latarka taktyczna,9D71DRXH388H2UU9J,inne
51100,51100,Radiostacja nasobna,53FNE3GL231P8TR1T,srodki_lacznosci
51101,51101,HK UMP,FMNAXFNH2CBBXP938,bron
51102,51102,Hyundai Tucson,1TNFF2AN7YATR79L4,pojazd
51103,51103,Opel Crossland X,X18CNU899BPLK8DGW,pojazd
51104,51104,Urzadzenie do detekcji narkotykow AlereTM DDS 2,SCT95W282BRSTEU7G,inne
51105,51105,Glock 19,ZFS0J8ZV8AVG7NSM4,bron
51106,51106,Radiostacja nasobna,HLG2NDX98PXGH93ED,srodki_lacznosci
51107,51107,Glock 19,KU041GZFXE2R7SFFN,bron
51108,51108,Toyota Corolla,FEKN8V5S47K29TWU8,pojazd
51109,51109,Terminal Bluebird,M9D2YGTC1B43FJBCC,srodki_lacznosci
51110,51110,Terminal Bluebird,NV2DVKVA5U6ZGZ8PY,srodki_lacznosci
51111,51111,Radiostacja nasobna,N81K976X5B5NVE1YR,srodki_lacznosci
51112,51112,Volkswagen Transporter,6FTSS8SW3X63W25J3,pojazd
51113,51113,Radiostacja nasobna,VP2UA2Z4329BJ4GN2,srodki_lacznosci
51114,51114,Glauberyt PM-98,HK8E2ARZ0RN9W7VY7,bron
51115,51115,Radiostacja nasobna,198JGWU81XLXF1S2X,srodki_lacznosci
51116,51116,Apteczka taktyczna,8VKWB8417NKPCGMZ3,inne
51117,51117,Glock 17,3SYJYTGU9DJ6PRZ2K,bron
51118,51118,Kamizelka kuloodporna,4XBCK36G8XU5DBVA5,inne
51119,51119,Glock 19,U47WSXGG3U2BBUHH0,bron
51120,51120,Kia Ceed III,47ULLTGF9Y2K6R401,pojazd
51121,51121,Skoda Superb,860XPJXA5AV8KTHTV,pojazd
51122,51122,Kamizelka kuloodporna,V1EYH4PJ1ESG54JTT,inne
51123,51123,Kia Ceed III,RMH6UCGU0TRP021C6,pojazd
51124,51124,Kajdanki,2VGW3VPV5M73F18SL,inne
51125,51125,Kamizelka kuloodporna,17SBBFP52175GHLWC,inne
51126,51126,Radiostacja nasobna,H5N4YDM82WC37RYDU,srodki_lacznosci
51127,51127,Skoda Superb,F75CA09V3PJXE2K0L,pojazd
51128,51128,Glauberyt PM-98,BXYEGL7K6F2GL20ZD,bron
51129,51129,Skoda Superb,NWEZYPNT3NVVGXMC2,pojazd
51130,51130,Kia Ceed III,7LDHXEDH55V8NMCC8,pojazd
51131,51131,Terminal Bluebird,2R37T1X1XCZR2ZFF9,srodki_lacznosci
51132,51132,Terminal Bluebird,X166E9BZ5MNZ11Z5R,srodki_lacznosci
51133,51133,Kia Ceed III,WPX744DM8LFJURUSP,pojazd
51134,51134,Skoda Superb,UPMYJT7J4YE3TYPEC,pojazd
51135,51135,Glauberyt PM-98,W77770LV6RX75MF7C,bron
51136,51136,Urzadzenie do detekcji narkotykow AlereTM DDS 2,7Y8TVEU746EPV9SG4,inne
51137,51137,Volkswagen Transporter,VMF37HCY48ULZF546,pojazd
51138,51138,Kajdanki,960ZM8EH051U6J96U,inne
51139,51139,Apteczka taktyczna,H29ZP60E71NMSCFX7,inne
51140,51140,Kajdanki,0EG6L6HZ3NRGV6GBC,inne
51141,51141,Kajdanki,3UUU53G989RZMPYJU,inne
51142,51142,Terminal Bluebird,RBK3B7F77ZBHXJMAK,srodki_lacznosci
51143,51143,Radiostacja nasobna,VE809MLM7GBN3MVXS,srodki_lacznosci
51144,51144,Kia Ceed III,CNNT4BY27AB2G009W,pojazd
51145,51145,Latarka taktyczna,PAN90HMNXHHU3KNDT,inne
51146,51146,Kia Ceed III,4ZUVELFX7JCWCBUBF,pojazd
51147,51147,Kamizelka kuloodporna,JYHRP21532DCVGPU1,inne
51148,51148,Terminal Bluebird,JKW23YUE1CU3UXEHU,srodki_lacznosci
51149,51149,Toyota Corolla,8Z5KX7461GR3PDRPP,pojazd
51150,51150,Terminal Bluebird,1H3CRCAH55HUP8CFY,srodki_lacznosci
51151,51151,Terminal Bluebird,JDFZE9FU90TD049MG,srodki_lacznosci
51152,51152,Kia Ceed III,8D3GYGGK3SSU1YKSW,pojazd
51153,51153,Radiostacja nasobna,0F0382428G5NJ2ACS,srodki_lacznosci
51154,51154,H&K G36,73JM1D8L3BD8AASS2,bron
51155,51155,Apteczka taktyczna,29FXD5E41MJ58SCGR,inne
51156,51156,Latarka taktyczna,5PMCXK2W3RKFUHEPL,inne
51157,51157,Terminal Bluebird,A1DEVNPD2TCLA9DYY,srodki_lacznosci
51158,51158,Kajdanki,D6ML1GRV623WHF9S7,inne
51159,51159,Urzadzenie do detekcji narkotykow AlereTM DDS 2,8LMYC9N280PRS26FG,inne
51160,51160,Apteczka taktyczna,NX3L3MHK1K7SPXX62,inne
51161,51161,Radiostacja nasobna,WPJ3T3S5XHA7YR645,srodki_lacznosci
51162,51162,Terminal Bluebird,XXN3WKWV8D41F30GS,srodki_lacznosci
51163,51163,Volkswagen Transporter,6V2VVTJS1F9GU5MC5,pojazd
51164,51164,Radiostacja nasobna,R20SFLEM5DG53AEYL,srodki_lacznosci
51165,51165,Alkomat AlcoQuant 6020,LRZRSKSP6G7NS1FKB,inne
51166,51166,Radiostacja nasobna,R7LMHTDV2ULAVUUPD,srodki_lacznosci
51167,51167,Opel Crossland X,YBFMDC4H8DMLD6MD4,pojazd
51168,51168,Apteczka taktyczna,97NMYLV40U11XDEYE,inne
51169,51169,Glock 26,L1EUC75P3681AYFRY,bron
51170,51170,Kamizelka kuloodporna,W54NUP2J9BJGBNE3K,inne
51171,51171,Latarka taktyczna,FU0ZGY1GXP3HZ6U17,inne
51172,51172,Urzadzenie do detekcji narkotykow AlereTM DDS 2,M2A01TVR285JLUKS9,inne
51173,51173,Radiostacja nasobna,PK6SW2W3280CDPB8K,srodki_lacznosci
51174,51174,Kamizelka kuloodporna,63VE911Z4XXK4KXXL,inne
51175,51175,Kamizelka kuloodporna,BCNW7GM29ZB6AZ6J7,inne
51176,51176,Latarka taktyczna,CN59KUP95H7JS16NR,inne
51177,51177,Glock 19,TXEZMY834WBVWK6WL,bron
51178,51178,Radiostacja nasobna,G7H9SG7Z98PCPV944,srodki_lacznosci
51179,51179,H&K G36,27XK2PMR2ACLL0SU9,bron
51180,51180,Skoda Superb,8DKGKXHS7WUCTSAMK,pojazd
51181,51181,Opel Crossland X,JY5JGZRM9Z0JP491S,pojazd
51182,51182,BMW serii 3,ZU299H3T9FPARTYZ3,pojazd
51183,51183,Latarka taktyczna,ACWRHWN29UVM01VPN,inne
51184,51184,Latarka taktyczna,PNAL5FZ86RPP5Y09P,inne
51185,51185,BMW serii 3,S7KKAB3S0CZRCTSWM,pojazd
51186,51186,Latarka taktyczna,ZAR7FSYT472W76JPK,inne
51187,51187,Sako TRG-21,JF261B411T30VEGJ4,bron
51188,51188,Volkswagen Transporter,FWWVGA5Y7LDJ0P35G,pojazd
51189,51189,Tonfa,WTUEP1DC33XH8M8XZ,bron
51190,51190,Radiostacja nasobna,HYT0S72R7FFXFRM64,srodki_lacznosci
51191,51191,Terminal Bluebird,FA52GYTJ2A0LEECG9,srodki_lacznosci
51192,51192,Skoda Superb,8LPT1SGA6P1VA9JR8,pojazd
51193,51193,Volkswagen Transporter,CFKHS4XB3PEAGKYKY,pojazd
51194,51194,HK UMP,DHP0VB764FKUZTF6H,bron
51195,51195,Volkswagen Crafter,5UCGZVJA2094ZRVWN,pojazd
51196,51196,Skoda Superb,26NZHMPL3M6TW5DEX,pojazd
51197,51197,Glock 19,4YFS38R41S9UAATTU,bron
51198,51198,Skoda Superb,518ES41F4Z58ZBFBB,pojazd
51199,51199,Volkswagen Crafter,HKU6L3805U61F5K1G,pojazd
51200,51200,Radiostacja nasobna,1AKHGDYRXSS1DD8SK,srodki_lacznosci
51201,51201,Urzadzenie do detekcji narkotykow AlereTM DDS 2,8BVSMYGC8KDYUZX8D,inne
51202,51202,BMW serii 3,MP7LNUD016J4M3TWH,pojazd
51203,51203,Terminal Bluebird,T6SX99XL16HF6LAL4,srodki_lacznosci
51204,51204,BMW serii 3,9VUCYJZM7H20JGB7T,pojazd
51205,51205,Terminal Bluebird,UM60G7LU2G61FKSSZ,srodki_lacznosci
51206,51206,H&K G36,FRJ7KC354FVH339VZ,bron
51207,51207,Radiostacja nasobna,Y3FU9GPH6AL1V765N,srodki_lacznosci
51208,51208,Glock 19,L7UBW0NM5454EC2B1,bron
51209,51209,Tonfa,TARXR8AL8BNF71NEV,bron
51210,51210,Opel Crossland X,ALYRZTFA1TV3UKXMJ,pojazd
51211,51211,H&K G36,GM1CP6A91C26CSNE3,bron
51212,51212,Radiostacja nasobna,9TMW0WWS345JNAG99,srodki_lacznosci
51213,51213,Walther P99,7C8M8YD15WZ253GGP,bron
51214,51214,Alkomat AlcoQuant 6020,TRD96VKS5ZYRTCZCL,inne
51215,51215,Toyota Corolla,HU8JAN7B0GHCR3X66,pojazd
51216,51216,Glauberyt PM-98,NH6SF52W61A0X26GV,bron
51217,51217,Urzadzenie do detekcji narkotykow AlereTM DDS 2,GRN4SJTE5BRD0YWAJ,inne
51218,51218,Hyundai Tucson,N0VW7WN913KN758YH,pojazd
51219,51219,Terminal Bluebird,KTUN8ASF291EC8W7U,srodki_lacznosci
51220,51220,Tonfa,N3L3JDEK4WV9C9USZ,bron
51221,51221,Glock 26,3NBVZRJ637GTRKZYA,bron
51222,51222,Terminal Bluebird,589C476S7UVH6NGBD,srodki_lacznosci
51223,51223,Latarka taktyczna,5HXPFTWH8JFUYZB8L,inne
51224,51224,Terminal Bluebird,M69U66W19H4W07RUD,srodki_lacznosci
51225,51225,H&K G36,L1KBW2G88FBRJ9RR1,bron
51226,51226,Terminal Bluebird,MC08F8BZXMXZJ7RSV,srodki_lacznosci
51227,51227,Apteczka taktyczna,SJX47MZT3UYM8J02C,inne
51228,51228,Radiostacja nasobna,W44RZVTRXX7WAV15J,srodki_lacznosci
51229,51229,Terminal Bluebird,YJJPG09N4LUWTAVCT,srodki_lacznosci
51230,51230,Terminal Bluebird,JHT39NVZ19BY3VB3J,srodki_lacznosci
51231,51231,H&K G36,229UATV31FUJK54UY,bron
51232,51232,H&K G36,8T4FVSNG1UP43R0UW,bron
51233,51233,Terminal Bluebird,0VMPD2C1528V8DTX9,srodki_lacznosci
51234,51234,Glauberyt PM-98,MFM8F0W7XAXYDVNAJ,bron
51235,51235,Alkomat AlcoQuant 6020,3FMVT0BJ5XPVF3241,inne
51236,51236,Glock 19,7B93XC7V3MUJACS45,bron
51237,51237,Toyota Corolla,P2NJ6UGM9ESJ2BGCT,pojazd
51238,51238,Volkswagen Transporter,N5RJTL552P3NEKRXM,pojazd
51239,51239,Alkomat AlcoQuant 6020,NNUDNV0E8SH5H1BWS,inne
51240,51240,Kia Ceed III,Z06RJ6T05ZSMAKBSV,pojazd
51241,51241,Radiostacja nasobna,MY1M1EKH2HDAJ7Y8L,srodki_lacznosci
51242,51242,Terminal Bluebird,23ZUM45S5MLKBVZTE,srodki_lacznosci
51243,51243,Urzadzenie do detekcji narkotykow AlereTM DDS 2,28YFXRMG9E6P2FLGB,inne
51244,51244,Alkomat AlcoQuant 6020,29U7D7V3XT9Z6D5MZ,inne
51245,51245,Terminal Bluebird,LL616TWS9RS3E1CVD,srodki_lacznosci
51246,51246,Walther P99,Y1X08K3S6D1R7MV41,bron
51247,51247,H&K G36,ENZTNHLA2JABA9CPJ,bron
51248,51248,Kajdanki,VYV60DD10N51WVUZG,inne
51249,51249,Glock 19,U3HDP95Y5W1KEXJP1,bron
51250,51250,Terminal Bluebird,V80JU7DM3ZF1HSW7R,srodki_lacznosci
51251,51251,Walther P99,TXMLJKPJ49274E51X,bron
51252,51252,Glock 26,UB9TZAS70V5LSBEZK,bron
51253,51253,Kamizelka kuloodporna,JJ3M29TY033W74U9A,inne
51254,51254,Terminal Bluebird,ZPZT6Z9A5NTNKR6FT,srodki_lacznosci
51255,51255,Radiostacja nasobna,SNS206RJ0CGXRNSD1,srodki_lacznosci
51256,51256,Glock 19,C521Y2J45ZSX9313T,bron
51257,51257,Latarka taktyczna,2LJNG2NF45UZP5974,inne
51258,51258,Kamizelka kuloodporna,2J6FY0X67FPXRRC0S,inne
51259,51259,Glock 19,FA5GXXPR9363VDWEJ,bron
51260,51260,Beretta APX,ZYX36EHM753PR0RE5,bron
51261,51261,Opel Crossland X,NC3THP836EU7AU9KK,pojazd
51262,51262,Radiostacja nasobna,VPE66ZCB91TL6F04G,srodki_lacznosci
51263,51263,HK UMP,TSASF3M87UHM7HVPN,bron
51264,51264,BMW serii 3,HSYG1RCK3G94R4FR7,pojazd
51265,51265,Apteczka taktyczna,JH4EVB2NXA4ADKGX8,inne
51266,51266,Terminal Bluebird,4RUWGYRH7ZKDABFNF,srodki_lacznosci
51267,51267,Alkomat AlcoQuant 6020,66YS7YLG0ST2CXE1N,inne
51268,51268,Skoda Superb,B9RBU7PY1NZBUD2HB,pojazd
51269,51269,Kia Ceed III,5YWMZVRJ4KHABCBTX,pojazd
51270,51270,Hyundai Tucson,LAR0D56L3AZMZYTHA,pojazd
51271,51271,Glock 19,K87AUWL7X9AXXS0P5,bron
51272,51272,Glock 26,U65X0M635R1J6T356,bron
51273,51273,Walther P99,9F2348Z393AGLVPNC,bron
51274,51274,Urzadzenie do detekcji narkotykow AlereTM DDS 2,XXA8DNTM17SB3BFCB,inne
51275,51275,Terminal Bluebird,B3J49MKP6AFT7GHK1,srodki_lacznosci
51276,51276,HK UMP,N3NLNDUJ975HGDS6J,bron
51277,51277,BMW serii 3,VGJ1KWGF2X0C94E44,pojazd
51278,51278,Skoda Superb,GFSB4S31XSSKP27FX,pojazd
51279,51279,Apteczka taktyczna,371VGLT68LS2HW8RG,inne
51280,51280,Kamizelka kuloodporna,X31UGRY65HNH9DSL9,inne
51281,51281,Terminal Bluebird,JVR67YHT96N4K59KF,srodki_lacznosci
51282,51282,Alkomat AlcoQuant 6020,DG8JK1594AL09J8GV,inne
51283,51283,Terminal Bluebird,24RSK1FS9AHDRGKEU,srodki_lacznosci
51284,51284,Radiostacja nasobna,2E75TXDE9MA1MZU7L,srodki_lacznosci
51285,51285,Beretta APX,NDSX1SWP2XYKER2NR,bron
51286,51286,Kajdanki,5LKD5YSM1G0LTPPDL,inne
51287,51287,Alkomat AlcoQuant 6020,9K5EER7UXML94X64F,inne
51288,51288,HK UMP,F5E9JHSH5L914ESXJ,bron
51289,51289,Radiostacja nasobna,SNG4WEZ278WMNJNA9,srodki_lacznosci
51290,51290,Terminal Bluebird,GT7YK0833G9ZLD31F,srodki_lacznosci
51291,51291,Radiostacja nasobna,8Y8KA84D2J40V1UVB,srodki_lacznosci
51292,51292,Terminal Bluebird,1K6X73H0610WBSYD9,srodki_lacznosci
51293,51293,Radiostacja nasobna,5CRG71PR94B8KMJKP,srodki_lacznosci
51294,51294,Latarka taktyczna,LSUF5J0A0BAGRRBFY,inne
51295,51295,Opel Crossland X,YYXZ387Z4E9TSR0BC,pojazd
51296,51296,Glock 26,81526JJG7C6FPNYSK,bron
51297,51297,H&K G36,92XZ8R0H6ZG668ZU9,bron
51298,51298,Hyundai Tucson,XMCJSMZL5GBRKGCGB,pojazd
51299,51299,Volkswagen Transporter,LSX3GE8M0K1B79M3C,pojazd
51300,51300,Glauberyt PM-98,YZNMWVE128LP7ME5U,bron
51301,51301,H&K G36,AEFJYDKD4NJ3HB7TB,bron
51302,51302,Terminal Bluebird,VLEZFTAD2U9UELM68,srodki_lacznosci
51303,51303,Urzadzenie do detekcji narkotykow AlereTM DDS 2,2RPJLTDG1XD9FR01R,inne
51304,51304,Toyota Corolla,317FDDKT8KNS9S9EU,pojazd
51305,51305,Radiostacja nasobna,C7M2DX2W58XA3KW4H,srodki_lacznosci
51306,51306,Radiostacja nasobna,E7W9HZ6B96YGAGB11,srodki_lacznosci
51307,51307,Terminal Bluebird,E19JKZU08KFNB3TK5,srodki_lacznosci
51308,51308,Kamizelka kuloodporna,GWYE7B7L123KH1V18,inne
51309,51309,Latarka taktyczna,EZX2EE2P5USFLF3TZ,inne
51310,51310,Hyundai Tucson,WM1CNTKD1Y5RXYT15,pojazd
51311,51311,Terminal Bluebird,HA935TNWX9KD7M7XU,srodki_lacznosci
51312,51312,Kajdanki,MK2L5SCC4BBXZAGN7,inne
51313,51313,H&K G36,WWZ0GAAJ1C9LCLWKY,bron
51314,51314,Volkswagen Transporter,7W93UCDP9SNVKWGSV,pojazd
51315,51315,BMW serii 3,520R63YV0ABWK6V5V,pojazd
51316,51316,Terminal Bluebird,YMSUPH097NEL0LBAH,srodki_lacznosci
51317,51317,Glock 26,AGLXDE1U3KAWKL38D,bron
51318,51318,Volkswagen Transporter,KT0GUE678HFN5YT6U,pojazd
51319,51319,Glock 26,W9JE1PVD524SATWUU,bron
51320,51320,Volkswagen Transporter,8SYCVZ9786XDS7HWP,pojazd
51321,51321,Glock 17,KA73HWZU7K6F86FNW,bron
51322,51322,H&K MP5A3,PEM8749H805ZKXV4C,bron
51323,51323,Sako TRG-21,5JZE53BK6ZKWYR578,bron
51324,51324,Toyota Corolla,ESVBSW289PWSVB3GP,pojazd
51325,51325,Volkswagen Transporter,5ZM5JNB72L2DL0S71,pojazd
51326,51326,Latarka taktyczna,G0M3WCUR4DYG3X5UC,inne
51327,51327,Volkswagen Crafter,0NHMZCVM3S8CCXE0P,pojazd
51328,51328,Radiostacja nasobna,1HSUVPNX6LTZWMSPU,srodki_lacznosci
51329,51329,BMW serii 3,FMF9AV48X1WMGVC4V,pojazd
51330,51330,Terminal Bluebird,MPSWPNHA7D3KFNRXU,srodki_lacznosci
51331,51331,Glock 17,46B1KZBU66S9DWKZ5,bron
51332,51332,BMW serii 3,3VXPPP025MMJWWWF1,pojazd
51333,51333,Radiostacja nasobna,W6LTTD3B1LEHVAGSN,srodki_lacznosci
51334,51334,Beretta APX,B83CM6S40PDBYFWGG,bron
51335,51335,Hyundai Tucson,FE06GWG175RGRAB27,pojazd
51336,51336,Terminal Bluebird,RRJ8ADPF9U16P16RY,srodki_lacznosci
51337,51337,BMW serii 3,NC2F2XNG1ND5TK8K9,pojazd
51338,51338,Hyundai Tucson,U2B94X79XJNN04EUK,pojazd
51339,51339,Sako TRG-21,U14P4L61XT91D4BZV,bron
51340,51340,Tonfa,Y7EN46018RH1HUXET,bron
51341,51341,Volkswagen Transporter,8WEXD5MJ2U3TMVK43,pojazd
51342,51342,Skoda Superb,LLCEM2YF929BRKH2A,pojazd
