Unnamed: 0,ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
4887,4887,Komisariat 4888,"ulica Kolonia 319
81-327 Brodnica",8
4888,4888,Komisariat 4889,"ulica Przemysłowa 52/96
76-999 Lubliniec",9
4889,4889,Komisariat 4890,"ul. Zaułek 400
16-459 Nowa Sól",10
4890,4890,Komisariat 4891,"ulica Działkowa 80
73-072 Brzeg",8
4891,4891,Komisariat 4892,"ul. Mickiewicza 56/06
08-778 Mysłowice",8
4892,4892,Komisariat 4893,"pl. Chmielna 61/34
01-645 Świebodzice",9
4893,4893,Komisariat 4894,"plac Fiołkowa 03
83-461 Gorlice",14
4894,4894,Komisariat 4895,"plac Kamienna 674
36-350 Września",7
4895,4895,Komisariat 4896,"plac Spacerowa 71
84-583 Elbląg",13
4896,4896,Komisariat 4897,"ulica Zakątek 35/53
09-157 Brodnica",7
4897,4897,Komisariat 4898,"plac Cicha 005
06-159 Szczytno",9
4898,4898,Komisariat 4899,"ul. Wesoła 34
55-814 Lębork",16
4899,4899,Komisariat 4900,"ul. Wiązowa 27
50-693 Nowy Targ",13
4900,4900,Komisariat 4901,"plac Turystyczna 98
09-297 Marki",16
4901,4901,Komisariat 4902,"al. Mała 29/37
99-033 Jasło",12
4902,4902,Komisariat 4903,"plac Mała 91/60
34-214 Kędzierzyn-Koźle",14
4903,4903,Komisariat 4904,"ul. Rubinowa 758
83-746 Bielsk Podlaski",9
4904,4904,Komisariat 4905,"ulica Rynek 67
42-178 Wołomin",6
4905,4905,Komisariat 4906,"pl. Pszenna 50
51-846 Dąbrowa Górnicza",8
4906,4906,Komisariat 4907,"pl. Sienkiewicza 46
96-296 Wągrowiec",10
4907,4907,Komisariat 4908,"al. Księżycowa 19/55
86-921 Tychy",12
4908,4908,Komisariat 4909,"aleja Zakole 73/17
71-824 Ełk",7
4909,4909,Komisariat 4910,"ulica Traugutta 44/94
90-528 Łowicz",10
4910,4910,Komisariat 4911,"pl. Wiatraczna 96/78
16-323 Łowicz",9
4911,4911,Komisariat 4912,"al. Złota 66
07-913 Jasło",6
4912,4912,Komisariat 4913,"pl. Borowa 33/93
24-758 Bielsk Podlaski",6
4913,4913,Komisariat 4914,"pl. Jeziorna 15/56
76-961 Piekary Śląskie",5
4914,4914,Komisariat 4915,"al. Środkowa 35
36-515 Olsztyn",14
4915,4915,Komisariat 4916,"pl. Szkolna 24/37
81-410 Mława",13
4916,4916,Komisariat 4917,"ulica Sienkiewicza 74/71
19-082 Piotrków Trybunalski",15
4917,4917,Komisariat 4918,"plac Spokojna 32
81-557 Białystok",7
4918,4918,Komisariat 4919,"ul. Przemysłowa 269
90-526 Nowa Sól",3
4919,4919,Komisariat 4920,"ulica Wiosenna 63
65-995 Łaziska Górne",13
4920,4920,Komisariat 4921,"aleja Konarskiego 891
87-167 Tomaszów Mazowiecki",8
4921,4921,Komisariat 4922,"ulica Orzechowa 54
85-493 Bytom",12
4922,4922,Komisariat 4923,"al. Makuszyńskiego 26
17-121 Sosnowiec",13
4923,4923,Komisariat 4924,"plac Partyzantów 44/80
62-874 Opole",11
4924,4924,Komisariat 4925,"ul. Stolarska 62
39-920 Środa Wielkopolska",18
4925,4925,Komisariat 4926,"plac Starowiejska 43/74
55-489 Koszalin",10
4926,4926,Komisariat 4927,"al. Górna 69/19
16-737 Głogów",8
4927,4927,Komisariat 4928,"plac Kielecka 183
92-901 Środa Wielkopolska",13
4928,4928,Komisariat 4929,"pl. Modrzewiowa 13/92
39-864 Łódź",12
4929,4929,Komisariat 4930,"aleja Borówkowa 07/56
76-847 Piła",11
4930,4930,Komisariat 4931,"plac Sarnia 86/03
23-266 Ruda Śląska",6
4931,4931,Komisariat 4932,"al. Floriana 761
97-994 Słupsk",8
4932,4932,Komisariat 4933,"al. Diamentowa 28/99
29-689 Kłodzko",10
4933,4933,Komisariat 4934,"al. Spokojna 72
92-696 Augustów",12
4934,4934,Komisariat 4935,"plac Spółdzielcza 73
78-601 Sieradz",9
4935,4935,Komisariat 4936,"al. Zwycięstwa 50
97-155 Augustów",10
4936,4936,Komisariat 4937,"al. Częstochowska 136
65-202 Częstochowa",13
4937,4937,Komisariat 4938,"ul. Leszczynowa 783
79-816 Turek",10
4938,4938,Komisariat 4939,"pl. Władysława Jagiełły 15
68-281 Pruszcz Gdański",13
4939,4939,Komisariat 4940,"al. Łąkowa 99
23-582 Marki",11
4940,4940,Komisariat 4941,"al. Mieszka I 373
68-029 Gniezno",7
4941,4941,Komisariat 4942,"aleja Krańcowa 726
18-157 Szczecin",6
4942,4942,Komisariat 4943,"aleja Poziomkowa 48/31
61-824 Tychy",8
4943,4943,Komisariat 4944,"ulica Ceglana 48/96
59-614 Gdańsk",6
4944,4944,Komisariat 4945,"aleja Wypoczynkowa 97/84
49-141 Biłgoraj",14
4945,4945,Komisariat 4946,"al. Podgórna 974
17-197 Łuków",10
4946,4946,Komisariat 4947,"al. Szczęśliwa 04
88-071 Piekary Śląskie",9
4947,4947,Komisariat 4948,"ul. Kaliska 046
33-868 Ciechanów",11
4948,4948,Komisariat 4949,"aleja Floriana 54
78-446 Sochaczew",11
4949,4949,Komisariat 4950,"al. Wiśniowa 05/76
60-269 Radomsko",14
4950,4950,Komisariat 4951,"al. Lelewela 25
98-781 Ruda Śląska",16
4951,4951,Komisariat 4952,"ulica Rajska 88/59
82-503 Mława",6
4952,4952,Komisariat 4953,"ul. Urocza 927
66-066 Jarosław",7
4953,4953,Komisariat 4954,"pl. Mostowa 683
25-679 Zabrze",6
4954,4954,Komisariat 4955,"pl. Jesienna 04
15-151 Koło",11
4955,4955,Komisariat 4956,"aleja Kolejowa 681
12-207 Biłgoraj",6
4956,4956,Komisariat 4957,"plac Narutowicza 35/92
86-602 Wodzisław Śląski",10
4957,4957,Komisariat 4958,"ulica Gdańska 786
12-076 Polkowice",8
4958,4958,Komisariat 4959,"aleja Maczka 848
84-879 Sopot",7
4959,4959,Komisariat 4960,"pl. Zacisze 70
95-659 Poznań",8
4960,4960,Komisariat 4961,"aleja Sienkiewicza 67/34
41-141 Ostrołęka",5
4961,4961,Komisariat 4962,"pl. Starowiejska 582
18-568 Świnoujście",8
4962,4962,Komisariat 4963,"pl. Przemysłowa 308
72-393 Pruszcz Gdański",9
4963,4963,Komisariat 4964,"ul. Widok 42/23
09-710 Łowicz",11
4964,4964,Komisariat 4965,"plac Ludowa 82
51-987 Ciechanów",11
4965,4965,Komisariat 4966,"ulica Tysiąclecia 081
75-738 Nowy Dwór Mazowiecki",10
4966,4966,Komisariat 4967,"al. Wysoka 906
36-085 Łomża",8
4967,4967,Komisariat 4968,"aleja Wyzwolenia 09/10
15-856 Wodzisław Śląski",5
4968,4968,Komisariat 4969,"ul. Polna 43/52
45-787 Żagań",10
4969,4969,Komisariat 4970,"aleja Floriana 23
88-253 Rumia",8
4970,4970,Komisariat 4971,"al. Polna 52/42
97-849 Kalisz",10
4971,4971,Komisariat 4972,"aleja Łączna 51
95-630 Tychy",11
4972,4972,Komisariat 4973,"al. Lazurowa 32
31-969 Gorzów Wielkopolski",8
4973,4973,Komisariat 4974,"pl. Jodłowa 250
91-437 Świdnik",11
4974,4974,Komisariat 4975,"al. Morska 012
55-508 Nowa Ruda",9
4975,4975,Komisariat 4976,"al. Krzywa 338
02-943 Iława",4
4976,4976,Komisariat 4977,"ul. Średnia 861
96-549 Szczytno",10
4977,4977,Komisariat 4978,"pl. Liliowa 00/51
84-123 Pruszcz Gdański",16
4978,4978,Komisariat 4979,"aleja Lazurowa 34
58-376 Piła",11
4979,4979,Komisariat 4980,"ulica Strażacka 65/84
76-143 Ostróda",8
4980,4980,Komisariat 4981,"ul. Koralowa 32
33-483 Rzeszów",8
4981,4981,Komisariat 4982,"al. Skrajna 76/69
66-648 Mińsk Mazowiecki",10
4982,4982,Komisariat 4983,"plac Bolesława Chrobrego 92/50
98-320 Wieluń",10
4983,4983,Komisariat 4984,"aleja Koralowa 55
66-034 Malbork",8
4984,4984,Komisariat 4985,"plac Sowia 91
39-305 Kościerzyna",11
4985,4985,Komisariat 4986,"ulica Starowiejska 704
71-203 Gorzów Wielkopolski",14
4986,4986,Komisariat 4987,"plac Swierkowa 13/72
78-382 Malbork",8
4987,4987,Komisariat 4988,"ulica Jesionowa 136
37-441 Starachowice",12
4988,4988,Komisariat 4989,"pl. Kolonia 187
49-795 Ruda Śląska",6
4989,4989,Komisariat 4990,"ulica Kościelna 94
61-355 Pruszków",12
4990,4990,Komisariat 4991,"ulica Lawendowa 312
32-835 Jasło",5
4991,4991,Komisariat 4992,"al. Skłodowskiej-Curie 608
03-701 Przemyśl",5
4992,4992,Komisariat 4993,"ul. Harcerska 66/53
11-341 Wieluń",11
4993,4993,Komisariat 4994,"aleja Mokra 27
29-876 Przemyśl",14
4994,4994,Komisariat 4995,"aleja Wodna 17/34
63-854 Czechowice-Dziedzice",15
4995,4995,Komisariat 4996,"aleja Makowa 94/39
61-619 Giżycko",7
4996,4996,Komisariat 4997,"plac Jałowcowa 089
43-242 Włocławek",15
4997,4997,Komisariat 4998,"ulica Boczna 018
88-010 Jaworzno",9
4998,4998,Komisariat 4999,"ulica Władysława Łokietka 14
52-743 Koszalin",9
4999,4999,Komisariat 5000,"aleja Lotnicza 95
27-775 Będzin",12
5000,5000,Komisariat 5001,"al. Zapolskiej 445
87-511 Bochnia",9
5001,5001,Komisariat 5002,"aleja Boczna 84
48-660 Jasło",10
5002,5002,Komisariat 5003,"al. Stycznia 99
64-069 Wałbrzych",18
5003,5003,Komisariat 5004,"pl. Spokojna 36
60-084 Gniezno",5
5004,5004,Komisariat 5005,"aleja Dworcowa 81/85
36-613 Jarosław",7
5005,5005,Komisariat 5006,"aleja Jana III Sobieskiego 311
40-980 Szczecinek",9
5006,5006,Komisariat 5007,"pl. Swierkowa 02
44-403 Września",3
5007,5007,Komisariat 5008,"ulica Cicha 410
30-058 Siemianowice Śląskie",9
5008,5008,Komisariat 5009,"ul. Strzelecka 839
74-582 Starogard Gdański",11
5009,5009,Komisariat 5010,"aleja Chmielna 19/16
24-668 Jarosław",3
5010,5010,Komisariat 5011,"aleja Zbożowa 43/02
49-133 Lębork",6
5011,5011,Komisariat 5012,"ulica Słowicza 66/72
03-238 Jarosław",15
5012,5012,Komisariat 5013,"aleja Agrestowa 128
85-139 Chełm",11
5013,5013,Komisariat 5014,"aleja Diamentowa 622
55-174 Giżycko",9
5014,5014,Komisariat 5015,"al. Przechodnia 70
09-800 Oleśnica",11
5015,5015,Komisariat 5016,"ulica Daszyńskiego 84
34-447 Piła",8
5016,5016,Komisariat 5017,"ul. Myśliwska 225
07-889 Łowicz",11
5017,5017,Komisariat 5018,"ul. Plażowa 746
36-882 Sandomierz",8
5018,5018,Komisariat 5019,"ul. Letniskowa 10/00
52-033 Zambrów",8
5019,5019,Komisariat 5020,"pl. Powstańców Wielkopolskich 305
87-629 Śrem",6
5020,5020,Komisariat 5021,"al. Kamienna 73
55-200 Kluczbork",8
5021,5021,Komisariat 5022,"aleja Jaworowa 347
05-699 Mielec",15
5022,5022,Komisariat 5023,"al. Mazurska 12
23-410 Kutno",13
5023,5023,Komisariat 5024,"aleja Zielona 624
23-267 Biłgoraj",9
5024,5024,Komisariat 5025,"plac Pszenna 12
39-736 Dąbrowa Górnicza",15
5025,5025,Komisariat 5026,"ulica Torowa 842
63-743 Turek",15
5026,5026,Komisariat 5027,"aleja Agrestowa 235
24-762 Tychy",12
5027,5027,Komisariat 5028,"pl. Jagiellońska 25/52
85-118 Sochaczew",10
5028,5028,Komisariat 5029,"ul. Słowianska 87/05
96-177 Mikołów",12
5029,5029,Komisariat 5030,"al. Kasprowicza 54
15-411 Mińsk Mazowiecki",11
5030,5030,Komisariat 5031,"plac Sadowa 243
77-015 Inowrocław",8
5031,5031,Komisariat 5032,"plac Graniczna 60
99-142 Radomsko",15
5032,5032,Komisariat 5033,"ulica Bolesława Chrobrego 773
57-856 Goleniów",10
5033,5033,Komisariat 5034,"al. Plażowa 84/09
43-056 Ostrów Wielkopolski",9
5034,5034,Komisariat 5035,"plac Bolesława Krzywoustego 06
19-829 Brodnica",11
5035,5035,Komisariat 5036,"pl. Środkowa 90/68
47-352 Turek",7
5036,5036,Komisariat 5037,"aleja Niecała 93/01
90-713 Wołomin",9
5037,5037,Komisariat 5038,"plac Kasprowicza 47
37-769 Żagań",6
5038,5038,Komisariat 5039,"plac Kolonia 15
41-646 Wyszków",9
5039,5039,Komisariat 5040,"plac Słowianska 00
52-255 Skarżysko-Kamienna",13
5040,5040,Komisariat 5041,"ul. Korfantego 38/53
35-015 Szczytno",11
5041,5041,Komisariat 5042,"plac Narcyzowa 156
16-519 Kluczbork",8
5042,5042,Komisariat 5043,"plac Rataja 16/29
61-326 Szczecin",12
5043,5043,Komisariat 5044,"ulica Błękitna 47/22
06-652 Bytom",13
5044,5044,Komisariat 5045,"pl. Wspólna 45/42
52-213 Wrocław",9
5045,5045,Komisariat 5046,"ulica Rubinowa 51/89
47-350 Lębork",11
5046,5046,Komisariat 5047,"ulica Złota 19/84
62-429 Zgierz",10
5047,5047,Komisariat 5048,"aleja Jarzębinowa 13
92-554 Jarocin",10
5048,5048,Komisariat 5049,"plac Bociania 825
79-611 Włocławek",6
5049,5049,Komisariat 5050,"plac Łabędzia 28
02-619 Bielsko-Biała",9
5050,5050,Komisariat 5051,"aleja Orzeszkowej 25
33-188 Ząbki",12
5051,5051,Komisariat 5052,"ul. Tartaczna 122
15-231 Świdnik",9
5052,5052,Komisariat 5053,"pl. Rolna 99/40
91-440 Zgorzelec",7
5053,5053,Komisariat 5054,"plac Perłowa 34
87-157 Kwidzyn",12
5054,5054,Komisariat 5055,"ulica Andersa 21/27
27-746 Legnica",13
5055,5055,Komisariat 5056,"ulica Lazurowa 62
52-361 Mińsk Mazowiecki",8
5056,5056,Komisariat 5057,"pl. Krasińskiego 22/95
49-227 Radomsko",12
5057,5057,Komisariat 5058,"ulica Kosynierów 700
68-495 Rzeszów",13
5058,5058,Komisariat 5059,"plac Złota 48
92-483 Suwałki",12
5059,5059,Komisariat 5060,"pl. Księżycowa 46/80
10-307 Koło",6
5060,5060,Komisariat 5061,"aleja Podwale 09
89-260 Dębica",11
5061,5061,Komisariat 5062,"ulica Polna 848
84-026 Leszno",9
5062,5062,Komisariat 5063,"plac Spacerowa 11/98
94-540 Grudziądz",9
5063,5063,Komisariat 5064,"ul. Letnia 74
50-739 Stargard Szczeciński",11
5064,5064,Komisariat 5065,"al. Strażacka 263
22-231 Kalisz",4
5065,5065,Komisariat 5066,"ulica Urocza 466
15-015 Legnica",10
5066,5066,Komisariat 5067,"ul. Księżycowa 92
22-598 Wągrowiec",8
5067,5067,Komisariat 5068,"plac Brzozowa 14/81
86-679 Będzin",7
5068,5068,Komisariat 5069,"pl. Fredry 96
32-767 Przemyśl",10
5069,5069,Komisariat 5070,"aleja Wodna 021
58-879 Szczecinek",14
5070,5070,Komisariat 5071,"ul. Jana Pawła II 287
19-563 Rybnik",11
5071,5071,Komisariat 5072,"aleja Głowackiego 12/75
73-829 Piotrków Trybunalski",13
5072,5072,Komisariat 5073,"plac Pałacowa 388
29-966 Racibórz",8
5073,5073,Komisariat 5074,"al. Wierzbowa 115
54-141 Bochnia",11
5074,5074,Komisariat 5075,"ulica Głowackiego 667
77-228 Rybnik",15
5075,5075,Komisariat 5076,"ul. Polna 26/57
82-452 Bydgoszcz",12
5076,5076,Komisariat 5077,"al. Szpitalna 92
71-558 Bartoszyce",15
5077,5077,Komisariat 5078,"al. Władysława Łokietka 715
63-116 Gdańsk",12
5078,5078,Komisariat 5079,"pl. Żurawia 45
22-168 Mielec",8
5079,5079,Komisariat 5080,"al. Staszica 38/81
90-894 Jelenia Góra",5
5080,5080,Komisariat 5081,"aleja Bydgoska 808
18-348 Opole",14
5081,5081,Komisariat 5082,"al. Waryńskiego 75
50-314 Puławy",4
5082,5082,Komisariat 5083,"aleja Daleka 038
09-140 Krosno",6
5083,5083,Komisariat 5084,"ulica Zakole 38/84
08-800 Pruszcz Gdański",14
5084,5084,Komisariat 5085,"aleja Krasińskiego 73/29
63-597 Nowa Sól",8
5085,5085,Komisariat 5086,"ul. Mieszka I 47
43-942 Rzeszów",10
5086,5086,Komisariat 5087,"pl. Kamienna 540
54-940 Kołobrzeg",6
5087,5087,Komisariat 5088,"ul. Głowackiego 28
77-731 Chełm",13
5088,5088,Komisariat 5089,"pl. Piękna 35/10
10-789 Zawiercie",9
5089,5089,Komisariat 5090,"pl. Grottgera 46/08
29-788 Tychy",10
5090,5090,Komisariat 5091,"al. Targowa 14
56-929 Bielawa",11
5091,5091,Komisariat 5092,"pl. Wschodnia 432
95-142 Racibórz",13
5092,5092,Komisariat 5093,"ul. Jesionowa 947
84-936 Chorzów",7
5093,5093,Komisariat 5094,"ulica Narutowicza 72
29-686 Jasło",8
5094,5094,Komisariat 5095,"ulica Grzybowa 04
36-893 Krotoszyn",10
5095,5095,Komisariat 5096,"ulica Konopnickiej 30/60
96-552 Sandomierz",13
5096,5096,Komisariat 5097,"plac Plażowa 50/80
04-853 Rumia",11
5097,5097,Komisariat 5098,"aleja Dąbrowskiej 59/51
18-910 Zamość",9
5098,5098,Komisariat 5099,"ulica Dworska 136
01-936 Dzierżoniów",16
5099,5099,Komisariat 5100,"ul. Brzechwy 59
32-443 Krosno",6
5100,5100,Komisariat 5101,"ulica Południowa 11
50-722 Ostrowiec Świętokrzyski",11
5101,5101,Komisariat 5102,"al. Środkowa 819
76-555 Kędzierzyn-Koźle",6
5102,5102,Komisariat 5103,"ulica Gajowa 338
15-572 Żywiec",9
5103,5103,Komisariat 5104,"al. Turystyczna 77
69-236 Zgorzelec",13
5104,5104,Komisariat 5105,"al. Sybiraków 913
31-614 Ostróda",3
5105,5105,Komisariat 5106,"ul. Kwiatowa 77
75-810 Wałcz",12
5106,5106,Komisariat 5107,"ul. Widokowa 26
63-336 Suwałki",12
5107,5107,Komisariat 5108,"aleja Szewska 59
89-398 Siedlce",11
5108,5108,Komisariat 5109,"plac Podwale 357
52-036 Opole",10
5109,5109,Komisariat 5110,"plac Jaskółcza 679
29-257 Żywiec",13
5110,5110,Komisariat 5111,"ulica Środkowa 057
98-920 Stalowa Wola",14
5111,5111,Komisariat 5112,"ul. Kreta 912
50-092 Rybnik",9
5112,5112,Komisariat 5113,"plac Pocztowa 03
42-359 Wejherowo",11
5113,5113,Komisariat 5114,"aleja Kolonia 59
62-642 Pruszcz Gdański",11
5114,5114,Komisariat 5115,"al. Piwna 01
25-806 Kościan",9
5115,5115,Komisariat 5116,"ul. Baczynskiego 97
52-312 Bolesławiec",5
5116,5116,Komisariat 5117,"pl. Strzelecka 929
98-492 Kołobrzeg",7
5117,5117,Komisariat 5118,"al. Zielona 36/96
05-667 Nowa Sól",3
5118,5118,Komisariat 5119,"ulica Sawickiej 971
80-159 Turek",12
5119,5119,Komisariat 5120,"pl. Cisowa 24
97-126 Jastrzębie-Zdrój",13
5120,5120,Komisariat 5121,"pl. Zachodnia 03/93
65-051 Nowy Dwór Mazowiecki",7
5121,5121,Komisariat 5122,"ul. Wiślana 25/46
59-653 Warszawa",12
5122,5122,Komisariat 5123,"al. Paderewskiego 871
63-045 Świdnica",8
5123,5123,Komisariat 5124,"pl. Konwaliowa 86/00
65-102 Brzeg",8
5124,5124,Komisariat 5125,"ul. Willowa 06/87
17-542 Białogard",7
5125,5125,Komisariat 5126,"plac Akacjowa 39
89-268 Giżycko",10
5126,5126,Komisariat 5127,"al. Asnyka 79
37-547 Radomsko",9
5127,5127,Komisariat 5128,"ulica Chmielna 98/22
66-900 Police",12
5128,5128,Komisariat 5129,"ulica Górna 84
29-189 Wołomin",10
5129,5129,Komisariat 5130,"ul. Miarki 197
26-096 Żary",13
5130,5130,Komisariat 5131,"al. Żytnia 20
74-110 Koło",13
5131,5131,Komisariat 5132,"ul. Wspólna 61
89-606 Chrzanów",5
5132,5132,Komisariat 5133,"ulica Jagiellońska 43/33
46-651 Rybnik",14
5133,5133,Komisariat 5134,"aleja Nadrzeczna 01
87-252 Suwałki",9
5134,5134,Komisariat 5135,"ul. Wojska Polskiego 845
76-782 Olkusz",12
5135,5135,Komisariat 5136,"al. Wypoczynkowa 80
62-122 Kalisz",11
5136,5136,Komisariat 5137,"pl. Jastrzębia 18
67-080 Zakopane",8
5137,5137,Komisariat 5138,"aleja Stolarska 701
31-385 Tarnowskie Góry",7
5138,5138,Komisariat 5139,"pl. Bolesława Krzywoustego 421
86-981 Żary",11
5139,5139,Komisariat 5140,"al. Wschodnia 13/32
17-671 Świętochłowice",8
5140,5140,Komisariat 5141,"al. Kolejowa 591
98-190 Wrocław",9
5141,5141,Komisariat 5142,"aleja Północna 04
37-622 Wrocław",11
5142,5142,Komisariat 5143,"plac Średnia 31
35-006 Zawiercie",11
5143,5143,Komisariat 5144,"plac Lotnicza 92
23-018 Dzierżoniów",7
5144,5144,Komisariat 5145,"al. Widok 89
12-827 Żary",15
5145,5145,Komisariat 5146,"pl. Dobra 37/25
09-339 Zawiercie",13
5146,5146,Komisariat 5147,"pl. Słowicza 75
05-050 Police",19
5147,5147,Komisariat 5148,"aleja Szeroka 52/96
73-691 Płock",11
5148,5148,Komisariat 5149,"aleja Młyńska 458
36-994 Zambrów",10
5149,5149,Komisariat 5150,"plac Łąkowa 73
84-132 Legionowo",15
5150,5150,Komisariat 5151,"al. Lazurowa 20
62-204 Czeladź",8
5151,5151,Komisariat 5152,"al. Nowa 84
78-768 Gniezno",12
5152,5152,Komisariat 5153,"plac Grabowa 214
02-269 Sopot",9
5153,5153,Komisariat 5154,"ulica Słoneczna 17
26-849 Świdnik",8
5154,5154,Komisariat 5155,"aleja Paderewskiego 98
38-675 Krosno",11
5155,5155,Komisariat 5156,"ulica Świerczewskiego 36
58-373 Racibórz",9
5156,5156,Komisariat 5157,"ul. Morcinka 88/98
77-695 Kalisz",18
5157,5157,Komisariat 5158,"plac Krótka 899
78-500 Ełk",6
5158,5158,Komisariat 5159,"al. Wiśniowa 30/64
58-177 Luboń",8
5159,5159,Komisariat 5160,"ul. Kruczkowskiego 63
01-303 Kościan",8
5160,5160,Komisariat 5161,"aleja Rejtana 58/51
14-009 Wejherowo",9
5161,5161,Komisariat 5162,"ul. Szeroka 92/27
71-281 Żary",20
5162,5162,Komisariat 5163,"plac Poznańska 31/40
68-958 Krotoszyn",16
5163,5163,Komisariat 5164,"al. Matejki 40/41
78-278 Przemyśl",14
5164,5164,Komisariat 5165,"pl. Krzywa 77
16-604 Mikołów",10
5165,5165,Komisariat 5166,"al. Lotnicza 094
38-688 Lubartów",10
5166,5166,Komisariat 5167,"al. Szczęśliwa 676
25-642 Gdańsk",8
5167,5167,Komisariat 5168,"aleja Mazowiecka 820
11-632 Radomsko",11
5168,5168,Komisariat 5169,"aleja Głowackiego 89/11
96-336 Ostrów Wielkopolski",16
5169,5169,Komisariat 5170,"plac Drzymały 01
78-369 Piotrków Trybunalski",7
5170,5170,Komisariat 5171,"plac Rolna 220
07-603 Chorzów",5
5171,5171,Komisariat 5172,"pl. Górnicza 42/07
27-599 Koło",6
5172,5172,Komisariat 5173,"al. Żwirki i Wigury 16/73
78-480 Września",10
5173,5173,Komisariat 5174,"ul. Podwale 67/48
98-717 Siemianowice Śląskie",6
5174,5174,Komisariat 5175,"plac Żytnia 51/25
51-909 Mława",6
5175,5175,Komisariat 5176,"ul. Kosynierów 691
82-444 Środa Wielkopolska",12
5176,5176,Komisariat 5177,"ulica Dobra 258
38-605 Sandomierz",12
5177,5177,Komisariat 5178,"pl. Lawendowa 00/89
16-635 Poznań",13
5178,5178,Komisariat 5179,"al. Prusa 622
20-259 Lubin",5
5179,5179,Komisariat 5180,"al. Grottgera 716
97-084 Sanok",11
5180,5180,Komisariat 5181,"al. Widok 91
19-196 Ruda Śląska",8
5181,5181,Komisariat 5182,"al. Przemysłowa 71/92
18-059 Tczew",5
5182,5182,Komisariat 5183,"aleja Nałkowskiej 38
32-627 Przemyśl",10
5183,5183,Komisariat 5184,"aleja Harcerska 75
11-133 Sanok",15
5184,5184,Komisariat 5185,"ulica Jaworowa 30/26
03-569 Knurów",18
5185,5185,Komisariat 5186,"pl. Brzozowa 03
23-040 Luboń",8
5186,5186,Komisariat 5187,"al. Konopnickiej 12/37
46-068 Pabianice",18
5187,5187,Komisariat 5188,"plac Źródlana 96/12
73-681 Malbork",13
5188,5188,Komisariat 5189,"pl. Głowackiego 950
73-122 Żywiec",8
5189,5189,Komisariat 5190,"ul. Grunwaldzka 109
38-648 Częstochowa",7
5190,5190,Komisariat 5191,"ulica Cegielniana 88/57
10-026 Żyrardów",12
5191,5191,Komisariat 5192,"plac Powstańców 922
12-347 Grudziądz",8
5192,5192,Komisariat 5193,"ulica Fabryczna 33/42
58-706 Lubliniec",6
5193,5193,Komisariat 5194,"aleja Dworska 35
21-832 Świecie",14
5194,5194,Komisariat 5195,"plac Rolnicza 66
92-753 Wołomin",13
5195,5195,Komisariat 5196,"al. Zakątek 93/66
60-787 Jarosław",11
5196,5196,Komisariat 5197,"ul. Kościelna 75
58-348 Świebodzice",7
5197,5197,Komisariat 5198,"pl. Moniuszki 478
47-987 Czerwionka-Leszczyny",12
5198,5198,Komisariat 5199,"ul. Jesionowa 75
13-532 Ząbki",11
5199,5199,Komisariat 5200,"plac Piekarska 98
37-960 Koło",9
5200,5200,Komisariat 5201,"al. Jaśminowa 94
30-917 Bytom",10
5201,5201,Komisariat 5202,"ulica Batalionów Chłopskich 15/57
19-863 Będzin",13
5202,5202,Komisariat 5203,"plac Czereśniowa 181
86-763 Koło",7
5203,5203,Komisariat 5204,"al. Glówna 271
70-110 Sosnowiec",9
5204,5204,Komisariat 5205,"ul. Zaciszna 972
28-418 Tarnów",7
5205,5205,Komisariat 5206,"pl. Reja 55
44-831 Świebodzice",9
5206,5206,Komisariat 5207,"aleja Osiedlowa 89/36
48-248 Chrzanów",9
5207,5207,Komisariat 5208,"plac Towarowa 387
42-788 Zabrze",7
5208,5208,Komisariat 5209,"al. Starowiejska 261
51-219 Mysłowice",12
5209,5209,Komisariat 5210,"ulica Czereśniowa 85/31
26-943 Radom",9
5210,5210,Komisariat 5211,"plac Bydgoska 38/14
78-506 Świebodzice",10
5211,5211,Komisariat 5212,"pl. Szarych Szeregów 672
75-953 Rybnik",6
5212,5212,Komisariat 5213,"ul. Prosta 13
03-575 Białystok",11
5213,5213,Komisariat 5214,"aleja Cmentarna 87/56
02-095 Żory",10
5214,5214,Komisariat 5215,"pl. Solidarnosci 58/98
77-351 Rybnik",7
5215,5215,Komisariat 5216,"ul. Klasztorna 19/13
91-353 Żary",9
5216,5216,Komisariat 5217,"ul. Głowackiego 50/94
01-561 Kielce",10
5217,5217,Komisariat 5218,"pl. Harcerska 97/76
78-533 Czerwionka-Leszczyny",14
5218,5218,Komisariat 5219,"ul. Jeżynowa 751
74-277 Jawor",13
5219,5219,Komisariat 5220,"al. Okrzei 64
17-713 Kłodzko",12
5220,5220,Komisariat 5221,"ul. Wiejska 36/63
32-266 Kościerzyna",15
5221,5221,Komisariat 5222,"pl. Cegielniana 65
32-737 Tarnów",14
5222,5222,Komisariat 5223,"plac Konopnickiej 237
61-279 Ciechanów",12
5223,5223,Komisariat 5224,"ulica Staszica 12/39
23-227 Gliwice",12
5224,5224,Komisariat 5225,"ul. Zielna 00/97
23-666 Rzeszów",11
5225,5225,Komisariat 5226,"ulica Południowa 47/86
81-118 Tarnowskie Góry",4
5226,5226,Komisariat 5227,"al. Hutnicza 798
60-353 Tarnów",7
5227,5227,Komisariat 5228,"ulica Wróblewskiego 94/65
17-608 Skawina",9
5228,5228,Komisariat 5229,"ul. Skrajna 06
49-161 Mielec",16
