ID,Nazwa,Numer_seryjny,Rodzaj
23166,Urzadzenie do detekcji narkotykow AlereTM DDS 2,HT7SSNEZ91XHCPNPZ,inne
23167,Volkswagen Crafter,7HDZUL4T1BBLN4CPB,pojazd
23168,Volkswagen Crafter,H160GBJE6HGWBTYXX,pojazd
23169,Radiostacja nasobna,CAEE9ZS03Z3HZDLVT,srodki_lacznosci
23170,Volkswagen Transporter,V9MSV96B935BR5F42,pojazd
23171,Terminal Bluebird,VPGN1FNV787H41BY4,srodki_lacznosci
23172,Toyota Corolla,S41HRB615753NKWCC,pojazd
23173,Apteczka taktyczna,YK2HWZ2R4MU1T9MTC,inne
23174,Radiostacja nasobna,2RUAEY6N7F3369SGA,srodki_lacznosci
23175,Apteczka taktyczna,EBJEVXDY6NTCNZHTK,inne
23176,Glock 19,EUJY2TVC062SL1R4B,bron
23177,Terminal Bluebird,VM648PUN7BSHPSJ28,srodki_lacznosci
23178,Urzadzenie do detekcji narkotykow AlereTM DDS 2,R4PR2DKVXCPWB7ZLH,inne
23179,HK UMP,ZUWXE74M6N1C9JTHT,bron
23180,Terminal Bluebird,S3AZ8FSN0TJ8HFJHZ,srodki_lacznosci
23181,Urzadzenie do detekcji narkotykow AlereTM DDS 2,YGCWZEZC93N51R10V,inne
23182,H&K G36,5K3MCCSY1M1RVLFUF,bron
23183,Glock 26,ESDZTJ14XP7K00CDX,bron
23184,Radiostacja nasobna,3CFXNB0Y1EY0ECXXY,srodki_lacznosci
23185,Radiostacja nasobna,2G12WPFD5G6DDHNAU,srodki_lacznosci
23186,Glauberyt PM-98,0Z0350W547D52EUKR,bron
23187,Opel Crossland X,6BKDN3RY9KLGDPJVS,pojazd
23188,Kamizelka kuloodporna,GLPP6PVS27L2M2PH2,inne
23189,Kamizelka kuloodporna,H18MHP2TX6FL0FEZJ,inne
23190,Terminal Bluebird,6YRP0BSS53YV966G0,srodki_lacznosci
23191,Alkomat AlcoQuant 6020,C7WNL6GN5WPPPG8A6,inne
23192,H&K G36,FVPVJ38061C2A0ZGP,bron
23193,H&K MP5A3,2WURAXZ4X8883104J,bron
23194,Alkomat AlcoQuant 6020,FK63M8VW1ZLBCCD1P,inne
23195,Volkswagen Crafter,N9WFFDXL5GLV8HYU4,pojazd
23196,Beretta APX,VPWK3WLX0ACEUE18V,bron
23197,Alkomat AlcoQuant 6020,6AP7ZECU6USRD37MF,inne
23198,Terminal Bluebird,8DP5RR2L9PJEVRRZB,srodki_lacznosci
23199,Toyota Corolla,VXC9U9A46FZ9YMNAT,pojazd
23200,Kajdanki,18P27RXZ3C2NZ11XC,inne
23201,Terminal Bluebird,HGT0FY3C38NCRRYC5,srodki_lacznosci
23202,Volkswagen Transporter,3TFREFL17RH45VNYC,pojazd
23203,Radiostacja nasobna,30V3RBLE5BGK1TAKH,srodki_lacznosci
23204,Radiostacja nasobna,9ZCAWZLE7ZP9ZANZ4,srodki_lacznosci
23205,Glauberyt PM-98,H0N9F9JK0RCDCR5LG,bron
23206,Terminal Bluebird,2G8XUZ85982TGB3HC,srodki_lacznosci
23207,Terminal Bluebird,R4YZM7LR9K9SZ4UAP,srodki_lacznosci
23208,Kamizelka kuloodporna,6SWK33Z290XPGRHGK,inne
23209,Urzadzenie do detekcji narkotykow AlereTM DDS 2,P9DF430R6HHN4M4T3,inne
23210,Terminal Bluebird,YAEP875X7CKT6M0SD,srodki_lacznosci
23211,Kia Ceed III,U37TC49E2UM3TCB45,pojazd
23212,Skoda Superb,T559VNGG1R2A2E1B2,pojazd
23213,Apteczka taktyczna,KBFZPYAW65R8E1435,inne
23214,Kia Ceed III,UCGUJNHW2M9KZ76JY,pojazd
23215,Glock 17,6GWPZ36D4DE9EZ61B,bron
23216,Radiostacja nasobna,0FL0959W4ETF9PFMD,srodki_lacznosci
23217,Volkswagen Transporter,VS8F0T7S35Y1UHTZH,pojazd
23218,Alkomat AlcoQuant 6020,XFKXNK41X780G9GRG,inne
23219,Terminal Bluebird,FZWRS2K21U9SCKAGX,srodki_lacznosci
23220,HK UMP,PGN2JCZ68N54XSEXC,bron
23221,Radiostacja nasobna,5FJEEFMT41BV45W3P,srodki_lacznosci
23222,Kajdanki,W039PXXS9GXFK9TS4,inne
23223,H&K G36,J70744X9319D7F9LB,bron
23224,Glock 19,1FY227JJ6LNGLKU0H,bron
23225,Glock 26,CUK12VCR2WPMVKLEH,bron
23226,Opel Crossland X,K64AZSHN8XA504535,pojazd
23227,Alkomat AlcoQuant 6020,M7B5LG4E3T9UTDK1G,inne
23228,Kamizelka kuloodporna,ZSMJAANX8RC5CTRPY,inne
23229,Latarka taktyczna,HXEKZXWX1C294FSPK,inne
23230,Skoda Superb,S3HUW3AB8J9MWC8UZ,pojazd
23231,Kamizelka kuloodporna,XE3SYSU8XLPHR5PLH,inne
23232,Glock 26,MZFZF6FH3D538STFP,bron
23233,Kia Ceed III,NRTMPZYB5GREH9D5Z,pojazd
23234,Radiostacja nasobna,JZG4N8266NMFH90ZV,srodki_lacznosci
23235,Volkswagen Transporter,P0H9FVJ14FBG07UNS,pojazd
23236,Kamizelka kuloodporna,7CNV8E1R9SG1AWPWS,inne
23237,Urzadzenie do detekcji narkotykow AlereTM DDS 2,9LEYGNCK2MU378SZB,inne
23238,Toyota Corolla,L7BAC9G5XP4NV21VA,pojazd
23239,Terminal Bluebird,S98MBSBJ4C0LLF8U4,srodki_lacznosci
23240,HK UMP,ACVDU3ZP7C4G7ZBHL,bron
23241,Urzadzenie do detekcji narkotykow AlereTM DDS 2,UWYAPP3HXXEV33MR9,inne
23242,Apteczka taktyczna,AEY41NND47HFF6B1Z,inne
23243,Kamizelka kuloodporna,A7B0TZYU0V0UM50MV,inne
23244,Glock 26,T77J5ZNC8AB2KSFT2,bron
23245,Alkomat AlcoQuant 6020,R71ZSBX81J1AGP9MF,inne
23246,Hyundai Tucson,LVU90YKY8YCF530A2,pojazd
23247,Radiostacja nasobna,FFRAP30E8YFDRAUB8,srodki_lacznosci
23248,BMW serii 3,39CL338C4FLETT8ZU,pojazd
23249,Beretta APX,ESAZVHBD279X99UE6,bron
23250,H&K G36,U5SSZTAY6MLG7622J,bron
23251,Kajdanki,W3VATB5P7BA3KC69E,inne
23252,Radiostacja nasobna,D31X2RZW8ZV0U1LT2,srodki_lacznosci
23253,Alkomat AlcoQuant 6020,BZCJ79C58LL2WT5UN,inne
23254,Terminal Bluebird,RXBZB5NG574Z9L2FN,srodki_lacznosci
23255,Terminal Bluebird,6CHEG2YY8UG3NNFFN,srodki_lacznosci
23256,Kajdanki,CUF62TMC80KZ856NR,inne
23257,HK UMP,NMKLTFHS5FKBKB3V4,bron
23258,Terminal Bluebird,9JMEUAGR1PKPHXEY6,srodki_lacznosci
23259,HK UMP,NK26T3W6XCGEU553E,bron
23260,Urzadzenie do detekcji narkotykow AlereTM DDS 2,8CGKN31C81F6RCKV2,inne
23261,Glauberyt PM-98,Y9TU13ZA2G56EYMYX,bron
23262,H&K MP5A3,FEVVCPX7XEGFYPDCV,bron
23263,Urzadzenie do detekcji narkotykow AlereTM DDS 2,MCMNLHBC7HJUHY0S9,inne
23264,Glock 26,KPM8XDRC7GL4PCRL1,bron
23265,Kajdanki,XNAH3T9CXBMUUKZAY,inne
23266,Terminal Bluebird,AW4KKM574X1A2SRBU,srodki_lacznosci
23267,Volkswagen Transporter,6NJFC6HL054LCCKXM,pojazd
23268,Glock 17,P9GPNKFY41J9ZFY4E,bron
23269,Apteczka taktyczna,EHFWKP3887C38AYAU,inne
23270,Toyota Corolla,LMHAZ7K492H0CJHN7,pojazd
23271,H&K G36,NJEK1E949N20PZFUJ,bron
23272,Kamizelka kuloodporna,S5ZG83AG20TNTL805,inne
23273,Radiostacja nasobna,D27JJM0W0ZM3MEU20,srodki_lacznosci
23274,Radiostacja nasobna,R2F5ES2670EW3HXBP,srodki_lacznosci
23275,Kia Ceed III,1JLU5XJJ8WTJZSEJ8,pojazd
23276,Terminal Bluebird,R2UNF11M6JMNYE1E4,srodki_lacznosci
23277,HK UMP,VBKPJ8V184XTDHP5J,bron
23278,Terminal Bluebird,ZNCKKDD286NAM1ESE,srodki_lacznosci
23279,Kamizelka kuloodporna,H3BR9XKB5U1SW06CZ,inne
23280,Glock 26,HPVM4MFJ20LSHMZ6P,bron
23281,H&K MP5A3,2HAWJ64B8KD3180E2,bron
23282,Glock 17,YWBMF9CN2LS3GLM8P,bron
23283,Radiostacja nasobna,F2E8ZSAZ6K25VHW4Y,srodki_lacznosci
23284,H&K MP5A3,H0R6EMV60CSZYG63W,bron
23285,Hyundai Tucson,5WVH24GE0ATM8CLXX,pojazd
23286,Terminal Bluebird,PWGAUA541V8BLJZU0,srodki_lacznosci
23287,Opel Crossland X,JVJ6ANDV96H9HD11S,pojazd
23288,Alkomat AlcoQuant 6020,892SKG35X3CH8XTV5,inne
23289,Beretta APX,LDX2J7DE23L2JD3C0,bron
23290,Terminal Bluebird,1ZCG0NVB6ZAR9D05X,srodki_lacznosci
23291,Tonfa,DMFYL0PZ8E7ZTF888,bron
23292,Terminal Bluebird,YCV94XVR43RX1FDCK,srodki_lacznosci
23293,Latarka taktyczna,GK1D9ZK30V1R6J0BR,inne
23294,Hyundai Tucson,EPP5FR7W450BJSZ5K,pojazd
23295,Kajdanki,GR9YLLAB9EJMBMKS0,inne
23296,Volkswagen Transporter,6BH1DCXX4PW0UUWV2,pojazd
23297,Beretta APX,3ZAK214PXBAXLUPP4,bron
23298,Glock 19,49LNW0LZ5F0TGUA15,bron
23299,Radiostacja nasobna,L41CY03B7DDEAE3NW,srodki_lacznosci
23300,Skoda Superb,E017439F2K0HGEZC3,pojazd
23301,Radiostacja nasobna,B3V7EN0M4SS099L9R,srodki_lacznosci
23302,H&K MP5A3,MJBBVV7N3CX4CPYR8,bron
23303,Terminal Bluebird,BCTVLCR12HAKZ404W,srodki_lacznosci
23304,Glock 26,SCG72C1E5F3CUUDH1,bron
23305,BMW serii 3,95DSNA8Z95TXMUG7W,pojazd
23306,H&K MP5A3,WPHDMJSD15E4SD5YA,bron
23307,Skoda Superb,7EXB629B2NVADTPP9,pojazd
23308,Radiostacja nasobna,9FTSMMJ63R4WMMKRV,srodki_lacznosci
23309,Alkomat AlcoQuant 6020,N6ALBJ4G4T38DD3ST,inne
23310,Volkswagen Transporter,UH86G8S72NDWLLXM1,pojazd
23311,Skoda Superb,3LRBT7HU4241WS7J1,pojazd
23312,Radiostacja nasobna,EB696WV3X82Y9926D,srodki_lacznosci
23313,Urzadzenie do detekcji narkotykow AlereTM DDS 2,AN26B7HL2UNMF4TER,inne
23314,Urzadzenie do detekcji narkotykow AlereTM DDS 2,K7S040X35ZCAJ1XL8,inne
23315,Kajdanki,BWWMDEX354XDJ8Z2K,inne
23316,Urzadzenie do detekcji narkotykow AlereTM DDS 2,T434693X4MRLRLEVY,inne
23317,BMW serii 3,R4DTT35V83FTVRVMX,pojazd
23318,Terminal Bluebird,022A1P0507CR8GCNM,srodki_lacznosci
23319,H&K MP5A3,F97TBVZE05AUHP4TX,bron
23320,Glauberyt PM-98,RV7F5Y6Z47B66VMDU,bron
23321,H&K G36,W1G2N9RA12AZWCEL1,bron
23322,Terminal Bluebird,UT5UYT650E2MJCCSR,srodki_lacznosci
23323,Urzadzenie do detekcji narkotykow AlereTM DDS 2,6TRMT16N55M65HPZG,inne
23324,Radiostacja nasobna,72Z0CYHE5KUW58TZZ,srodki_lacznosci
23325,BMW serii 3,SC6BS7RY8ESN7YLWM,pojazd
23326,Tonfa,1L27KTS22V7W1KH6C,bron
23327,H&K G36,1NU26N1W87H966UR2,bron
23328,BMW serii 3,K46T0VGP6A9NPVJEC,pojazd
23329,Kajdanki,22LN56GF3Z1FH02HG,inne
23330,Volkswagen Transporter,GDTM3D3M4NW8EFLVH,pojazd
23331,Volkswagen Crafter,YEFTRT1E29A0404ZT,pojazd
23332,Terminal Bluebird,H1SX1V9L2975A198X,srodki_lacznosci
23333,Alkomat AlcoQuant 6020,44S8L8FE4WVZNM8CM,inne
23334,Glauberyt PM-98,VHC3SU2G0FYNK04MA,bron
23335,Terminal Bluebird,YEPEX33H1ML25ACEY,srodki_lacznosci
23336,Glock 19,LYUTZ31V4CF54PDWP,bron
23337,Hyundai Tucson,YD4WY2663FN0B6UY0,pojazd
23338,Skoda Superb,75GPDMND8L0NTKJRS,pojazd
23339,Radiostacja nasobna,N0JA8C0H8C5N3H969,srodki_lacznosci
23340,Radiostacja nasobna,RUS9RD2G2TZAD59XL,srodki_lacznosci
23341,Latarka taktyczna,NZ9H0AWP78PFEY5H1,inne
23342,Glock 26,RRJRCG4M6P31X8WL7,bron
23343,Kamizelka kuloodporna,P6XEAZTL1A045T1MF,inne
23344,Terminal Bluebird,0N0YZ5DM2S5E7TCZJ,srodki_lacznosci
23345,Terminal Bluebird,8VKVNM544DWNVGCYT,srodki_lacznosci
23346,Glock 26,CULFBEB76RDG85RB8,bron
23347,Urzadzenie do detekcji narkotykow AlereTM DDS 2,0CL6MW1F2UPG0BJKL,inne
23348,Latarka taktyczna,XTBXN8EG7KLMB6DVF,inne
23349,Apteczka taktyczna,9WYGA94N2GP7TU7TF,inne
23350,H&K MP5A3,9N3N8ZC26DL3XNZLR,bron
23351,Kajdanki,TKKBRT0G71AS765TU,inne
23352,Opel Crossland X,D2XSTGAW29KBU3GYP,pojazd
23353,Hyundai Tucson,FAKYEDY66U8MDDNMH,pojazd
23354,Skoda Superb,72V4X8EM4CRHNX3U0,pojazd
23355,Tonfa,HWTKG19A4L1FPWSE1,bron
23356,Tonfa,MXCPVXVU79TXN0Z2Z,bron
23357,Opel Crossland X,ULFX03KY396C5K9A4,pojazd
23358,Kia Ceed III,CFC14L838BMCALSZZ,pojazd
23359,Glock 19,S9D6WA7D1TZFZEHRG,bron
23360,Terminal Bluebird,2D41KWR095J57KUM5,srodki_lacznosci
23361,Volkswagen Transporter,Z41C9MJMX09V50A1Z,pojazd
23362,Radiostacja nasobna,CW01FTL2914A8L5N4,srodki_lacznosci
23363,Kia Ceed III,E1L2PLFS5DX5N95ZD,pojazd
23364,Hyundai Tucson,HET0GJKP3SLAU4ST6,pojazd
23365,Glock 26,CWULT55F88LWL7A12,bron
23366,Toyota Corolla,TMNSYDEA4RH618L8D,pojazd
23367,Sako TRG-21,LAZRG5XA3ZLB5WT2Y,bron
23368,Hyundai Tucson,XFBRDPDD0E8U4WDZE,pojazd
23369,Terminal Bluebird,B46G1N9T7RZZB9M7V,srodki_lacznosci
23370,Radiostacja nasobna,J1CW2Y7P6GK0C8B54,srodki_lacznosci
23371,Walther P99,FM5CGE4K2EVNMGDMN,bron
23372,Volkswagen Transporter,GN5XE2ZC8H4N7MEEB,pojazd
23373,Radiostacja nasobna,AEUZEL3R7NGPLD6L0,srodki_lacznosci
23374,Urzadzenie do detekcji narkotykow AlereTM DDS 2,S9AMXYNC3268YMGFV,inne
23375,Latarka taktyczna,XG11HTH965S5854KX,inne
23376,Terminal Bluebird,UK530C783DG8ZXC3J,srodki_lacznosci
23377,Urzadzenie do detekcji narkotykow AlereTM DDS 2,E7M5JTBK23KKVA8TJ,inne
23378,Sako TRG-21,0CRUTMMP1P2PATXTP,bron
23379,Radiostacja nasobna,6XVG0U2MXWLZ22XCN,srodki_lacznosci
23380,Radiostacja nasobna,4RP130CP5YJKDP26G,srodki_lacznosci
23381,H&K MP5A3,0R1HFK2C0YY3E3HDV,bron
23382,Terminal Bluebird,NJY8A7P64RK7CJHBG,srodki_lacznosci
23383,Alkomat AlcoQuant 6020,7ESR41PM83416HAC3,inne
23384,Skoda Superb,BT5KCV6V4TLJZ1YU9,pojazd
23385,Skoda Superb,XZCZHPHT6TN8YG8WD,pojazd
23386,Terminal Bluebird,21UY5E2N0L58GTEAL,srodki_lacznosci
23387,Kia Ceed III,4YZZ2HVA7FW2SJXXK,pojazd
23388,H&K MP5A3,ZAP0DGP08J7E3CL0V,bron
23389,H&K G36,488N8W5M48P36PBLF,bron
23390,Skoda Superb,VFYBH3YEX3RAL2HTT,pojazd
23391,Beretta APX,TPKRCBRZ82W99A4ZY,bron
23392,HK UMP,EL8PA22Y7FSPGFVVY,bron
23393,Opel Crossland X,5HV1BGG608YEWHAHU,pojazd
23394,H&K MP5A3,P4UZT6NL7WDAH8RX4,bron
23395,Glock 26,BFYYZSACX3JTZGKR3,bron
23396,Skoda Superb,XH5DEZKY2M2JHMLKK,pojazd
23397,Terminal Bluebird,EWJEAJTXX2F4PEKA8,srodki_lacznosci
23398,BMW serii 3,B93VEXXN7B0FSYS8E,pojazd
23399,Terminal Bluebird,0NH16SL68PCD43A43,srodki_lacznosci
23400,H&K G36,AXDHLURY8L1HB7JCN,bron
23401,HK UMP,K8JY9UEM1KE6FWP92,bron
23402,Glock 19,0351KFRC93FBRDXGD,bron
23403,Volkswagen Transporter,5LFJZLG78XD2ACLJT,pojazd
23404,Kajdanki,18V1Z2A1XL2VFRNL5,inne
23405,Radiostacja nasobna,WRPBBU33XDZXBDU4X,srodki_lacznosci
23406,BMW serii 3,V3A59MLVXH4RH6WPD,pojazd
23407,Terminal Bluebird,WVZR0SN89MJB85G9Z,srodki_lacznosci
23408,Kamizelka kuloodporna,06S4TTPW5BHCTRDWE,inne
23409,Volkswagen Transporter,6DD0ADHF0S4CYC53D,pojazd
23410,Volkswagen Transporter,ZL35YMJN7B71U5U0X,pojazd
23411,BMW serii 3,UELCA9YZ7ZB4CGH3J,pojazd
23412,Toyota Corolla,HNS2PAN650CH6JME8,pojazd
23413,Urzadzenie do detekcji narkotykow AlereTM DDS 2,6PNG667A9F7XUMDAN,inne
23414,Radiostacja nasobna,TCGC621L63Z0YBBMC,srodki_lacznosci
23415,Glock 19,125590AR8SJ4L20KF,bron
23416,Hyundai Tucson,0R7H38RP0GZR1LB1R,pojazd
23417,Skoda Superb,RBEWDNZ24CX1SZ1EM,pojazd
23418,Radiostacja nasobna,9ETVRNJE5RMNEG8A5,srodki_lacznosci
23419,Tonfa,4WJJ3X6Y7N2HT51UC,bron
23420,Radiostacja nasobna,3C9PPFMG6460PM7PK,srodki_lacznosci
23421,Opel Crossland X,BSP5DKJF11K0BS0DG,pojazd
23422,Volkswagen Crafter,2E2SHAX91AC8U7PXE,pojazd
23423,H&K G36,56N2M39A4YA023NYD,bron
23424,Radiostacja nasobna,ZNB8A15XXJJMJUN2D,srodki_lacznosci
23425,Glock 17,2NW7SKNM7KJUU9SA3,bron
23426,Glock 26,4WUHVBJ14WGXBDW61,bron
23427,Radiostacja nasobna,GC7TVK0A1FMD52EU4,srodki_lacznosci
23428,Skoda Superb,KEBZB7KG4DVBLLM8S,pojazd
23429,Glauberyt PM-98,K6MC8G2C15C6RPGV7,bron
23430,H&K MP5A3,T1G3U8A88BNJWYZNA,bron
23431,Radiostacja nasobna,MLV17UUB15FD22361,srodki_lacznosci
23432,Kamizelka kuloodporna,3XR7EBK537240SXYV,inne
23433,Kamizelka kuloodporna,0HL8GSCHXAVK3DHJG,inne
23434,Terminal Bluebird,8W27464E7H73EEWJK,srodki_lacznosci
23435,Volkswagen Transporter,SZMEZLX7XH5JNACV6,pojazd
23436,Urzadzenie do detekcji narkotykow AlereTM DDS 2,337066JD0F0F662ZL,inne
23437,Terminal Bluebird,G40K96PT5DLPH6NTB,srodki_lacznosci
23438,Terminal Bluebird,HXK3CXNR97UJ4M21M,srodki_lacznosci
23439,Glock 26,47WS7PYZXTCTMSEDD,bron
23440,Volkswagen Crafter,U1PF05BV5GB1ZB8WN,pojazd
23441,Radiostacja nasobna,AUAED77A1PFCC59WR,srodki_lacznosci
23442,Beretta APX,52XG73PW2JDLMDD7J,bron
23443,Latarka taktyczna,NWUJXEYL9M4SM09LE,inne
23444,Toyota Corolla,U2PTJM1M3C1GJK9D1,pojazd
23445,BMW serii 3,FYBAHL4F8R35WH51W,pojazd
23446,Terminal Bluebird,MYX9J2HK1Y6CBY3TC,srodki_lacznosci
23447,Latarka taktyczna,T4RC0K9P30NEZ0A9A,inne
23448,H&K G36,35S7PWX92Z43DU3GM,bron
23449,Terminal Bluebird,HY3NR00G35R9K8N2B,srodki_lacznosci
23450,Toyota Corolla,E33G5K5K4U3ULSVN1,pojazd
23451,Terminal Bluebird,P6LCLHMR9FLZHRTRV,srodki_lacznosci
23452,Kamizelka kuloodporna,V7U8HNPZ073FM26XH,inne
23453,Walther P99,18YVJZB34F63ATF4R,bron
23454,Radiostacja nasobna,9G7774F90R8DA7LJP,srodki_lacznosci
23455,Urzadzenie do detekcji narkotykow AlereTM DDS 2,1LW4WK1L58UHD4L2E,inne
23456,Apteczka taktyczna,W47DRJF51HYDYC8EH,inne
23457,Radiostacja nasobna,FMNVM4S59SUL1WMXS,srodki_lacznosci
23458,Latarka taktyczna,MU50X1LZXHGAGS77U,inne
23459,Kia Ceed III,5R74ANJB3TL62WR45,pojazd
23460,Hyundai Tucson,79KCXBXFXX66MWGZ0,pojazd
23461,Terminal Bluebird,HFLSMFE9XCS7KMRR3,srodki_lacznosci
23462,Radiostacja nasobna,VY003SS4XEYX2TY92,srodki_lacznosci
23463,Apteczka taktyczna,6CR0J25Z9R1BRV7AX,inne
23464,Radiostacja nasobna,EAHYFSTE23NDRBDD6,srodki_lacznosci
23465,Glauberyt PM-98,AL2FNC1N3SRCXJJNS,bron
23466,Terminal Bluebird,6D21RZA52BBHDAYG9,srodki_lacznosci
23467,Urzadzenie do detekcji narkotykow AlereTM DDS 2,3FGGD2EC63C9S45XV,inne
23468,BMW serii 3,8R3JVL2D27BR7UY3Z,pojazd
23469,Glauberyt PM-98,66JJ7VD58P2RHNSXA,bron
23470,Apteczka taktyczna,EYC919620MJ5PB5VM,inne
23471,Opel Crossland X,XD141WYR6JS2V0TF5,pojazd
23472,Kamizelka kuloodporna,TP98NS5H4DH81S9ZG,inne
23473,Alkomat AlcoQuant 6020,4PDCR7T07GWDLTBSW,inne
23474,Skoda Superb,E55A258N40KWN7XY2,pojazd
23475,Radiostacja nasobna,LF3UDSCA3PFXXPNA4,srodki_lacznosci
23476,Toyota Corolla,GG0YYTBD4V46CT8TE,pojazd
23477,Glock 26,PSSZLKGJXX3GTGM05,bron
23478,Apteczka taktyczna,LN2L6TMN6Y4MHKZY4,inne
23479,Glock 19,637X9XYJ6ETDD7K8R,bron
23480,HK UMP,9PRT6456534NU16A5,bron
23481,Terminal Bluebird,T9429EY59ST0H992F,srodki_lacznosci
23482,Radiostacja nasobna,GX6C5KRE2MVJD3XSP,srodki_lacznosci
23483,Opel Crossland X,AYJB62328U8VNWT6V,pojazd
23484,Kamizelka kuloodporna,CA87V1FF38VM6YDWC,inne
23485,Opel Crossland X,NNPR3CY3X59C1RJ51,pojazd
23486,H&K MP5A3,BE287EWC9UBW0BP9G,bron
23487,Radiostacja nasobna,YSBP3XL90MTF9PS2X,srodki_lacznosci
23488,Volkswagen Transporter,W3MBTVVK5Z7WUG3LS,pojazd
23489,Skoda Superb,B2YYA3U37663Z33LE,pojazd
23490,Terminal Bluebird,2ZXDP1AJ1ECZ8MSHP,srodki_lacznosci
23491,Volkswagen Crafter,951XVN842TH5RWADV,pojazd
23492,Terminal Bluebird,5JNWKV9H739LJS2FA,srodki_lacznosci
23493,Skoda Superb,0NXHPJ0K7WAZD8NF4,pojazd
23494,Glauberyt PM-98,CTR5KL093YTW6KD0W,bron
23495,Terminal Bluebird,0Z9XUW6A1DZLH45M2,srodki_lacznosci
23496,Kamizelka kuloodporna,SK624RVH1HAHCK9WG,inne
23497,Urzadzenie do detekcji narkotykow AlereTM DDS 2,JZL1H2DV629Y6TB4T,inne
23498,Glock 19,TL41RB7C84923NKA1,bron
23499,Terminal Bluebird,JNPT0RFB29N0RU4L4,srodki_lacznosci
23500,Terminal Bluebird,2J0XWRVG6WS6CWCFW,srodki_lacznosci
23501,Toyota Corolla,2PN8D8D44XPVF8WUV,pojazd
23502,Radiostacja nasobna,3K647V194NN3PLA16,srodki_lacznosci
23503,Toyota Corolla,84G58TJK43NXXXTDY,pojazd
23504,Kamizelka kuloodporna,RR0C7WHH5312TDGVF,inne
23505,Sako TRG-21,N3EWFKPV90RKHP795,bron
23506,Latarka taktyczna,L3M9JUV304S19N8GA,inne
23507,Skoda Superb,ACNYJPP36HJFKUZUN,pojazd
23508,Apteczka taktyczna,PPYWXRUY33989YBDJ,inne
23509,Alkomat AlcoQuant 6020,1FPZRFJM3VJBMLHS0,inne
23510,Kajdanki,T9ZGUNPLXKZ3TC99G,inne
23511,Glauberyt PM-98,1CY34D3J36JM0W7SE,bron
23512,Glauberyt PM-98,YPUWJGYAXZD1V08FN,bron
23513,Hyundai Tucson,P5CBBMJL8BB1P9VT5,pojazd
23514,Apteczka taktyczna,A1G3LG8E3UTDF85UE,inne
23515,Beretta APX,P0ASLH79X5WU9G9NV,bron
23516,Terminal Bluebird,ZNDLG357568DRWCMY,srodki_lacznosci
23517,Sako TRG-21,84ALTT643X11PKGL1,bron
23518,Sako TRG-21,S13G1KM18K7BMCW5A,bron
23519,Glock 19,6SPGWR0F74N74X64N,bron
23520,Kajdanki,AZJE4SRZ4PFCZMGC1,inne
23521,Terminal Bluebird,BK3K3T5181LXXZGG5,srodki_lacznosci
23522,Radiostacja nasobna,6VPG9PJ37DB0S2NEF,srodki_lacznosci
23523,Toyota Corolla,G4XL3SABXESAJDYRC,pojazd
23524,Glock 19,01ED6UKN0U921DVRV,bron
23525,Latarka taktyczna,NNFGGP1L1JNG9007U,inne
23526,Alkomat AlcoQuant 6020,K2WMHSE47B21BVJP8,inne
23527,Walther P99,C4EGNHBX8S5C6DHLB,bron
23528,Latarka taktyczna,2E5EVJWWX02Y2TLFE,inne
23529,Terminal Bluebird,V0H45AGC1KR6Z43XY,srodki_lacznosci
23530,Terminal Bluebird,UGJHUDXV8WSFUJ75W,srodki_lacznosci
23531,Terminal Bluebird,SHVU9R955XY0NZGXZ,srodki_lacznosci
23532,Tonfa,HRV8120K5N9W6HVE7,bron
23533,Apteczka taktyczna,YVF6DN2ZXMB6CL0MN,inne
23534,Radiostacja nasobna,H30TZTS73M6VUNDMC,srodki_lacznosci
23535,Terminal Bluebird,9N0SGD6Z0JGCCT5PV,srodki_lacznosci
23536,Radiostacja nasobna,UNM90PEK6W1B37TWW,srodki_lacznosci
23537,Alkomat AlcoQuant 6020,ZK0MYBTK4CZ2URPKG,inne
23538,Radiostacja nasobna,HEKB6JWM254V5UTRM,srodki_lacznosci
23539,Radiostacja nasobna,7CR50K4Z0G2909J2H,srodki_lacznosci
23540,BMW serii 3,AGBF77A77LWU5NLA5,pojazd
23541,BMW serii 3,22FY64W106WL3W2NY,pojazd
23542,Kamizelka kuloodporna,1270ZVFE063UNSHT5,inne
23543,Urzadzenie do detekcji narkotykow AlereTM DDS 2,M2PMR2Y9XN4JYKW3D,inne
23544,HK UMP,7XF3VXHU8CAMFFEAV,bron
23545,Radiostacja nasobna,SLCV2LFK9VNGKDY23,srodki_lacznosci
23546,Latarka taktyczna,XLBS75W73RB83LXYG,inne
23547,H&K MP5A3,UR389DNY3HKE1JZJW,bron
23548,Kajdanki,FZX39M56077TWL5HR,inne
23549,Alkomat AlcoQuant 6020,BU4E75502XZMW46C0,inne
23550,Kia Ceed III,WHCKUECG0UZW0YAF0,pojazd
23551,Kamizelka kuloodporna,FSYFHUVA9EJGMABJB,inne
23552,Hyundai Tucson,G25Y2NEK7ALT25MR5,pojazd
23553,Kamizelka kuloodporna,83NZ6PBL9NZPG77T9,inne
23554,Glock 19,FDB0NRSG2PST8MCRK,bron
23555,Alkomat AlcoQuant 6020,LJ94PK5A13A33M8A5,inne
23556,Terminal Bluebird,CA1DN3VE3JAUDE2D9,srodki_lacznosci
23557,Tonfa,5ZH25U8J8R06TEU10,bron
