ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
4885,Komisariat 4886,"al. Osiedlowa 274
89-448 Biaystok",8
4886,Komisariat 4887,"pl. Wojska Polskiego 582
91-935 Cieszyn",14
4887,Komisariat 4888,"ulica Kolonia 319
81-327 Brodnica",8
4888,Komisariat 4889,"ulica Przemysowa 52/96
76-999 Lubliniec",9
4889,Komisariat 4890,"ul. Zauek 400
16-459 Nowa Sol",10
4890,Komisariat 4891,"ulica Dziakowa 80
73-072 Brzeg",8
4891,Komisariat 4892,"ul. Mickiewicza 56/06
08-778 Mysowice",8
4892,Komisariat 4893,"pl. Chmielna 61/34
01-645 Swiebodzice",9
4893,Komisariat 4894,"plac Fiokowa 03
83-461 Gorlice",14
4894,Komisariat 4895,"plac Kamienna 674
36-350 Wrzesnia",7
4895,Komisariat 4896,"plac Spacerowa 71
84-583 Elblag",13
4896,Komisariat 4897,"ulica Zakatek 35/53
09-157 Brodnica",7
4897,Komisariat 4898,"plac Cicha 005
06-159 Szczytno",9
4898,Komisariat 4899,"ul. Wesoa 34
55-814 Lebork",16
4899,Komisariat 4900,"ul. Wiazowa 27
50-693 Nowy Targ",13
4900,Komisariat 4901,"plac Turystyczna 98
09-297 Marki",16
4901,Komisariat 4902,"al. Maa 29/37
99-033 Jaso",12
4902,Komisariat 4903,"plac Maa 91/60
34-214 Kedzierzyn-Kozle",14
4903,Komisariat 4904,"ul. Rubinowa 758
83-746 Bielsk Podlaski",9
4904,Komisariat 4905,"ulica Rynek 67
42-178 Woomin",6
4905,Komisariat 4906,"pl. Pszenna 50
51-846 Dabrowa Gornicza",8
4906,Komisariat 4907,"pl. Sienkiewicza 46
96-296 Wagrowiec",10
4907,Komisariat 4908,"al. Ksiezycowa 19/55
86-921 Tychy",12
4908,Komisariat 4909,"aleja Zakole 73/17
71-824 Ek",7
4909,Komisariat 4910,"ulica Traugutta 44/94
90-528 owicz",10
4910,Komisariat 4911,"pl. Wiatraczna 96/78
16-323 owicz",9
4911,Komisariat 4912,"al. Zota 66
07-913 Jaso",6
4912,Komisariat 4913,"pl. Borowa 33/93
24-758 Bielsk Podlaski",6
4913,Komisariat 4914,"pl. Jeziorna 15/56
76-961 Piekary Slaskie",5
4914,Komisariat 4915,"al. Srodkowa 35
36-515 Olsztyn",14
4915,Komisariat 4916,"pl. Szkolna 24/37
81-410 Mawa",13
4916,Komisariat 4917,"ulica Sienkiewicza 74/71
19-082 Piotrkow Trybunalski",15
4917,Komisariat 4918,"plac Spokojna 32
81-557 Biaystok",7
4918,Komisariat 4919,"ul. Przemysowa 269
90-526 Nowa Sol",3
4919,Komisariat 4920,"ulica Wiosenna 63
65-995 aziska Gorne",13
4920,Komisariat 4921,"aleja Konarskiego 891
87-167 Tomaszow Mazowiecki",8
4921,Komisariat 4922,"ulica Orzechowa 54
85-493 Bytom",12
4922,Komisariat 4923,"al. Makuszynskiego 26
17-121 Sosnowiec",13
4923,Komisariat 4924,"plac Partyzantow 44/80
62-874 Opole",11
4924,Komisariat 4925,"ul. Stolarska 62
39-920 Sroda Wielkopolska",18
4925,Komisariat 4926,"plac Starowiejska 43/74
55-489 Koszalin",10
4926,Komisariat 4927,"al. Gorna 69/19
16-737 Gogow",8
4927,Komisariat 4928,"plac Kielecka 183
92-901 Sroda Wielkopolska",13
4928,Komisariat 4929,"pl. Modrzewiowa 13/92
39-864 odz",12
4929,Komisariat 4930,"aleja Borowkowa 07/56
76-847 Pia",11
4930,Komisariat 4931,"plac Sarnia 86/03
23-266 Ruda Slaska",6
4931,Komisariat 4932,"al. Floriana 761
97-994 Supsk",8
4932,Komisariat 4933,"al. Diamentowa 28/99
29-689 Kodzko",10
4933,Komisariat 4934,"al. Spokojna 72
92-696 Augustow",12
4934,Komisariat 4935,"plac Spodzielcza 73
78-601 Sieradz",9
4935,Komisariat 4936,"al. Zwyciestwa 50
97-155 Augustow",10
4936,Komisariat 4937,"al. Czestochowska 136
65-202 Czestochowa",13
4937,Komisariat 4938,"ul. Leszczynowa 783
79-816 Turek",10
4938,Komisariat 4939,"pl. Wadysawa Jagiey 15
68-281 Pruszcz Gdanski",13
4939,Komisariat 4940,"al. akowa 99
23-582 Marki",11
4940,Komisariat 4941,"al. Mieszka I 373
68-029 Gniezno",7
4941,Komisariat 4942,"aleja Krancowa 726
18-157 Szczecin",6
4942,Komisariat 4943,"aleja Poziomkowa 48/31
61-824 Tychy",8
4943,Komisariat 4944,"ulica Ceglana 48/96
59-614 Gdansk",6
4944,Komisariat 4945,"aleja Wypoczynkowa 97/84
49-141 Bigoraj",14
4945,Komisariat 4946,"al. Podgorna 974
17-197 ukow",10
4946,Komisariat 4947,"al. Szczesliwa 04
88-071 Piekary Slaskie",9
4947,Komisariat 4948,"ul. Kaliska 046
33-868 Ciechanow",11
4948,Komisariat 4949,"aleja Floriana 54
78-446 Sochaczew",11
4949,Komisariat 4950,"al. Wisniowa 05/76
60-269 Radomsko",14
4950,Komisariat 4951,"al. Lelewela 25
98-781 Ruda Slaska",16
4951,Komisariat 4952,"ulica Rajska 88/59
82-503 Mawa",6
4952,Komisariat 4953,"ul. Urocza 927
66-066 Jarosaw",7
4953,Komisariat 4954,"pl. Mostowa 683
25-679 Zabrze",6
4954,Komisariat 4955,"pl. Jesienna 04
15-151 Koo",11
4955,Komisariat 4956,"aleja Kolejowa 681
12-207 Bigoraj",6
4956,Komisariat 4957,"plac Narutowicza 35/92
86-602 Wodzisaw Slaski",10
4957,Komisariat 4958,"ulica Gdanska 786
12-076 Polkowice",8
4958,Komisariat 4959,"aleja Maczka 848
84-879 Sopot",7
4959,Komisariat 4960,"pl. Zacisze 70
95-659 Poznan",8
4960,Komisariat 4961,"aleja Sienkiewicza 67/34
41-141 Ostroeka",5
4961,Komisariat 4962,"pl. Starowiejska 582
18-568 Swinoujscie",8
4962,Komisariat 4963,"pl. Przemysowa 308
72-393 Pruszcz Gdanski",9
4963,Komisariat 4964,"ul. Widok 42/23
09-710 owicz",11
4964,Komisariat 4965,"plac Ludowa 82
51-987 Ciechanow",11
4965,Komisariat 4966,"ulica Tysiaclecia 081
75-738 Nowy Dwor Mazowiecki",10
4966,Komisariat 4967,"al. Wysoka 906
36-085 omza",8
4967,Komisariat 4968,"aleja Wyzwolenia 09/10
15-856 Wodzisaw Slaski",5
4968,Komisariat 4969,"ul. Polna 43/52
45-787 Zagan",10
4969,Komisariat 4970,"aleja Floriana 23
88-253 Rumia",8
4970,Komisariat 4971,"al. Polna 52/42
97-849 Kalisz",10
4971,Komisariat 4972,"aleja aczna 51
95-630 Tychy",11
4972,Komisariat 4973,"al. Lazurowa 32
31-969 Gorzow Wielkopolski",8
4973,Komisariat 4974,"pl. Jodowa 250
91-437 Swidnik",11
4974,Komisariat 4975,"al. Morska 012
55-508 Nowa Ruda",9
4975,Komisariat 4976,"al. Krzywa 338
02-943 Iawa",4
4976,Komisariat 4977,"ul. Srednia 861
96-549 Szczytno",10
4977,Komisariat 4978,"pl. Liliowa 00/51
84-123 Pruszcz Gdanski",16
4978,Komisariat 4979,"aleja Lazurowa 34
58-376 Pia",11
4979,Komisariat 4980,"ulica Strazacka 65/84
76-143 Ostroda",8
4980,Komisariat 4981,"ul. Koralowa 32
33-483 Rzeszow",8
4981,Komisariat 4982,"al. Skrajna 76/69
66-648 Minsk Mazowiecki",10
4982,Komisariat 4983,"plac Bolesawa Chrobrego 92/50
98-320 Wielun",10
4983,Komisariat 4984,"aleja Koralowa 55
66-034 Malbork",8
4984,Komisariat 4985,"plac Sowia 91
39-305 Koscierzyna",11
4985,Komisariat 4986,"ulica Starowiejska 704
71-203 Gorzow Wielkopolski",14
4986,Komisariat 4987,"plac Swierkowa 13/72
78-382 Malbork",8
4987,Komisariat 4988,"ulica Jesionowa 136
37-441 Starachowice",12
4988,Komisariat 4989,"pl. Kolonia 187
49-795 Ruda Slaska",6
4989,Komisariat 4990,"ulica Koscielna 94
61-355 Pruszkow",12
4990,Komisariat 4991,"ulica Lawendowa 312
32-835 Jaso",5
4991,Komisariat 4992,"al. Skodowskiej-Curie 608
03-701 Przemysl",5
4992,Komisariat 4993,"ul. Harcerska 66/53
11-341 Wielun",11
4993,Komisariat 4994,"aleja Mokra 27
29-876 Przemysl",14
4994,Komisariat 4995,"aleja Wodna 17/34
63-854 Czechowice-Dziedzice",15
4995,Komisariat 4996,"aleja Makowa 94/39
61-619 Gizycko",7
4996,Komisariat 4997,"plac Jaowcowa 089
43-242 Wocawek",15
4997,Komisariat 4998,"ulica Boczna 018
88-010 Jaworzno",9
4998,Komisariat 4999,"ulica Wadysawa okietka 14
52-743 Koszalin",9
4999,Komisariat 5000,"aleja Lotnicza 95
27-775 Bedzin",12
5000,Komisariat 5001,"al. Zapolskiej 445
87-511 Bochnia",9
5001,Komisariat 5002,"aleja Boczna 84
48-660 Jaso",10
5002,Komisariat 5003,"al. Stycznia 99
64-069 Wabrzych",18
5003,Komisariat 5004,"pl. Spokojna 36
60-084 Gniezno",5
5004,Komisariat 5005,"aleja Dworcowa 81/85
36-613 Jarosaw",7
5005,Komisariat 5006,"aleja Jana III Sobieskiego 311
40-980 Szczecinek",9
5006,Komisariat 5007,"pl. Swierkowa 02
44-403 Wrzesnia",3
5007,Komisariat 5008,"ulica Cicha 410
30-058 Siemianowice Slaskie",9
5008,Komisariat 5009,"ul. Strzelecka 839
74-582 Starogard Gdanski",11
5009,Komisariat 5010,"aleja Chmielna 19/16
24-668 Jarosaw",3
5010,Komisariat 5011,"aleja Zbozowa 43/02
49-133 Lebork",6
5011,Komisariat 5012,"ulica Sowicza 66/72
03-238 Jarosaw",15
5012,Komisariat 5013,"aleja Agrestowa 128
85-139 Chem",11
5013,Komisariat 5014,"aleja Diamentowa 622
55-174 Gizycko",9
5014,Komisariat 5015,"al. Przechodnia 70
09-800 Olesnica",11
5015,Komisariat 5016,"ulica Daszynskiego 84
34-447 Pia",8
5016,Komisariat 5017,"ul. Mysliwska 225
07-889 owicz",11
5017,Komisariat 5018,"ul. Plazowa 746
36-882 Sandomierz",8
5018,Komisariat 5019,"ul. Letniskowa 10/00
52-033 Zambrow",8
5019,Komisariat 5020,"pl. Powstancow Wielkopolskich 305
87-629 Srem",6
5020,Komisariat 5021,"al. Kamienna 73
55-200 Kluczbork",8
5021,Komisariat 5022,"aleja Jaworowa 347
05-699 Mielec",15
5022,Komisariat 5023,"al. Mazurska 12
23-410 Kutno",13
5023,Komisariat 5024,"aleja Zielona 624
23-267 Bigoraj",9
5024,Komisariat 5025,"plac Pszenna 12
39-736 Dabrowa Gornicza",15
5025,Komisariat 5026,"ulica Torowa 842
63-743 Turek",15
5026,Komisariat 5027,"aleja Agrestowa 235
24-762 Tychy",12
5027,Komisariat 5028,"pl. Jagiellonska 25/52
85-118 Sochaczew",10
5028,Komisariat 5029,"ul. Sowianska 87/05
96-177 Mikoow",12
5029,Komisariat 5030,"al. Kasprowicza 54
15-411 Minsk Mazowiecki",11
5030,Komisariat 5031,"plac Sadowa 243
77-015 Inowrocaw",8
5031,Komisariat 5032,"plac Graniczna 60
99-142 Radomsko",15
5032,Komisariat 5033,"ulica Bolesawa Chrobrego 773
57-856 Goleniow",10
5033,Komisariat 5034,"al. Plazowa 84/09
43-056 Ostrow Wielkopolski",9
5034,Komisariat 5035,"plac Bolesawa Krzywoustego 06
19-829 Brodnica",11
5035,Komisariat 5036,"pl. Srodkowa 90/68
47-352 Turek",7
5036,Komisariat 5037,"aleja Niecaa 93/01
90-713 Woomin",9
5037,Komisariat 5038,"plac Kasprowicza 47
37-769 Zagan",6
5038,Komisariat 5039,"plac Kolonia 15
41-646 Wyszkow",9
5039,Komisariat 5040,"plac Sowianska 00
52-255 Skarzysko-Kamienna",13
5040,Komisariat 5041,"ul. Korfantego 38/53
35-015 Szczytno",11
5041,Komisariat 5042,"plac Narcyzowa 156
16-519 Kluczbork",8
5042,Komisariat 5043,"plac Rataja 16/29
61-326 Szczecin",12
5043,Komisariat 5044,"ulica Bekitna 47/22
06-652 Bytom",13
5044,Komisariat 5045,"pl. Wspolna 45/42
52-213 Wrocaw",9
5045,Komisariat 5046,"ulica Rubinowa 51/89
47-350 Lebork",11
5046,Komisariat 5047,"ulica Zota 19/84
62-429 Zgierz",10
5047,Komisariat 5048,"aleja Jarzebinowa 13
92-554 Jarocin",10
5048,Komisariat 5049,"plac Bociania 825
79-611 Wocawek",6
5049,Komisariat 5050,"plac abedzia 28
02-619 Bielsko-Biaa",9
5050,Komisariat 5051,"aleja Orzeszkowej 25
33-188 Zabki",12
5051,Komisariat 5052,"ul. Tartaczna 122
15-231 Swidnik",9
5052,Komisariat 5053,"pl. Rolna 99/40
91-440 Zgorzelec",7
5053,Komisariat 5054,"plac Perowa 34
87-157 Kwidzyn",12
5054,Komisariat 5055,"ulica Andersa 21/27
27-746 Legnica",13
5055,Komisariat 5056,"ulica Lazurowa 62
52-361 Minsk Mazowiecki",8
5056,Komisariat 5057,"pl. Krasinskiego 22/95
49-227 Radomsko",12
5057,Komisariat 5058,"ulica Kosynierow 700
68-495 Rzeszow",13
5058,Komisariat 5059,"plac Zota 48
92-483 Suwaki",12
5059,Komisariat 5060,"pl. Ksiezycowa 46/80
10-307 Koo",6
5060,Komisariat 5061,"aleja Podwale 09
89-260 Debica",11
5061,Komisariat 5062,"ulica Polna 848
84-026 Leszno",9
5062,Komisariat 5063,"plac Spacerowa 11/98
94-540 Grudziadz",9
5063,Komisariat 5064,"ul. Letnia 74
50-739 Stargard Szczecinski",11
5064,Komisariat 5065,"al. Strazacka 263
22-231 Kalisz",4
5065,Komisariat 5066,"ulica Urocza 466
15-015 Legnica",10
5066,Komisariat 5067,"ul. Ksiezycowa 92
22-598 Wagrowiec",8
5067,Komisariat 5068,"plac Brzozowa 14/81
86-679 Bedzin",7
5068,Komisariat 5069,"pl. Fredry 96
32-767 Przemysl",10
5069,Komisariat 5070,"aleja Wodna 021
58-879 Szczecinek",14
5070,Komisariat 5071,"ul. Jana Pawa II 287
19-563 Rybnik",11
5071,Komisariat 5072,"aleja Gowackiego 12/75
73-829 Piotrkow Trybunalski",13
5072,Komisariat 5073,"plac Paacowa 388
29-966 Raciborz",8
5073,Komisariat 5074,"al. Wierzbowa 115
54-141 Bochnia",11
5074,Komisariat 5075,"ulica Gowackiego 667
77-228 Rybnik",15
5075,Komisariat 5076,"ul. Polna 26/57
82-452 Bydgoszcz",12
5076,Komisariat 5077,"al. Szpitalna 92
71-558 Bartoszyce",15
5077,Komisariat 5078,"al. Wadysawa okietka 715
63-116 Gdansk",12
5078,Komisariat 5079,"pl. Zurawia 45
22-168 Mielec",8
5079,Komisariat 5080,"al. Staszica 38/81
90-894 Jelenia Gora",5
5080,Komisariat 5081,"aleja Bydgoska 808
18-348 Opole",14
5081,Komisariat 5082,"al. Warynskiego 75
50-314 Puawy",4
5082,Komisariat 5083,"aleja Daleka 038
09-140 Krosno",6
5083,Komisariat 5084,"ulica Zakole 38/84
08-800 Pruszcz Gdanski",14
5084,Komisariat 5085,"aleja Krasinskiego 73/29
63-597 Nowa Sol",8
5085,Komisariat 5086,"ul. Mieszka I 47
43-942 Rzeszow",10
5086,Komisariat 5087,"pl. Kamienna 540
54-940 Koobrzeg",6
5087,Komisariat 5088,"ul. Gowackiego 28
77-731 Chem",13
5088,Komisariat 5089,"pl. Piekna 35/10
10-789 Zawiercie",9
5089,Komisariat 5090,"pl. Grottgera 46/08
29-788 Tychy",10
5090,Komisariat 5091,"al. Targowa 14
56-929 Bielawa",11
5091,Komisariat 5092,"pl. Wschodnia 432
95-142 Raciborz",13
5092,Komisariat 5093,"ul. Jesionowa 947
84-936 Chorzow",7
5093,Komisariat 5094,"ulica Narutowicza 72
29-686 Jaso",8
5094,Komisariat 5095,"ulica Grzybowa 04
36-893 Krotoszyn",10
5095,Komisariat 5096,"ulica Konopnickiej 30/60
96-552 Sandomierz",13
5096,Komisariat 5097,"plac Plazowa 50/80
04-853 Rumia",11
5097,Komisariat 5098,"aleja Dabrowskiej 59/51
18-910 Zamosc",9
5098,Komisariat 5099,"ulica Dworska 136
01-936 Dzierzoniow",16
5099,Komisariat 5100,"ul. Brzechwy 59
32-443 Krosno",6
5100,Komisariat 5101,"ulica Poudniowa 11
50-722 Ostrowiec Swietokrzyski",11
5101,Komisariat 5102,"al. Srodkowa 819
76-555 Kedzierzyn-Kozle",6
5102,Komisariat 5103,"ulica Gajowa 338
15-572 Zywiec",9
5103,Komisariat 5104,"al. Turystyczna 77
69-236 Zgorzelec",13
5104,Komisariat 5105,"al. Sybirakow 913
31-614 Ostroda",3
5105,Komisariat 5106,"ul. Kwiatowa 77
75-810 Wacz",12
5106,Komisariat 5107,"ul. Widokowa 26
63-336 Suwaki",12
5107,Komisariat 5108,"aleja Szewska 59
89-398 Siedlce",11
5108,Komisariat 5109,"plac Podwale 357
52-036 Opole",10
5109,Komisariat 5110,"plac Jaskocza 679
29-257 Zywiec",13
5110,Komisariat 5111,"ulica Srodkowa 057
98-920 Stalowa Wola",14
5111,Komisariat 5112,"ul. Kreta 912
50-092 Rybnik",9
5112,Komisariat 5113,"plac Pocztowa 03
42-359 Wejherowo",11
5113,Komisariat 5114,"aleja Kolonia 59
62-642 Pruszcz Gdanski",11
5114,Komisariat 5115,"al. Piwna 01
25-806 Koscian",9
5115,Komisariat 5116,"ul. Baczynskiego 97
52-312 Bolesawiec",5
5116,Komisariat 5117,"pl. Strzelecka 929
98-492 Koobrzeg",7
5117,Komisariat 5118,"al. Zielona 36/96
05-667 Nowa Sol",3
5118,Komisariat 5119,"ulica Sawickiej 971
80-159 Turek",12
5119,Komisariat 5120,"pl. Cisowa 24
97-126 Jastrzebie-Zdroj",13
5120,Komisariat 5121,"pl. Zachodnia 03/93
65-051 Nowy Dwor Mazowiecki",7
5121,Komisariat 5122,"ul. Wislana 25/46
59-653 Warszawa",12
5122,Komisariat 5123,"al. Paderewskiego 871
63-045 Swidnica",8
5123,Komisariat 5124,"pl. Konwaliowa 86/00
65-102 Brzeg",8
5124,Komisariat 5125,"ul. Willowa 06/87
17-542 Biaogard",7
5125,Komisariat 5126,"plac Akacjowa 39
89-268 Gizycko",10
5126,Komisariat 5127,"al. Asnyka 79
37-547 Radomsko",9
5127,Komisariat 5128,"ulica Chmielna 98/22
66-900 Police",12
5128,Komisariat 5129,"ulica Gorna 84
29-189 Woomin",10
5129,Komisariat 5130,"ul. Miarki 197
26-096 Zary",13
5130,Komisariat 5131,"al. Zytnia 20
74-110 Koo",13
5131,Komisariat 5132,"ul. Wspolna 61
89-606 Chrzanow",5
5132,Komisariat 5133,"ulica Jagiellonska 43/33
46-651 Rybnik",14
5133,Komisariat 5134,"aleja Nadrzeczna 01
87-252 Suwaki",9
5134,Komisariat 5135,"ul. Wojska Polskiego 845
76-782 Olkusz",12
5135,Komisariat 5136,"al. Wypoczynkowa 80
62-122 Kalisz",11
5136,Komisariat 5137,"pl. Jastrzebia 18
67-080 Zakopane",8
5137,Komisariat 5138,"aleja Stolarska 701
31-385 Tarnowskie Gory",7
5138,Komisariat 5139,"pl. Bolesawa Krzywoustego 421
86-981 Zary",11
5139,Komisariat 5140,"al. Wschodnia 13/32
17-671 Swietochowice",8
5140,Komisariat 5141,"al. Kolejowa 591
98-190 Wrocaw",9
5141,Komisariat 5142,"aleja Ponocna 04
37-622 Wrocaw",11
5142,Komisariat 5143,"plac Srednia 31
35-006 Zawiercie",11
5143,Komisariat 5144,"plac Lotnicza 92
23-018 Dzierzoniow",7
5144,Komisariat 5145,"al. Widok 89
12-827 Zary",15
5145,Komisariat 5146,"pl. Dobra 37/25
09-339 Zawiercie",13
5146,Komisariat 5147,"pl. Sowicza 75
05-050 Police",19
5147,Komisariat 5148,"aleja Szeroka 52/96
73-691 Pock",11
5148,Komisariat 5149,"aleja Mynska 458
36-994 Zambrow",10
5149,Komisariat 5150,"plac akowa 73
84-132 Legionowo",15
5150,Komisariat 5151,"al. Lazurowa 20
62-204 Czeladz",8
5151,Komisariat 5152,"al. Nowa 84
78-768 Gniezno",12
5152,Komisariat 5153,"plac Grabowa 214
02-269 Sopot",9
5153,Komisariat 5154,"ulica Soneczna 17
26-849 Swidnik",8
5154,Komisariat 5155,"aleja Paderewskiego 98
38-675 Krosno",11
5155,Komisariat 5156,"ulica Swierczewskiego 36
58-373 Raciborz",9
5156,Komisariat 5157,"ul. Morcinka 88/98
77-695 Kalisz",18
5157,Komisariat 5158,"plac Krotka 899
78-500 Ek",6
5158,Komisariat 5159,"al. Wisniowa 30/64
58-177 Lubon",8
5159,Komisariat 5160,"ul. Kruczkowskiego 63
01-303 Koscian",8
5160,Komisariat 5161,"aleja Rejtana 58/51
14-009 Wejherowo",9
5161,Komisariat 5162,"ul. Szeroka 92/27
71-281 Zary",20
5162,Komisariat 5163,"plac Poznanska 31/40
68-958 Krotoszyn",16
5163,Komisariat 5164,"al. Matejki 40/41
78-278 Przemysl",14
5164,Komisariat 5165,"pl. Krzywa 77
16-604 Mikoow",10
5165,Komisariat 5166,"al. Lotnicza 094
38-688 Lubartow",10
5166,Komisariat 5167,"al. Szczesliwa 676
25-642 Gdansk",8
5167,Komisariat 5168,"aleja Mazowiecka 820
11-632 Radomsko",11
5168,Komisariat 5169,"aleja Gowackiego 89/11
96-336 Ostrow Wielkopolski",16
5169,Komisariat 5170,"plac Drzymay 01
78-369 Piotrkow Trybunalski",7
5170,Komisariat 5171,"plac Rolna 220
07-603 Chorzow",5
5171,Komisariat 5172,"pl. Gornicza 42/07
27-599 Koo",6
5172,Komisariat 5173,"al. Zwirki i Wigury 16/73
78-480 Wrzesnia",10
5173,Komisariat 5174,"ul. Podwale 67/48
98-717 Siemianowice Slaskie",6
5174,Komisariat 5175,"plac Zytnia 51/25
51-909 Mawa",6
5175,Komisariat 5176,"ul. Kosynierow 691
82-444 Sroda Wielkopolska",12
5176,Komisariat 5177,"ulica Dobra 258
38-605 Sandomierz",12
5177,Komisariat 5178,"pl. Lawendowa 00/89
16-635 Poznan",13
5178,Komisariat 5179,"al. Prusa 622
20-259 Lubin",5
5179,Komisariat 5180,"al. Grottgera 716
97-084 Sanok",11
5180,Komisariat 5181,"al. Widok 91
19-196 Ruda Slaska",8
5181,Komisariat 5182,"al. Przemysowa 71/92
18-059 Tczew",5
5182,Komisariat 5183,"aleja Nakowskiej 38
32-627 Przemysl",10
5183,Komisariat 5184,"aleja Harcerska 75
11-133 Sanok",15
5184,Komisariat 5185,"ulica Jaworowa 30/26
03-569 Knurow",18
5185,Komisariat 5186,"pl. Brzozowa 03
23-040 Lubon",8
5186,Komisariat 5187,"al. Konopnickiej 12/37
46-068 Pabianice",18
5187,Komisariat 5188,"plac Zrodlana 96/12
73-681 Malbork",13
5188,Komisariat 5189,"pl. Gowackiego 950
73-122 Zywiec",8
5189,Komisariat 5190,"ul. Grunwaldzka 109
38-648 Czestochowa",7
5190,Komisariat 5191,"ulica Cegielniana 88/57
10-026 Zyrardow",12
5191,Komisariat 5192,"plac Powstancow 922
12-347 Grudziadz",8
5192,Komisariat 5193,"ulica Fabryczna 33/42
58-706 Lubliniec",6
5193,Komisariat 5194,"aleja Dworska 35
21-832 Swiecie",14
5194,Komisariat 5195,"plac Rolnicza 66
92-753 Woomin",13
5195,Komisariat 5196,"al. Zakatek 93/66
60-787 Jarosaw",11
5196,Komisariat 5197,"ul. Koscielna 75
58-348 Swiebodzice",7
5197,Komisariat 5198,"pl. Moniuszki 478
47-987 Czerwionka-Leszczyny",12
5198,Komisariat 5199,"ul. Jesionowa 75
13-532 Zabki",11
5199,Komisariat 5200,"plac Piekarska 98
37-960 Koo",9
5200,Komisariat 5201,"al. Jasminowa 94
30-917 Bytom",10
5201,Komisariat 5202,"ulica Batalionow Chopskich 15/57
19-863 Bedzin",13
5202,Komisariat 5203,"plac Czeresniowa 181
86-763 Koo",7
5203,Komisariat 5204,"al. Glowna 271
70-110 Sosnowiec",9
5204,Komisariat 5205,"ul. Zaciszna 972
28-418 Tarnow",7
5205,Komisariat 5206,"pl. Reja 55
44-831 Swiebodzice",9
5206,Komisariat 5207,"aleja Osiedlowa 89/36
48-248 Chrzanow",9
5207,Komisariat 5208,"plac Towarowa 387
42-788 Zabrze",7
5208,Komisariat 5209,"al. Starowiejska 261
51-219 Mysowice",12
5209,Komisariat 5210,"ulica Czeresniowa 85/31
26-943 Radom",9
5210,Komisariat 5211,"plac Bydgoska 38/14
78-506 Swiebodzice",10
5211,Komisariat 5212,"pl. Szarych Szeregow 672
75-953 Rybnik",6
5212,Komisariat 5213,"ul. Prosta 13
03-575 Biaystok",11
5213,Komisariat 5214,"aleja Cmentarna 87/56
02-095 Zory",10
5214,Komisariat 5215,"pl. Solidarnosci 58/98
77-351 Rybnik",7
5215,Komisariat 5216,"ul. Klasztorna 19/13
91-353 Zary",9
5216,Komisariat 5217,"ul. Gowackiego 50/94
01-561 Kielce",10
5217,Komisariat 5218,"pl. Harcerska 97/76
78-533 Czerwionka-Leszczyny",14
5218,Komisariat 5219,"ul. Jezynowa 751
74-277 Jawor",13
5219,Komisariat 5220,"al. Okrzei 64
17-713 Kodzko",12
5220,Komisariat 5221,"ul. Wiejska 36/63
32-266 Koscierzyna",15
5221,Komisariat 5222,"pl. Cegielniana 65
32-737 Tarnow",14
5222,Komisariat 5223,"plac Konopnickiej 237
61-279 Ciechanow",12
5223,Komisariat 5224,"ulica Staszica 12/39
23-227 Gliwice",12
5224,Komisariat 5225,"ul. Zielna 00/97
23-666 Rzeszow",11
5225,Komisariat 5226,"ulica Poudniowa 47/86
81-118 Tarnowskie Gory",4
5226,Komisariat 5227,"al. Hutnicza 798
60-353 Tarnow",7
5227,Komisariat 5228,"ulica Wroblewskiego 94/65
17-608 Skawina",9
5228,Komisariat 5229,"ul. Skrajna 06
49-161 Mielec",16
5229,Komisariat 5230,"ul. Starowiejska 365
17-425 Koscierzyna",8
5230,Komisariat 5231,"al. Prusa 10
60-588 Pia",7
5231,Komisariat 5232,"pl. Srednia 77
28-170 Mikoow",11
5232,Komisariat 5233,"ulica Ptasia 440
09-265 Pia",12
5233,Komisariat 5234,"ulica Rumiankowa 83/28
36-401 Wabrzych",12
5234,Komisariat 5235,"ulica Kosciuszki 648
71-511 Bigoraj",7
5235,Komisariat 5236,"al. Dolna 63
35-224 Wagrowiec",9
5236,Komisariat 5237,"al. Piekarska 41
19-713 Gniezno",4
5237,Komisariat 5238,"pl. Pisudskiego 18/05
32-483 Zywiec",8
5238,Komisariat 5239,"aleja Kwiatowa 46
64-940 Tomaszow Mazowiecki",9
5239,Komisariat 5240,"pl. Bociania 54
28-459 Przemysl",14
5240,Komisariat 5241,"ulica Rolnicza 570
62-345 Marki",6
5241,Komisariat 5242,"plac Lesna 65
67-164 Ostroda",12
5242,Komisariat 5243,"al. Zwirki i Wigury 03
02-347 Knurow",13
5243,Komisariat 5244,"aleja Jana III Sobieskiego 95/41
06-828 Grudziadz",12
5244,Komisariat 5245,"al. Nadbrzezna 489
37-377 Mikoow",10
5245,Komisariat 5246,"al. Odrzanska 43
70-334 Wejherowo",10
5246,Komisariat 5247,"plac Towarowa 90/86
16-947 Pia",9
5247,Komisariat 5248,"ulica Jesionowa 13
98-902 Pia",12
5248,Komisariat 5249,"ul. Kielecka 75
56-673 Biaa Podlaska",14
5249,Komisariat 5250,"al. Batycka 42/45
26-014 Oawa",13
5250,Komisariat 5251,"pl. Zielna 93/62
79-316 Czechowice-Dziedzice",7
5251,Komisariat 5252,"pl. Stolarska 91
17-542 Goleniow",6
5252,Komisariat 5253,"al. Kielecka 13
03-974 Olsztyn",7
5253,Komisariat 5254,"al. Jana III Sobieskiego 06/13
76-062 Tarnobrzeg",5
