ID,Nazwa,Numer_seryjny,Rodzaj
55786,Glock 17,BBWAEX2173RW74WCM,bron
55787,Terminal Bluebird,F51J1ZZ24JGHC89GF,srodki_lacznosci
55788,Opel Crossland X,AU7P09908MBLKT2ZF,pojazd
55789,Alkomat AlcoQuant 6020,H407UFNT8VVPWBTDN,inne
55790,Terminal Bluebird,97LXBNPL4WUUM3RPB,srodki_lacznosci
55791,Apteczka taktyczna,25S1G7551WDU8ME8Y,inne
55792,Kajdanki,YV98RS08XUXW1UXU6,inne
55793,Glock 26,AYRGB16V3A28HAGDE,bron
55794,Opel Crossland X,ZME81DMV0A65NCUBS,pojazd
55795,Sako TRG-21,TG5TBJYD2AU50582M,bron
55796,Glock 26,CCT9WRWZ86KBC65SZ,bron
55797,Latarka taktyczna,AM8JD7GP25TY0GZ38,inne
55798,Apteczka taktyczna,TAPDPYN26HM513CMV,inne
55799,Latarka taktyczna,92YWBLKM158MXU5ZP,inne
55800,Alkomat AlcoQuant 6020,FR24XVY1XUDN63ERB,inne
55801,Kia Ceed III,VKN0KRBH5C0HUUDDE,pojazd
55802,Terminal Bluebird,9A76K0RB7BD7N0N3K,srodki_lacznosci
55803,Apteczka taktyczna,T0YTSKCA6HYAGA4GP,inne
55804,HK UMP,KBEY9P1618GVJ74PX,bron
55805,Opel Crossland X,DYUBSC017TW6LS3ZK,pojazd
55806,Opel Crossland X,WM6YWSC26AAJS21N4,pojazd
55807,Radiostacja nasobna,DSDMPRLC1HVVGNZBS,srodki_lacznosci
55808,Volkswagen Crafter,WT7DZADN0WTMNTYB6,pojazd
55809,Urzadzenie do detekcji narkotykow AlereTM DDS 2,P5X0SB019NZ4GR60P,inne
55810,H&K G36,V4DV9RS371592CD5M,bron
55811,Kamizelka kuloodporna,E9HX0Y2E3G2C0DXAL,inne
55812,Kia Ceed III,FTSG32TR3L3TYUMFC,pojazd
55813,Opel Crossland X,FDUW56M37XDBBRC8T,pojazd
55814,Volkswagen Crafter,VWDKW5RK521BUEAKN,pojazd
55815,Beretta APX,9HKHVD9ZXPE3WT4D2,bron
55816,Terminal Bluebird,VJD9R50CXRW7MJE9E,srodki_lacznosci
55817,Apteczka taktyczna,F2AE4XDV7J1Y3UY6E,inne
55818,Urzadzenie do detekcji narkotykow AlereTM DDS 2,ZNAUZ41K6EL7J7CD8,inne
55819,Radiostacja nasobna,70DTUZJC7T192D906,srodki_lacznosci
55820,Radiostacja nasobna,L04KU4DH4L6FTXTWS,srodki_lacznosci
55821,Volkswagen Transporter,X4HGVA1EXTG9BXMTW,pojazd
55822,Volkswagen Transporter,G51BUU6368WHWWUXF,pojazd
55823,Radiostacja nasobna,JYS3DX2A2RP57JKEG,srodki_lacznosci
55824,Terminal Bluebird,YJTJUUNH6NNX1A9MU,srodki_lacznosci
55825,Terminal Bluebird,51E96Z6S1GM6FZ2JZ,srodki_lacznosci
55826,Skoda Superb,B50449DC677WGR4SA,pojazd
55827,Latarka taktyczna,WVXUGYDG9Y4L24MXA,inne
55828,H&K MP5A3,5S2P7V904TNK8JK8C,bron
55829,Glock 17,7ZCR9EFT8K9KJXVHL,bron
55830,Terminal Bluebird,4WBG8F7Y5BL1FKTV7,srodki_lacznosci
55831,Hyundai Tucson,736P7HMA1D7J7DS22,pojazd
55832,Toyota Corolla,UA7Z8SM057VDDSKCX,pojazd
55833,Terminal Bluebird,69HT37LD18G9KVLSU,srodki_lacznosci
55834,Terminal Bluebird,3XPZWPTZ7VVEHPHYM,srodki_lacznosci
55835,Skoda Superb,6KKV0U3K7G2UWS1KK,pojazd
55836,Terminal Bluebird,1U88L7N90N91ZXL9U,srodki_lacznosci
55837,Radiostacja nasobna,YK93UCAT1952HZHX0,srodki_lacznosci
55838,Urzadzenie do detekcji narkotykow AlereTM DDS 2,A60A5G6F9M6CSHYTC,inne
55839,H&K G36,0Y2JKX7K3V4UBFBB7,bron
55840,Skoda Superb,Y6WPNHCP0BM0XB035,pojazd
55841,Skoda Superb,8H6LMFF33UVUS5FSX,pojazd
55842,Glauberyt PM-98,WRK881914VDT2MVK9,bron
55843,Radiostacja nasobna,HR43HSN70MTHE8LC2,srodki_lacznosci
55844,Glock 19,HEP26FY64GHMRRCK1,bron
55845,Sako TRG-21,L1TK3JPL58DSAPGN2,bron
55846,Opel Crossland X,A51E99MT1UXJ6RRWN,pojazd
55847,Radiostacja nasobna,UTWFSWRYX401E4PW1,srodki_lacznosci
55848,H&K MP5A3,RZJFP55A068K18BMM,bron
55849,Radiostacja nasobna,XABET4CV5MJ05GD1Y,srodki_lacznosci
55850,Radiostacja nasobna,BZZJY5EA0G4CUY4W5,srodki_lacznosci
55851,Glauberyt PM-98,VKNNKH933DAAJCCHG,bron
55852,Radiostacja nasobna,ZMSMPPW84UWCZ6TDA,srodki_lacznosci
55853,Alkomat AlcoQuant 6020,X2P2VH5N3C1WS9Y57,inne
55854,Alkomat AlcoQuant 6020,K8B09Y641ASABA9PR,inne
55855,Kajdanki,FKNCPRC7024RFFCKH,inne
55856,Kajdanki,TYTLZX067R5B5HGZ6,inne
55857,Volkswagen Transporter,M4104FYL5RT352XS0,pojazd
55858,Opel Crossland X,B6CF3GZK489JXBXUA,pojazd
55859,Alkomat AlcoQuant 6020,1X93N557X6ZZKGXBY,inne
55860,Apteczka taktyczna,9ZHZM73498S9JZX8Y,inne
55861,Tonfa,27KAF4KWXFXWXVC4X,bron
55862,Radiostacja nasobna,DBCTSB1V1FR4WF7Y1,srodki_lacznosci
55863,Latarka taktyczna,S2VEA6SP2XNE0S65M,inne
55864,Glock 26,3BJ505HVX79CK7HVC,bron
55865,Terminal Bluebird,BUVX997J0GR9YKD56,srodki_lacznosci
55866,Urzadzenie do detekcji narkotykow AlereTM DDS 2,R9KA0WCH69PU0KYVW,inne
55867,Terminal Bluebird,GGU68BG089A6W3T6X,srodki_lacznosci
55868,H&K MP5A3,Z36FT7BM1ZJM2MBHA,bron
55869,Sako TRG-21,BZBJ5CKR8A1KNH94G,bron
55870,Terminal Bluebird,F1DFEPFV53WHRFUG7,srodki_lacznosci
55871,Glock 19,685T8NAA6XX1VG4Z2,bron
55872,Latarka taktyczna,K1T6BXS03WJ4LWGWW,inne
55873,Terminal Bluebird,9RDK02276MT4MN5PM,srodki_lacznosci
55874,Glauberyt PM-98,S17S2MH08DS27YT7J,bron
55875,Terminal Bluebird,EBML9K3V0F0M2WRKL,srodki_lacznosci
55876,Apteczka taktyczna,0BGZDJVE9NJ0SSFHG,inne
55877,Alkomat AlcoQuant 6020,7A6NWX2L65GEVV5VC,inne
55878,Urzadzenie do detekcji narkotykow AlereTM DDS 2,SF6B760C2PYTMF52F,inne
55879,BMW serii 3,2WY63SBR32W7T8UVA,pojazd
55880,Kamizelka kuloodporna,FFJ8F2TE3Y7PS8NHG,inne
55881,Alkomat AlcoQuant 6020,3VB9XZ620FXKZBVMC,inne
55882,Alkomat AlcoQuant 6020,TMCBHV2A2BFMJDK21,inne
55883,Tonfa,YC8YBU6T9SZ4RTMN9,bron
55884,Kajdanki,ZN6WAC71237WGGWTD,inne
55885,Volkswagen Crafter,94ZBUM92X4SL5LZRC,pojazd
55886,Alkomat AlcoQuant 6020,GSFE6XZZ3MWNP8RNL,inne
55887,Latarka taktyczna,CP3UU96D76AK9K3EM,inne
55888,Radiostacja nasobna,1NNDSAZKXDDKGH2TT,srodki_lacznosci
55889,Terminal Bluebird,MCWR8HEL5VF5KLH9W,srodki_lacznosci
55890,Radiostacja nasobna,D7WBW5NA84LMHRRRR,srodki_lacznosci
55891,Toyota Corolla,CAGX3GHG42PT60JG3,pojazd
55892,Radiostacja nasobna,3HEZA59G1E1GKXWP9,srodki_lacznosci
55893,Glock 19,JZ5ZGS149X7N1LZ39,bron
55894,Toyota Corolla,M32YYD0V92UM96269,pojazd
55895,Skoda Superb,1DMLABNV5TUC3N2WD,pojazd
55896,Hyundai Tucson,5CA4SN2A9N0FV6SZ0,pojazd
55897,H&K MP5A3,G1GFHX657JKH7ESDR,bron
55898,Walther P99,RDK8DCN79AT9J9RH9,bron
55899,H&K MP5A3,ZXNW5S8Y75B2NNDFA,bron
55900,Alkomat AlcoQuant 6020,DY4LM1T27XNANFTKV,inne
55901,Volkswagen Transporter,M3FSNXP234N6ZKPCT,pojazd
55902,Hyundai Tucson,L83XY7R0XZB1ZRJ4Y,pojazd
55903,Volkswagen Crafter,GSJGHVVV28KWS18TP,pojazd
55904,Kajdanki,8Z2T03CA74GSJU8KE,inne
55905,Radiostacja nasobna,25BNP145XDTN4LAS4,srodki_lacznosci
55906,Opel Crossland X,28CTMX8C0BF1TCNK5,pojazd
55907,Toyota Corolla,4TGBV0WS7T7VLM8TH,pojazd
55908,Radiostacja nasobna,RGJ2AWML9HY66M0E7,srodki_lacznosci
55909,Kamizelka kuloodporna,62XGCP305YASUZE2F,inne
55910,Glock 17,FJRARTNM6JHA04M76,bron
55911,Radiostacja nasobna,B6ZT04797YLG56JD8,srodki_lacznosci
55912,Tonfa,JDYYNUUPXF82RJWLP,bron
55913,Radiostacja nasobna,DAYLDCHWXMYUHDG37,srodki_lacznosci
55914,Latarka taktyczna,RC56EBDZ0UEYEV67D,inne
55915,Volkswagen Transporter,LHHSV78G4SRX1A57V,pojazd
55916,Terminal Bluebird,C01NT6A35K6HLUD1T,srodki_lacznosci
55917,Toyota Corolla,0A0TDKF82SKD217YE,pojazd
55918,Terminal Bluebird,AUBV5GZD19PJ219Y2,srodki_lacznosci
55919,Volkswagen Crafter,CVM7B1EF6MKPJE0SE,pojazd
55920,Alkomat AlcoQuant 6020,0D5VS9Y5X2CMXU1JL,inne
55921,Kamizelka kuloodporna,NFUY15CZ4Y4B28712,inne
55922,Volkswagen Crafter,S44SCDUK8B1TWNS3T,pojazd
55923,Glock 19,B1GP8KBZ5F2HT063X,bron
55924,Sako TRG-21,XRJTUCHG7R1WPW90W,bron
55925,Hyundai Tucson,UAGMT4M1233S3B2WS,pojazd
55926,H&K G36,KW061TG38VRJWAEE2,bron
55927,Kamizelka kuloodporna,MDP938M6124USVYA9,inne
55928,Walther P99,04NA392Y8H2HA1R25,bron
55929,Skoda Superb,4LGGJ8YY0EGWR6F9Z,pojazd
55930,Apteczka taktyczna,W2PMVKVM6ASG9SV6K,inne
55931,Terminal Bluebird,U3US676A2AWL6SCBG,srodki_lacznosci
55932,Skoda Superb,VHCWD4JA5V1TFKCVB,pojazd
55933,Terminal Bluebird,ALGBD912XGVH3GNG9,srodki_lacznosci
55934,Terminal Bluebird,CFUSKCHG4TUJHMUVN,srodki_lacznosci
55935,Terminal Bluebird,VUZ9NTX589RNGJ0VS,srodki_lacznosci
55936,Tonfa,ZYVTAYG5871B62ML8,bron
55937,Glauberyt PM-98,TH51TUTW6LZ2YWEVS,bron
55938,Glock 26,MSUZZLCT9K28GB4VG,bron
55939,Alkomat AlcoQuant 6020,YVC623S2XSWKW2EAP,inne
55940,Kia Ceed III,22M98AFU7PD4G6T0V,pojazd
55941,HK UMP,B9A52C3Z6P31W18C7,bron
55942,Opel Crossland X,CJTRGU4W3FZLTH4DM,pojazd
55943,Glock 26,FRCZ7K9W7CEHA9HAR,bron
55944,Glock 19,7LN584VX1VKVJK8JH,bron
55945,Latarka taktyczna,T5CSEU96XBZDJ839C,inne
55946,Terminal Bluebird,59BLSLJL9US7M3V1D,srodki_lacznosci
55947,Kia Ceed III,37G6W2Y828TNUHCCN,pojazd
55948,Alkomat AlcoQuant 6020,GTZS6WCRX2RA96R9B,inne
55949,Latarka taktyczna,WAUHWT9TXKFAL710E,inne
55950,HK UMP,NKDLBSBK286XSBLRK,bron
55951,Kajdanki,5Z765MEW9P178GLC7,inne
55952,Skoda Superb,9RNF56V94LT8NT0X2,pojazd
55953,Kajdanki,AL6YLUNC4EE5ZNE23,inne
55954,Radiostacja nasobna,NF9HK9L05MZK87DE7,srodki_lacznosci
55955,Volkswagen Transporter,TXF0AAU17BDRE8M7H,pojazd
55956,HK UMP,E49CTEU99G1TYUNJS,bron
55957,Radiostacja nasobna,N7C7Z7JM46RZ8NACH,srodki_lacznosci
55958,Apteczka taktyczna,F0KRZ0GN3N0MV33AT,inne
55959,HK UMP,T7B3N7CJ3VF0ZMFPD,bron
55960,Kajdanki,GNEZZ0SX2D0KWLEHV,inne
55961,Terminal Bluebird,X68MSGGBXEM7N9W88,srodki_lacznosci
55962,Skoda Superb,NKFFUFRZ5EFZJSP8X,pojazd
55963,Kia Ceed III,EFVF8W4A0WM6LWT5H,pojazd
55964,Volkswagen Crafter,LAM0NCV99XH5W0KFU,pojazd
55965,Radiostacja nasobna,3M5Z7FGU5ALB5SMTZ,srodki_lacznosci
55966,Apteczka taktyczna,BFBNV9RF8TRCD8X42,inne
55967,Skoda Superb,K0YPHPWZ0SYC4658Z,pojazd
55968,Toyota Corolla,2F23LW2W03FX4FYUL,pojazd
55969,Radiostacja nasobna,S7388FCA335W4PHJ9,srodki_lacznosci
55970,Hyundai Tucson,E0M7M39A065WCRG4Y,pojazd
55971,Apteczka taktyczna,0BZNRLZ70RY546D35,inne
55972,Toyota Corolla,YCF7CWUT1WGG842V0,pojazd
55973,Volkswagen Transporter,8AFHF1GT0ZMMK2VMH,pojazd
55974,H&K MP5A3,MLR4YJKW3RWFR5V9D,bron
55975,Radiostacja nasobna,2ACAYPE29YCDCUL3Y,srodki_lacznosci
55976,Terminal Bluebird,NZLTUL2P0GRZ8VWDM,srodki_lacznosci
55977,H&K MP5A3,ZSN9ANAZ284K5VW5J,bron
55978,Opel Crossland X,PKPK3M267USXZANMF,pojazd
55979,BMW serii 3,9515T5WZ7PC6H49XG,pojazd
55980,Radiostacja nasobna,J90BMR787SGDCB9U9,srodki_lacznosci
55981,Walther P99,183G27YS5BT4TTX2Y,bron
55982,Urzadzenie do detekcji narkotykow AlereTM DDS 2,ECXBKW8B2SYYEV6DY,inne
55983,Radiostacja nasobna,4EN7HLLB6XZS31TC5,srodki_lacznosci
55984,Urzadzenie do detekcji narkotykow AlereTM DDS 2,EDS0DGPZ1C5W7ZXD3,inne
55985,Radiostacja nasobna,3ZNF05HZ8ZTFV5GLZ,srodki_lacznosci
55986,Latarka taktyczna,S1C8985X3YRRDYYN7,inne
55987,Opel Crossland X,2AEAJVSA7VYPM8B2V,pojazd
55988,Alkomat AlcoQuant 6020,YXU01XFB25L98UDJZ,inne
55989,Volkswagen Transporter,N9DF1U961SWFNT5UY,pojazd
55990,Terminal Bluebird,NDUBYL7A1B6U244LJ,srodki_lacznosci
55991,Apteczka taktyczna,YPDU3X4Z8HBEXJZNY,inne
55992,Volkswagen Transporter,UYA54LY92YD8YSNAL,pojazd
55993,Terminal Bluebird,LE1DBS3G9C641TASU,srodki_lacznosci
55994,HK UMP,LA9WC260815VUZ14J,bron
55995,Radiostacja nasobna,PAJBBZ538JCS4B0RE,srodki_lacznosci
55996,Kajdanki,B7V7TZ2P6SR197F3C,inne
55997,Terminal Bluebird,LKW8G1D54F0M20Y8P,srodki_lacznosci
55998,Toyota Corolla,LY59JTFJX1L8S8T8L,pojazd
55999,H&K G36,WSURK49S365M20C5Y,bron
56000,Toyota Corolla,78ZMUWJZ8DDJ8K39U,pojazd
56001,Terminal Bluebird,M21VSR9Y09DCBV7MM,srodki_lacznosci
56002,Latarka taktyczna,7TWDS3W53JDNWAUBB,inne
56003,Kajdanki,H018D1068AVCHURVB,inne
56004,Volkswagen Transporter,RMBCWMZ67F687UMLY,pojazd
56005,H&K G36,015JRW176UXG19LZG,bron
56006,Glock 26,2A00VBX69XSKCRP98,bron
56007,Radiostacja nasobna,LCYS8UWD7X30PGEPN,srodki_lacznosci
56008,Kajdanki,2DA7U4L75DA252F15,inne
56009,Latarka taktyczna,8DXTB1LH7F7VRR8UF,inne
56010,Radiostacja nasobna,NVZJYZUM3FVYAPBW9,srodki_lacznosci
56011,Glauberyt PM-98,TPS0FKA935X5F60S3,bron
56012,Terminal Bluebird,VKF525ZM17KUM85SS,srodki_lacznosci
56013,Terminal Bluebird,AP1X63U26HPCDBHK0,srodki_lacznosci
56014,Latarka taktyczna,S6B3Y59H0RWMYYX2D,inne
56015,Radiostacja nasobna,76D0XCFG3NN3BGMKH,srodki_lacznosci
56016,Glauberyt PM-98,GY990V8R289NXD7WV,bron
56017,Glock 26,L8KWGUJH105RRKHG5,bron
56018,Apteczka taktyczna,HMEVS0SZ9K5ZNV2DK,inne
56019,Hyundai Tucson,1H9BZTD24SGLM0B65,pojazd
56020,Urzadzenie do detekcji narkotykow AlereTM DDS 2,EA8HCW132VJ8X4ZMS,inne
56021,Radiostacja nasobna,8CH8EZM77CKVDS4KS,srodki_lacznosci
56022,Radiostacja nasobna,7LPRW8774DP57F32M,srodki_lacznosci
56023,Terminal Bluebird,SDKGLN1Z7F87EPUKY,srodki_lacznosci
56024,Alkomat AlcoQuant 6020,9N8UNBLJ0XYJBJA1V,inne
56025,Skoda Superb,FM51Y6M30RJHLKKMK,pojazd
56026,Skoda Superb,EGWEYUUY2U4795KM5,pojazd
56027,BMW serii 3,52KUGPHM2MEH8ELW8,pojazd
56028,Kajdanki,GC8T04P81MFL9PNLH,inne
56029,Urzadzenie do detekcji narkotykow AlereTM DDS 2,3U3E0RZ34LHYY2V42,inne
56030,Radiostacja nasobna,1C1538NK73GGVLVX2,srodki_lacznosci
56031,Hyundai Tucson,ATXAA096553VGSUSE,pojazd
56032,Skoda Superb,PB74NDVY5V25R3MHD,pojazd
56033,BMW serii 3,W3BG0RP6423FB014Y,pojazd
56034,H&K MP5A3,AMG0BGBH9PXF1M62M,bron
56035,Kajdanki,ZDRVKEEN2PD6ZAJTB,inne
56036,Glock 17,8DY6UWEE7A6YTY8S9,bron
56037,Beretta APX,FVHTPVG00646E2BR6,bron
56038,Glock 26,W5TRG8275LZDJMHBS,bron
56039,Alkomat AlcoQuant 6020,31FETKA890LXMFSFY,inne
56040,Kia Ceed III,HN17XFCZ1JEYW0HUZ,pojazd
56041,Terminal Bluebird,KPMJ2K2E7ZDSFNTNK,srodki_lacznosci
56042,Volkswagen Crafter,XR5HPVMK76Z4K38EG,pojazd
56043,Volkswagen Transporter,MNXDNP9J1ZSGYHP8F,pojazd
56044,Walther P99,JJ0Y92BE754VAYGV9,bron
56045,Radiostacja nasobna,19D84DL35TW1523CB,srodki_lacznosci
56046,Radiostacja nasobna,EYLM1ZBK42WEULDGW,srodki_lacznosci
56047,Volkswagen Crafter,VVSRVJTR83M3XF3XF,pojazd
56048,HK UMP,3EB6MUEB2YJ9GLARU,bron
56049,Tonfa,T5KU53RA2HZN5L4SS,bron
56050,Radiostacja nasobna,JP79K25BX3XPYXXHC,srodki_lacznosci
56051,Terminal Bluebird,17YXWD2Z1AY7CF345,srodki_lacznosci
56052,Kia Ceed III,89SSYZWVXGUVG7AXX,pojazd
56053,Kajdanki,9G2F5EP15GXE5GPJC,inne
56054,Apteczka taktyczna,Y4XB3PL33XYHGHZWE,inne
56055,Alkomat AlcoQuant 6020,6V3CAFXR0B76N5DA4,inne
56056,Terminal Bluebird,65T79RKR5TAR4AXFW,srodki_lacznosci
56057,Kajdanki,BLLL9FFW2ZT5CKBWM,inne
56058,Walther P99,1KVT2C552SP7U1CUF,bron
56059,Terminal Bluebird,62WWLHH43R09SH9MF,srodki_lacznosci
56060,Opel Crossland X,98DC7FES4FAAXRMM3,pojazd
56061,Walther P99,4PJKPBCBXASAF9T0X,bron
56062,BMW serii 3,C91R707J1NW0EWT7E,pojazd
56063,Glock 19,ZSGJEEPF9VYRCDF4H,bron
56064,Glauberyt PM-98,RN3PPB41XA94YL739,bron
56065,Opel Crossland X,LHA3YHGE5L8MH0BDK,pojazd
56066,Walther P99,K551H80L5BW8B7B0D,bron
56067,Radiostacja nasobna,W4PYN2FR373Y7S1DW,srodki_lacznosci
56068,Alkomat AlcoQuant 6020,WRVA2JSZ8NTX42TWB,inne
56069,Apteczka taktyczna,FBPAJ4RU37AVTAG9V,inne
56070,Alkomat AlcoQuant 6020,Z5KZTMGN9ZAFW3XUU,inne
56071,Walther P99,XUN3W0W42KJJDD0VJ,bron
56072,Kamizelka kuloodporna,G6CTGJGF7WS9TYNLA,inne
56073,Alkomat AlcoQuant 6020,P4XBFL696ZLKXLVBT,inne
56074,Glock 19,S8DD3RDHX2HYHME5E,bron
56075,Urzadzenie do detekcji narkotykow AlereTM DDS 2,40GDYXR7XRDBF7G4N,inne
56076,Radiostacja nasobna,73S7HKEF7P48SCTLH,srodki_lacznosci
56077,Glock 19,72UN8T959YRFWVY0D,bron
56078,Hyundai Tucson,2YDZHJ9H5HV1U9NR1,pojazd
56079,Glock 19,SP6N1WLHXPKEXT8G7,bron
56080,H&K G36,9LLKYGJD5KY7SNR0G,bron
56081,H&K MP5A3,9MX7NKDW9JV3XF2ZF,bron
56082,Glock 26,24CA83V515YWAH4EW,bron
56083,Kamizelka kuloodporna,HZTUNXPJ3D9M0G94Y,inne
56084,Terminal Bluebird,NKPEM9S2X8B5S96V5,srodki_lacznosci
56085,Volkswagen Transporter,U86M77857E5MVLHYZ,pojazd
56086,Glauberyt PM-98,FT5TLE53XL0423V0A,bron
56087,Alkomat AlcoQuant 6020,A78W92AE1F1SDMSBW,inne
56088,Kia Ceed III,0VN9C7115ZGNVRX8J,pojazd
56089,Terminal Bluebird,1JYE7JYRXDJFG5SXV,srodki_lacznosci
56090,Sako TRG-21,9HYD2T1LXJEP8LJW0,bron
56091,H&K G36,EKHDXKBV1RSPW78W4,bron
56092,Volkswagen Crafter,3UTSKV5G8GA5A218Y,pojazd
56093,Skoda Superb,TU4DH6DK6NF2945VF,pojazd
56094,Glock 19,0F6X9EXB74U9K402P,bron
56095,Kamizelka kuloodporna,F6DZPTNL89AGN96DR,inne
56096,Kia Ceed III,930UWKE08F77F8XAR,pojazd
56097,Skoda Superb,JDEUS6UE9R7YLFND3,pojazd
56098,Glock 26,SCL3AWEG45914V7HX,bron
56099,H&K G36,40PD2DU69WR7JSCL0,bron
56100,Glock 19,8ADT9K3B6WM3J1060,bron
56101,Terminal Bluebird,M85PT96321RH3017L,srodki_lacznosci
56102,Radiostacja nasobna,HBP9FJTV2CYGNC91P,srodki_lacznosci
56103,H&K MP5A3,T0HEDRG5XJ58HRRM0,bron
56104,Sako TRG-21,LNAZXGY07EAXLZM0P,bron
56105,Kajdanki,WY6U36DH4XZC4VWU1,inne
56106,Walther P99,3NGC1CF35K3UPH44T,bron
56107,Radiostacja nasobna,1PG75VKU6UNEHVJCG,srodki_lacznosci
56108,Glock 17,A84RDWXK004GAR1U7,bron
56109,Hyundai Tucson,P51V6E8C690N01LKW,pojazd
56110,Terminal Bluebird,3ETJCXUU2UE3YTVDE,srodki_lacznosci
56111,Urzadzenie do detekcji narkotykow AlereTM DDS 2,ZS5VTPXN8ZLK12FVX,inne
56112,Toyota Corolla,0EM8JSRN0JV30H9YH,pojazd
56113,Apteczka taktyczna,X95YBRN42U24LHXDF,inne
56114,Kajdanki,9CX2HTHG2ZZ0RY0L1,inne
56115,Terminal Bluebird,Y3DF9EFL6KY2CD3GX,srodki_lacznosci
56116,Skoda Superb,JGE43V9543PV0TSLB,pojazd
56117,Glauberyt PM-98,7UP62VP730JF5GY9L,bron
56118,Glock 17,NBTADTHG2F61J3ZLJ,bron
56119,Glock 19,5E10YBZN1W26ENENU,bron
56120,Apteczka taktyczna,YK7UA98E7PSJN54BX,inne
56121,Toyota Corolla,1P94S29J8SR0HAUXZ,pojazd
56122,Radiostacja nasobna,S5T48XUC6MF91KH08,srodki_lacznosci
56123,Terminal Bluebird,7X90GYZE2L9A4X98K,srodki_lacznosci
56124,Hyundai Tucson,1HX8ZG8EXER7PY1NJ,pojazd
56125,Alkomat AlcoQuant 6020,XFPL0UJW6GDYMP2ZY,inne
56126,Glock 17,EFF7NUFU24EVX0VRY,bron
56127,Opel Crossland X,7KE1RNEH7RVE44X79,pojazd
56128,Tonfa,VB85BBCG5YW5YWVD9,bron
56129,Latarka taktyczna,MUM26CXL4P1HRGYKU,inne
56130,Volkswagen Crafter,XRP7RL383U4EPLF2G,pojazd
56131,Kia Ceed III,TZRN9VJV6F3JFLVET,pojazd
56132,Terminal Bluebird,D8EMYXSP3CEY9SHG2,srodki_lacznosci
56133,Sako TRG-21,Y7TU4W9SXN7D62UEV,bron
56134,Toyota Corolla,5A9NNE5L7V1FW5ZHM,pojazd
56135,Radiostacja nasobna,CK08B8GS8B5B6N1MF,srodki_lacznosci
56136,Glock 19,WBCRYPNX66EEXNK4H,bron
56137,Apteczka taktyczna,J8B41E9R9U10AL17S,inne
56138,Radiostacja nasobna,ACZWEKL791HAAPBXZ,srodki_lacznosci
56139,Hyundai Tucson,XVXPM3UB3SKW0L9DC,pojazd
56140,Apteczka taktyczna,BMU518750BVWLAHV4,inne
56141,Kamizelka kuloodporna,BJJYHT181Y40F3096,inne
56142,Terminal Bluebird,YS07VT4F9MTEPMJGJ,srodki_lacznosci
56143,Terminal Bluebird,ZHU902HH2M0ZEPGDH,srodki_lacznosci
56144,Kamizelka kuloodporna,G42U1ZXB6WVV604N7,inne
56145,BMW serii 3,EK8ELZVK39L028JL0,pojazd
56146,Terminal Bluebird,U2D6SY5Z3WLMV5TKE,srodki_lacznosci
56147,Terminal Bluebird,PFH632BM2UGD1EBKC,srodki_lacznosci
56148,Kia Ceed III,84UJZD0S435P327WE,pojazd
56149,Radiostacja nasobna,38BXJHV22LHTZFD0F,srodki_lacznosci
56150,H&K G36,FDDJ3JR0X51PED793,bron
56151,Radiostacja nasobna,6UTXVCPY1P6LDRTZ2,srodki_lacznosci
56152,Toyota Corolla,ZJZZ6G327XB8RU3SK,pojazd
56153,Volkswagen Crafter,2SPR20Y91DTG7YX4W,pojazd
56154,Latarka taktyczna,CWYFFFWM6W50MS3GP,inne
56155,Radiostacja nasobna,YDS0CS2C7VGUCKFF2,srodki_lacznosci
56156,Volkswagen Crafter,4Z102BUR5K4TY1ZJX,pojazd
56157,Toyota Corolla,7SYR48A4095B3A5B0,pojazd
56158,Volkswagen Transporter,NRKRC5HJ9Z4YDFK1A,pojazd
56159,Radiostacja nasobna,ZN5CPGR5XS1NK3JFY,srodki_lacznosci
56160,Walther P99,Y4NMRU932DYYLR2WX,bron
56161,Terminal Bluebird,6148R1ZU95CWHGJCB,srodki_lacznosci
56162,Tonfa,VZLV55AR73K67FY1S,bron
56163,Walther P99,62MGD4F171S2LSV1E,bron
56164,H&K MP5A3,F64NMF5C7C3U0RAVX,bron
56165,Skoda Superb,9GVN0HHW6RG5C1EET,pojazd
56166,Glock 26,SFPFT8AJ6P2DBKTLU,bron
56167,Radiostacja nasobna,LNNWGJYP0F4HTC690,srodki_lacznosci
56168,Apteczka taktyczna,XLE7VDSM3R3YBYHG7,inne
56169,Radiostacja nasobna,FKSFSLPP1BA06LCHA,srodki_lacznosci
56170,Terminal Bluebird,NDK60VMR4ZGYJ9NR9,srodki_lacznosci
56171,Glock 17,626SBRGF3PXWJDKRS,bron
56172,H&K MP5A3,X649N43Z4RZDWRZEF,bron
56173,Latarka taktyczna,GCKLYY6F5BT7XYN89,inne
56174,Terminal Bluebird,5VLPE70N3RH60G2VF,srodki_lacznosci
56175,Terminal Bluebird,1WS6HVFY0NJK1A9KF,srodki_lacznosci
56176,Terminal Bluebird,H6SZEY3V3TRJ9KYAM,srodki_lacznosci
56177,Urzadzenie do detekcji narkotykow AlereTM DDS 2,URZA5C5TXCZ4UHGT5,inne
56178,Glock 19,7FKR64KV5Y7EXNBD8,bron
56179,Alkomat AlcoQuant 6020,PHBASVKMXKA4GH55L,inne
56180,Glauberyt PM-98,455FPUXR8LD5UTW5H,bron
56181,Radiostacja nasobna,GPUYX4B7083F1ZKHJ,srodki_lacznosci
