ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
5239,Komisariat 5240,"pl. Bociania 54
28-459 Przemysl",19
5240,Komisariat 5241,"ulica Rolnicza 570
62-345 Marki",20
5241,Komisariat 5242,"plac Lesna 65
67-164 Ostroda",21
5242,Komisariat 5243,"al. Zwirki i Wigury 03
02-347 Knurow",21
5243,Komisariat 5244,"aleja Jana III Sobieskiego 95/41
06-828 Grudziadz",19
5244,Komisariat 5245,"al. Nadbrzezna 489
37-377 Mikoow",16
5245,Komisariat 5246,"al. Odrzanska 43
70-334 Wejherowo",25
5246,Komisariat 5247,"plac Towarowa 90/86
16-947 Pia",15
5247,Komisariat 5248,"ulica Jesionowa 13
98-902 Pia",20
5248,Komisariat 5249,"ul. Kielecka 75
56-673 Biaa Podlaska",25
5249,Komisariat 5250,"al. Batycka 42/45
26-014 Oawa",20
5250,Komisariat 5251,"pl. Zielna 93/62
79-316 Czechowice-Dziedzice",14
5251,Komisariat 5252,"pl. Stolarska 91
17-542 Goleniow",21
5252,Komisariat 5253,"al. Kielecka 13
03-974 Olsztyn",20
5253,Komisariat 5254,"al. Jana III Sobieskiego 06/13
76-062 Tarnobrzeg",17
5254,Komisariat 5255,"aleja Wspolna 10
40-966 Czechowice-Dziedzice",21
5255,Komisariat 5256,"pl. Poudniowa 66/36
03-762 Kutno",17
5256,Komisariat 5257,"aleja Urocza 74
91-925 Kwidzyn",19
5257,Komisariat 5258,"ulica Zwirki i Wigury 721
63-432 Jaso",19
5258,Komisariat 5259,"al. Sowicza 25
85-401 Ruda Slaska",22
5259,Komisariat 5260,"pl. Rataja 54
77-025 Lebork",16
5260,Komisariat 5261,"al. Browarna 922
41-969 Torun",19
5261,Komisariat 5262,"ulica Wysoka 53
75-445 Czerwionka-Leszczyny",22
5262,Komisariat 5263,"plac Truskawkowa 64/98
05-673 Kalisz",17
5263,Komisariat 5264,"al. Zbozowa 65/34
75-596 Pszczyna",19
5264,Komisariat 5265,"pl. Mazowiecka 679
92-798 Zamosc",26
5265,Komisariat 5266,"aleja Bociania 260
19-504 Raciborz",19
5266,Komisariat 5267,"al. Diamentowa 210
31-545 Starogard Gdanski",22
5267,Komisariat 5268,"al. Olchowa 438
73-603 Czestochowa",27
5268,Komisariat 5269,"plac Glowna 79/43
48-312 Wocawek",22
5269,Komisariat 5270,"al. Wiazowa 41/22
48-716 Starachowice",14
5270,Komisariat 5271,"pl. Sosnowa 41
71-481 Minsk Mazowiecki",16
5271,Komisariat 5272,"ulica Wadysawa okietka 81/11
72-683 Leszno",24
5272,Komisariat 5273,"ulica Gorna 10/63
70-285 Olkusz",26
5273,Komisariat 5274,"pl. Paacowa 16
51-640 Opole",27
5274,Komisariat 5275,"plac Stolarska 19
05-712 Cieszyn",17
5275,Komisariat 5276,"ul. Kasprowicza 64/13
29-252 Wrocaw",25
5276,Komisariat 5277,"ulica Polna 926
46-698 Ostrowiec Swietokrzyski",20
5277,Komisariat 5278,"pl. Wisniowa 56/68
91-838 Nowy Sacz",26
5278,Komisariat 5279,"pl. Swierkowa 649
24-698 Grudziadz",27
5279,Komisariat 5280,"aleja Drzymay 99
60-854 Chorzow",22
5280,Komisariat 5281,"plac Ludowa 06/15
60-133 Lebork",20
5281,Komisariat 5282,"ul. Reja 22/97
91-256 Mawa",25
5282,Komisariat 5283,"ulica Storczykowa 03/89
60-027 Nysa",26
5283,Komisariat 5284,"ul. Szarych Szeregow 96/15
89-565 Zakopane",20
5284,Komisariat 5285,"ulica Norwida 58
25-592 Leszno",23
5285,Komisariat 5286,"pl. Kochanowskiego 03/19
77-115 Bielsk Podlaski",19
5286,Komisariat 5287,"aleja Jadwigi 31
87-034 Lubliniec",26
5287,Komisariat 5288,"ulica Maczka 31
98-944 Gniezno",20
5288,Komisariat 5289,"aleja Sowackiego 410
96-542 Sopot",18
5289,Komisariat 5290,"al. anowa 72
32-559 Bydgoszcz",22
5290,Komisariat 5291,"pl. Teczowa 73
23-470 Pabianice",21
5291,Komisariat 5292,"al. Krotka 67/03
27-719 Mawa",21
5292,Komisariat 5293,"pl. Kamienna 02/26
72-341 Krasnik",25
5293,Komisariat 5294,"ulica Handlowa 54
95-765 Tomaszow Mazowiecki",22
5294,Komisariat 5295,"aleja Lubelska 995
30-493 Bielsko-Biaa",16
5295,Komisariat 5296,"ulica Grunwaldzka 84
74-234 Gdansk",26
5296,Komisariat 5297,"ul. Gaczynskiego 853
78-966 Legionowo",27
5297,Komisariat 5298,"al. Cedrowa 27
50-502 Biaystok",16
5298,Komisariat 5299,"plac Pisudskiego 97/06
83-213 ukow",25
5299,Komisariat 5300,"aleja Okulickiego 498
28-812 Jastrzebie-Zdroj",11
5300,Komisariat 5301,"ulica Czestochowska 35
15-218 Bydgoszcz",14
5301,Komisariat 5302,"aleja Sadowa 441
16-242 Sanok",26
5302,Komisariat 5303,"plac Maja 172
39-297 Wrocaw",21
5303,Komisariat 5304,"plac Kossaka 08/04
75-300 Lubartow",20
5304,Komisariat 5305,"al. Orzeszkowej 14
45-119 Gorzow Wielkopolski",13
5305,Komisariat 5306,"ul. Podwale 83/35
44-249 Kutno",13
5306,Komisariat 5307,"ul. Armii Krajowej 27
28-342 Krasnik",15
5307,Komisariat 5308,"al. Zaciszna 12/86
40-813 Kutno",22
5308,Komisariat 5309,"ul. Waowa 92
94-843 Swietochowice",22
5309,Komisariat 5310,"al. Dabrowskiego 256
93-727 Skarzysko-Kamienna",17
5310,Komisariat 5311,"ulica Armii Krajowej 79/98
74-458 Siemianowice Slaskie",19
5311,Komisariat 5312,"plac Wierzbowa 98/65
29-116 Inowrocaw",20
5312,Komisariat 5313,"ul. Staszica 992
66-091 Gogow",26
5313,Komisariat 5314,"ulica Kolejowa 28/11
14-202 owicz",25
5314,Komisariat 5315,"plac Pomorska 290
78-728 Krotoszyn",23
5315,Komisariat 5316,"aleja Tartaczna 182
32-440 Oawa",23
5316,Komisariat 5317,"plac Wisniowa 41/09
09-254 Zambrow",25
5317,Komisariat 5318,"plac Zielona 96
61-456 Gogow",18
5318,Komisariat 5319,"aleja Krzywa 38
45-978 Rumia",19
5319,Komisariat 5320,"ulica Tysiaclecia 44/71
73-168 Woomin",22
5320,Komisariat 5321,"pl. Bursztynowa 77
50-468 Mielec",18
5321,Komisariat 5322,"al. Skargi 391
83-982 Elblag",20
5322,Komisariat 5323,"ul. Mazowiecka 188
84-401 Jaso",20
5323,Komisariat 5324,"al. Koataja 457
63-664 Wyszkow",19
5324,Komisariat 5325,"ulica Wyzwolenia 532
09-815 Tychy",17
5325,Komisariat 5326,"aleja Brzozowa 91
88-310 Stalowa Wola",13
5326,Komisariat 5327,"ul. Krzywa 16
38-573 Torun",17
5327,Komisariat 5328,"pl. Mysliwska 388
57-304 Warszawa",23
5328,Komisariat 5329,"ulica Koataja 871
12-797 Zgierz",25
5329,Komisariat 5330,"plac Graniczna 753
61-788 Ruda Slaska",15
5330,Komisariat 5331,"pl. Bydgoska 793
40-743 Supsk",16
5331,Komisariat 5332,"pl. Kruczkowskiego 83/44
75-430 Zyrardow",17
5332,Komisariat 5333,"aleja Makowa 236
12-444 owicz",12
5333,Komisariat 5334,"aleja Magnoliowa 630
93-851 Zielona Gora",14
5334,Komisariat 5335,"aleja Szeroka 21/55
05-220 Czerwionka-Leszczyny",27
5335,Komisariat 5336,"ulica Niecaa 18
86-353 Swiebodzice",17
5336,Komisariat 5337,"plac Powstancow 53
25-788 Bedzin",19
5337,Komisariat 5338,"plac Jana III Sobieskiego 07
74-922 Sopot",27
5338,Komisariat 5339,"ul. Konopnickiej 624
95-406 Siedlce",13
5339,Komisariat 5340,"plac Piekna 45
20-931 Piastow",18
5340,Komisariat 5341,"plac Bekitna 537
16-565 Zagan",17
5341,Komisariat 5342,"plac Miodowa 99/13
49-912 Piaseczno",16
5342,Komisariat 5343,"ul. Wschodnia 919
85-219 Knurow",21
5343,Komisariat 5344,"al. Mynska 470
31-530 Swietochowice",21
5344,Komisariat 5345,"pl. Jana Pawa II 79
54-332 Suwaki",20
5345,Komisariat 5346,"pl. Jaworowa 36/01
51-953 Jawor",21
5346,Komisariat 5347,"plac Rajska 942
77-594 Tomaszow Mazowiecki",21
5347,Komisariat 5348,"plac Batycka 627
35-149 Skarzysko-Kamienna",23
5348,Komisariat 5349,"pl. Skodowskiej-Curie 41/26
97-762 Lublin",24
5349,Komisariat 5350,"pl. Reymonta 60/66
05-953 Zgierz",17
5350,Komisariat 5351,"plac Podmiejska 56
96-665 Myszkow",25
5351,Komisariat 5352,"aleja Jagiellonska 30
16-007 Oswiecim",20
5352,Komisariat 5353,"plac Rolnicza 524
27-873 Rumia",22
5353,Komisariat 5354,"al. Jarzebinowa 85
34-189 Piotrkow Trybunalski",25
5354,Komisariat 5355,"ul. Gorska 076
05-272 Koscian",20
5355,Komisariat 5356,"plac Ksiezycowa 81/85
56-247 Wielun",24
5356,Komisariat 5357,"al. Opolska 409
21-471 Chrzanow",23
5357,Komisariat 5358,"ulica Wiatraczna 93/80
29-890 Lubon",19
5358,Komisariat 5359,"aleja Strzelecka 04/89
93-275 Wyszkow",13
5359,Komisariat 5360,"pl. Andersa 386
15-947 Olsztyn",31
5360,Komisariat 5361,"aleja Dugosza 01
91-605 Bedzin",15
5361,Komisariat 5362,"ulica Miodowa 46
47-732 Tczew",22
5362,Komisariat 5363,"pl. Sawickiej 00/77
33-470 Ciechanow",22
5363,Komisariat 5364,"ulica Rolnicza 35
35-557 Oswiecim",18
5364,Komisariat 5365,"pl. Niecaa 673
79-591 Zary",16
5365,Komisariat 5366,"pl. Kilinskiego 76
45-684 Czeladz",17
5366,Komisariat 5367,"al. Nowa 166
82-671 Sopot",26
5367,Komisariat 5368,"pl. Lipca 53/50
08-142 ukow",17
5368,Komisariat 5369,"pl. Grunwaldzka 870
68-238 Ostrowiec Swietokrzyski",17
5369,Komisariat 5370,"plac Grottgera 427
60-335 Malbork",19
5370,Komisariat 5371,"aleja Malczewskiego 21
82-274 Siemianowice Slaskie",22
5371,Komisariat 5372,"al. Handlowa 43/92
28-440 Czerwionka-Leszczyny",26
5372,Komisariat 5373,"plac Poudniowa 92/49
93-562 Biaystok",27
5373,Komisariat 5374,"pl. Hutnicza 695
38-109 Zory",18
5374,Komisariat 5375,"plac Puaskiego 70
53-306 Zakopane",17
5375,Komisariat 5376,"aleja Gowackiego 44/04
02-946 Wielun",19
5376,Komisariat 5377,"pl. Maczka 69
13-020 Grodzisk Mazowiecki",19
5377,Komisariat 5378,"aleja Bociania 65
12-976 Szczytno",21
5378,Komisariat 5379,"al. Jagodowa 29/71
66-321 Jarosaw",21
5379,Komisariat 5380,"pl. Rejtana 99/37
57-588 Lublin",18
5380,Komisariat 5381,"aleja Krucza 84
06-822 Inowrocaw",14
5381,Komisariat 5382,"ulica Prosta 560
14-288 Swiecie",21
5382,Komisariat 5383,"pl. Lotnicza 614
08-906 Chojnice",25
5383,Komisariat 5384,"ul. Bema 02
83-996 Bedzin",18
5384,Komisariat 5385,"ul. Miosza 517
64-010 Brzeg",14
5385,Komisariat 5386,"ulica Dobra 62
76-001 Wielun",21
5386,Komisariat 5387,"ulica Jaworowa 62
24-361 Krotoszyn",25
5387,Komisariat 5388,"pl. Gowackiego 13/20
09-305 Wabrzych",28
5388,Komisariat 5389,"al. Maczka 27/75
13-327 Krakow",16
5389,Komisariat 5390,"ul. Solidarnosci 90/57
52-605 Ek",14
5390,Komisariat 5391,"pl. Podwale 444
94-188 Olkusz",14
5391,Komisariat 5392,"pl. Mickiewicza 09/20
91-456 Nowy Targ",17
5392,Komisariat 5393,"pl. Ponocna 26
74-028 aziska Gorne",18
5393,Komisariat 5394,"ul. Kaszubska 811
17-982 Swidnica",20
5394,Komisariat 5395,"plac Wieniawskiego 73
16-453 Sosnowiec",22
5395,Komisariat 5396,"pl. Korczaka 766
61-892 odz",32
5396,Komisariat 5397,"ul. Kasprowicza 14
49-561 Otwock",17
5397,Komisariat 5398,"plac Poprzeczna 283
67-025 Swidnik",31
5398,Komisariat 5399,"plac Wysoka 181
30-438 Lubartow",25
5399,Komisariat 5400,"pl. Piwna 517
11-818 Dabrowa Gornicza",26
5400,Komisariat 5401,"aleja Chmielna 26/33
98-674 Piaseczno",25
5401,Komisariat 5402,"plac Wiejska 233
21-427 Ketrzyn",22
5402,Komisariat 5403,"pl. Wadysawa Jagiey 54
38-984 Otwock",18
5403,Komisariat 5404,"ul. Zielona 576
41-759 Sanok",14
5404,Komisariat 5405,"plac Mickiewicza 704
31-760 Swidnica",19
5405,Komisariat 5406,"plac Kolorowa 61
26-984 Bolesawiec",20
5406,Komisariat 5407,"plac Waska 40/82
23-879 Skarzysko-Kamienna",16
5407,Komisariat 5408,"plac Strumykowa 78/89
91-997 Jaworzno",19
5408,Komisariat 5409,"pl. Krotka 99/40
31-969 Sroda Wielkopolska",24
5409,Komisariat 5410,"ulica Cyprysowa 446
34-337 Polkowice",14
5410,Komisariat 5411,"al. Lotnicza 51/77
05-127 Swietochowice",16
5411,Komisariat 5412,"al. Kaszubska 08/81
33-508 Tomaszow Mazowiecki",16
5412,Komisariat 5413,"plac Chemonskiego 00
57-615 Dzierzoniow",17
5413,Komisariat 5414,"aleja Strzelecka 59
31-918 Wocawek",22
5414,Komisariat 5415,"pl. Morcinka 76
12-520 Malbork",16
5415,Komisariat 5416,"ul. Gogowa 108
09-893 Kwidzyn",12
5416,Komisariat 5417,"al. Ponocna 74/77
76-835 Nowy Sacz",17
5417,Komisariat 5418,"pl. Kielecka 288
42-972 Tarnow",19
5418,Komisariat 5419,"aleja Czestochowska 655
55-557 Bechatow",16
5419,Komisariat 5420,"plac Kosynierow 130
57-980 Wielun",23
5420,Komisariat 5421,"ul. Floriana 868
46-092 Krasnik",16
5421,Komisariat 5422,"pl. Rajska 11
34-037 Przemysl",23
5422,Komisariat 5423,"plac Sonecznikowa 500
08-198 Koscian",26
5423,Komisariat 5424,"al. Mieszka I 92/32
14-778 Radomsko",14
5424,Komisariat 5425,"al. Torunska 18/60
61-111 Wrzesnia",26
5425,Komisariat 5426,"ulica Storczykowa 46
36-900 Zyrardow",23
5426,Komisariat 5427,"ul. Mynarska 635
95-272 Mawa",34
5427,Komisariat 5428,"pl. Krasinskiego 22
36-046 Kedzierzyn-Kozle",15
5428,Komisariat 5429,"aleja Cegielniana 719
41-815 Lubliniec",25
5429,Komisariat 5430,"ul. Piaskowa 72/11
98-637 Koo",23
5430,Komisariat 5431,"pl. Wrzosowa 424
79-308 Dzierzoniow",16
5431,Komisariat 5432,"ulica Wislana 00/38
33-609 Elblag",13
5432,Komisariat 5433,"plac Krokusowa 50
25-747 Bolesawiec",27
5433,Komisariat 5434,"plac Ceglana 64
85-623 Wyszkow",14
5434,Komisariat 5435,"ul. Cmentarna 90
70-427 Mawa",18
5435,Komisariat 5436,"pl. Owocowa 26/20
33-696 Pabianice",26
5436,Komisariat 5437,"plac Batycka 36
92-278 Mawa",20
5437,Komisariat 5438,"plac Orzechowa 114
79-091 Otwock",26
5438,Komisariat 5439,"ulica Tylna 551
23-390 Swiecie",20
5439,Komisariat 5440,"ul. Borowkowa 003
67-117 Cieszyn",22
5440,Komisariat 5441,"al. Dojazdowa 434
56-869 Bechatow",17
5441,Komisariat 5442,"ul. Tylna 785
44-306 Dzierzoniow",25
5442,Komisariat 5443,"pl. Zakole 81/37
04-156 Pia",19
5443,Komisariat 5444,"plac Pomorska 190
83-433 Nowy Sacz",10
5444,Komisariat 5445,"pl. Zamkowa 706
32-507 Szczytno",22
5445,Komisariat 5446,"ulica Pocztowa 51
35-446 Raciborz",20
5446,Komisariat 5447,"pl. Rzemieslnicza 57
80-902 owicz",15
5447,Komisariat 5448,"ulica Ksiezycowa 176
54-956 Kielce",19
5448,Komisariat 5449,"ul. Dabrowskiej 75
10-709 Skawina",18
5449,Komisariat 5450,"aleja Gdanska 51/57
06-953 Jawor",18
5450,Komisariat 5451,"al. Lwowska 71/95
60-877 Ek",14
5451,Komisariat 5452,"al. Azaliowa 32/63
33-040 Ciechanow",21
5452,Komisariat 5453,"ulica Jaworowa 26
21-734 Kedzierzyn-Kozle",22
5453,Komisariat 5454,"al. Glowna 535
35-053 Wrocaw",14
5454,Komisariat 5455,"al. Batalionow Chopskich 21/08
07-676 Krasnik",17
5455,Komisariat 5456,"pl. Pisudskiego 16/51
92-235 Sroda Wielkopolska",25
5456,Komisariat 5457,"aleja Mazurska 34
05-607 Starogard Gdanski",14
5457,Komisariat 5458,"ulica Kamienna 22
46-693 Zamosc",16
5458,Komisariat 5459,"ul. Lipowa 579
72-815 Knurow",16
5459,Komisariat 5460,"ul. Powstancow Wielkopolskich 24/88
75-294 Kedzierzyn-Kozle",19
5460,Komisariat 5461,"pl. Prosta 48/31
49-953 Tczew",21
5461,Komisariat 5462,"ul. Wadysawa okietka 81
18-146 Czeladz",23
5462,Komisariat 5463,"aleja Dworcowa 280
93-720 Otwock",16
5463,Komisariat 5464,"al. Sowia 24/79
37-213 Raciborz",16
5464,Komisariat 5465,"plac Korfantego 56/65
56-057 Piekary Slaskie",32
5465,Komisariat 5466,"aleja Parkowa 55/91
58-375 Kutno",14
5466,Komisariat 5467,"ul. Stawowa 22
22-268 Bielsko-Biaa",13
5467,Komisariat 5468,"pl. Targowa 987
45-186 Lebork",29
5468,Komisariat 5469,"pl. Nadbrzezna 059
32-133 Pszczyna",20
5469,Komisariat 5470,"ul. Wodna 56/28
06-147 Bielsko-Biaa",20
5470,Komisariat 5471,"pl. Handlowa 12
77-129 Sosnowiec",19
5471,Komisariat 5472,"ulica Grzybowa 61/25
84-299 Tarnobrzeg",19
5472,Komisariat 5473,"aleja Tysiaclecia 96
27-026 Ostrowiec Swietokrzyski",15
5473,Komisariat 5474,"aleja Rejtana 992
16-443 Wrzesnia",18
5474,Komisariat 5475,"ulica Kochanowskiego 88/82
78-585 Iawa",25
5475,Komisariat 5476,"plac Zielona 59/50
95-469 Kielce",20
5476,Komisariat 5477,"plac Sciegiennego 990
81-377 Otwock",19
5477,Komisariat 5478,"plac Srebrna 15
81-281 Kluczbork",18
5478,Komisariat 5479,"ul. Traugutta 908
91-795 Skawina",22
5479,Komisariat 5480,"al. Slaska 78/60
02-961 Gdynia",23
5480,Komisariat 5481,"plac Ponocna 91/85
74-485 Bochnia",25
5481,Komisariat 5482,"plac Cmentarna 82/28
99-710 Sroda Wielkopolska",24
5482,Komisariat 5483,"ul. Pogodna 133
42-355 Gdynia",21
5483,Komisariat 5484,"ul. Czeresniowa 88/92
17-135 Suwaki",19
5484,Komisariat 5485,"al. Jaowcowa 95/82
95-567 Czerwionka-Leszczyny",11
5485,Komisariat 5486,"ulica Zota 95
19-907 Skierniewice",26
5486,Komisariat 5487,"pl. Koscielna 47
23-910 Oswiecim",27
5487,Komisariat 5488,"plac Piekna 66
38-030 Skierniewice",21
5488,Komisariat 5489,"plac Piaskowa 861
50-055 Wrzesnia",20
5489,Komisariat 5490,"ulica Dolna 394
69-109 Marki",28
5490,Komisariat 5491,"aleja Spodzielcza 60
93-658 Piekary Slaskie",13
5491,Komisariat 5492,"aleja Piekarska 25/42
69-874 Sopot",22
5492,Komisariat 5493,"ul. Krokusowa 580
49-963 Police",13
5493,Komisariat 5494,"ulica Szafirowa 77
14-340 Olesnica",20
5494,Komisariat 5495,"ulica anowa 88/71
66-115 Ek",16
5495,Komisariat 5496,"ulica Szkolna 38/52
10-552 Lubon",18
5496,Komisariat 5497,"pl. Wojciecha 50/77
58-354 Kodzko",11
5497,Komisariat 5498,"al. Dabrowskiego 51
76-472 Gdansk",25
5498,Komisariat 5499,"ulica Sowia 94
12-104 Knurow",18
5499,Komisariat 5500,"plac Kasprowicza 30
70-386 Otwock",27
5500,Komisariat 5501,"aleja Krzywa 811
82-831 Bedzin",17
5501,Komisariat 5502,"ulica Jasna 29
40-498 Knurow",21
5502,Komisariat 5503,"ul. Szeroka 88/96
18-119 Rumia",24
5503,Komisariat 5504,"ulica Staszica 25/75
88-014 Elblag",16
5504,Komisariat 5505,"pl. Wadysawa okietka 74
09-732 Kwidzyn",25
5505,Komisariat 5506,"ul. Korfantego 28/47
42-819 Lebork",20
5506,Komisariat 5507,"ulica Listopada 00/94
96-252 Chrzanow",19
5507,Komisariat 5508,"plac Debowa 58
04-986 Zgorzelec",19
5508,Komisariat 5509,"ulica Mysliwska 22
53-050 Malbork",20
5509,Komisariat 5510,"ul. Zielna 01/29
58-829 Tomaszow Mazowiecki",22
5510,Komisariat 5511,"al. Kasprowicza 15/34
16-758 Tarnow",14
5511,Komisariat 5512,"al. Zwyciestwa 561
43-211 Raciborz",21
5512,Komisariat 5513,"pl. Goebia 162
94-339 Puawy",27
5513,Komisariat 5514,"plac Gaczynskiego 62
93-476 Tarnowskie Gory",27
5514,Komisariat 5515,"plac Leszczynowa 45/70
53-152 Szczytno",25
5515,Komisariat 5516,"plac Ptasia 50
46-084 Poznan",24
5516,Komisariat 5517,"plac Stawowa 391
87-276 Tychy",18
5517,Komisariat 5518,"al. Przechodnia 08/82
50-248 Piastow",19
5518,Komisariat 5519,"plac Gowackiego 99/00
91-821 Turek",26
5519,Komisariat 5520,"plac Skadowa 308
94-962 owicz",22
5520,Komisariat 5521,"al. Kosynierow 03
18-327 Woomin",21
5521,Komisariat 5522,"aleja Letnia 505
85-602 Turek",20
5522,Komisariat 5523,"ul. Bolesawa Chrobrego 59
09-648 Nowy Targ",14
5523,Komisariat 5524,"ul. Lazurowa 56
34-766 Ostrow Wielkopolski",19
5524,Komisariat 5525,"ulica Wolnosci 35/77
69-294 Wodzisaw Slaski",24
5525,Komisariat 5526,"pl. Piaskowa 33
82-863 Sandomierz",17
5526,Komisariat 5527,"pl. akowa 32
93-469 Puawy",12
5527,Komisariat 5528,"al. Polna 054
75-721 Wodzisaw Slaski",19
5528,Komisariat 5529,"ul. Wodna 631
62-924 Nowy Targ",18
5529,Komisariat 5530,"ulica Mazurska 82
01-302 Wagrowiec",18
5530,Komisariat 5531,"ul. Witosa 15/25
61-634 Wejherowo",20
5531,Komisariat 5532,"plac Podgorna 42
84-085 Bedzin",22
5532,Komisariat 5533,"al. Kolorowa 81/18
47-881 Opole",20
5533,Komisariat 5534,"plac Rejtana 02/90
72-723 Gizycko",29
5534,Komisariat 5535,"pl. Zakole 06/62
55-249 Zambrow",23
5535,Komisariat 5536,"al. Krakowska 825
83-675 Dzierzoniow",19
5536,Komisariat 5537,"aleja Krokusowa 093
67-253 Bochnia",9
5537,Komisariat 5538,"aleja Zapolskiej 98
54-749 Konin",29
5538,Komisariat 5539,"pl. Wrzosowa 12/78
96-346 Skarzysko-Kamienna",19
5539,Komisariat 5540,"plac Czestochowska 56
25-301 Piastow",26
5540,Komisariat 5541,"ul. Krasinskiego 80
79-771 Pruszkow",19
5541,Komisariat 5542,"plac Jana III Sobieskiego 13
35-748 Kalisz",16
5542,Komisariat 5543,"ul. Sienkiewicza 13
14-959 Starogard Gdanski",18
5543,Komisariat 5544,"ulica Przechodnia 65/68
26-971 Debica",18
5544,Komisariat 5545,"plac Zbozowa 91/44
87-728 Rzeszow",23
5545,Komisariat 5546,"plac Traugutta 72
77-873 Torun",25
5546,Komisariat 5547,"al. Dabrowskiej 073
78-738 Szczecinek",23
5547,Komisariat 5548,"pl. Kaszubska 57/22
54-712 Elblag",15
5548,Komisariat 5549,"aleja Wislana 65
32-449 Supsk",24
5549,Komisariat 5550,"aleja Daleka 615
78-107 Rybnik",11
5550,Komisariat 5551,"plac Kopernika 00
38-065 Skierniewice",23
5551,Komisariat 5552,"plac Morelowa 21/91
99-884 Chem",14
5552,Komisariat 5553,"ulica Tylna 015
50-374 Marki",23
5553,Komisariat 5554,"ulica Maa 27
40-446 Piaseczno",22
5554,Komisariat 5555,"plac Orzeszkowej 65/45
51-380 owicz",30
5555,Komisariat 5556,"pl. Klasztorna 70
06-024 Mysowice",18
5556,Komisariat 5557,"ul. Baczynskiego 65
21-673 Wacz",29
5557,Komisariat 5558,"ul. Wisniowa 38/72
96-850 Starachowice",23
5558,Komisariat 5559,"plac Powstancow Wielkopolskich 00/02
32-380 Biaa Podlaska",20
5559,Komisariat 5560,"ulica Sarnia 499
88-530 Dzierzoniow",12
5560,Komisariat 5561,"ulica Gaczynskiego 081
68-559 Grudziadz",22
5561,Komisariat 5562,"pl. Rynek 30/86
02-256 Woomin",15
5562,Komisariat 5563,"pl. Maa 09/90
85-034 Kalisz",19
5563,Komisariat 5564,"al. Narutowicza 42/64
98-336 Kutno",24
5564,Komisariat 5565,"pl. Opolska 91
90-160 odz",17
5565,Komisariat 5566,"pl. Wyszynskiego 26/35
18-857 Krosno",23
5566,Komisariat 5567,"al. Zbozowa 23/29
49-865 Mielec",25
5567,Komisariat 5568,"plac Rycerska 67/40
20-423 Jaso",12
5568,Komisariat 5569,"ul. Reja 06
68-084 Bechatow",28
5569,Komisariat 5570,"al. Skargi 721
22-402 Olesnica",18
5570,Komisariat 5571,"ul. Teczowa 666
11-737 Siedlce",19
5571,Komisariat 5572,"al. Konarskiego 05
14-929 Zamosc",21
5572,Komisariat 5573,"pl. Przechodnia 75/29
14-411 Krakow",14
5573,Komisariat 5574,"aleja Jodowa 03
48-986 Katowice",22
5574,Komisariat 5575,"plac Wodna 900
37-883 Zawiercie",17
5575,Komisariat 5576,"ulica Okulickiego 99
85-259 Zielona Gora",19
5576,Komisariat 5577,"plac Bankowa 91
59-352 Turek",12
5577,Komisariat 5578,"plac Podgorna 94
24-667 Swidnik",20
5578,Komisariat 5579,"ul. Rajska 223
72-315 Mikoow",23
5579,Komisariat 5580,"plac Krzywa 498
37-077 Police",19
5580,Komisariat 5581,"ulica Rzemieslnicza 62
89-644 Swiecie",15
5581,Komisariat 5582,"plac Duga 34
06-505 Olkusz",23
5582,Komisariat 5583,"ul. Cisowa 03/12
30-399 Bedzin",17
5583,Komisariat 5584,"ulica Lipowa 12
67-887 Olkusz",21
5584,Komisariat 5585,"aleja Graniczna 901
50-902 Skierniewice",17
5585,Komisariat 5586,"al. Powstancow 11/50
71-629 Kodzko",14
5586,Komisariat 5587,"aleja Wyzwolenia 40
96-025 Chojnice",21
5587,Komisariat 5588,"ulica Owocowa 455
97-865 Katowice",22
5588,Komisariat 5589,"plac Pszenna 88/86
83-895 Wodzisaw Slaski",26
5589,Komisariat 5590,"ulica Robotnicza 731
70-509 Swietochowice",23
5590,Komisariat 5591,"ulica Jaworowa 68
52-736 Lublin",12
5591,Komisariat 5592,"ulica Sawickiej 95/74
16-261 Szczytno",21
5592,Komisariat 5593,"al. Klonowa 454
80-304 Skierniewice",16
5593,Komisariat 5594,"ulica Wesoa 64/10
77-966 Marki",24
5594,Komisariat 5595,"pl. akowa 288
46-572 Lebork",19
5595,Komisariat 5596,"pl. Liliowa 47
71-503 Wrocaw",16
5596,Komisariat 5597,"aleja Dabrowskiej 67/91
60-899 Kutno",25
5597,Komisariat 5598,"ulica Grzybowa 82/12
03-231 Stargard Szczecinski",22
5598,Komisariat 5599,"plac Sowackiego 94/07
04-594 Szczecin",29
5599,Komisariat 5600,"plac Krakowska 61/57
77-339 Nowy Sacz",22
5600,Komisariat 5601,"al. Stefana Batorego 79/50
67-760 Turek",11
5601,Komisariat 5602,"ul. Sienkiewicza 127
85-670 Mawa",21
5602,Komisariat 5603,"plac Sciegiennego 05
45-623 Goleniow",14
5603,Komisariat 5604,"ul. Armii Krajowej 21
56-567 Krosno",21
5604,Komisariat 5605,"plac Szeroka 03/22
18-040 Gizycko",30
5605,Komisariat 5606,"ul. Rycerska 765
70-305 Myszkow",27
5606,Komisariat 5607,"aleja Rejtana 22
39-530 Sochaczew",16
5607,Komisariat 5608,"aleja Perowa 084
78-962 Pruszkow",27
